PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Jiang, Yuanyuan; Li, Boyu; Lu, Yizhong; Wu, Tongshun; Han, Dongxue				jiang, anyi/GPT-0379-2022				Oxygen Evolution Reaction Electrocatalytic Performance Analysis of Electroless Plated Ni-B-x								CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE				41	12			2774	2780		10.7503/cjcu20200667				DEC 10 2020	2020	Transition metal borides are one of the most promising electmcatalysts in water splitting reaction for their high electrocatalytic performance and low cost. Through electmless plating method, nickel borides grown on graphene, nickel foam (NF) , Ti mesh (TM) and carbon cloth (CC) were fabricated , in which graphene supported nickel borides exhibits homogeneous and dense nanoparticles structure. The oxygen evolution electrocatalytic performances of these materials are studied in alkaline solution (1.0 mol/L KOH). The results show that the nickel boride grown on graphene (NiBx/graphene) exhibits the best electrocatalytic performance for water oxidation. An overpotential of only 277 mV is needed to reach the current density of 10 mA/cm(2), and the corresponding Tafel slope are 57 mV/dec. The annealed sample shows an overpotential of 330 mV, which means an activity decline compared to the unannealed one. The NiB/graphene prepared by this facile method exhibits high electrocatalytic activity and stability, which provides new strategy for preparing high-performance and low-cost water oxidation electrocatalysts.									2	2	0	0	0	0	2			0251-0790			WOS:000600430400022		
J	Li, B.; Wang, T.; Li, X.; Zheng, X.; Wu, X.; Zhu, J.; Xu, H.				Zhu, Junfa F/E-4020-2010; Wu, Xiaojun/F-1619-2010; Xusheng, Zheng/AAG-9580-2021	Zhu, Junfa F/0000-0003-0888-4261; Wu, Xiaojun/0000-0003-3606-1211; 			Activating P2-NaxCoO2 for efficient water oxidation catalysis via controlled chemical oxidation								MATERIALS TODAY CHEMISTRY				10				206	212		10.1016/j.mtchem.2018.10.001				DEC 2018	2018	Electrocatalytic water oxidation is critically important for a wide range of emerging energy conversion devices. Co-based metal oxides are very promising candidates as high-performance oxygen evolution reaction (OER) catalysts. Here, it is shown that chemical oxidation of layered P2-NaxCoO2 could lead to compositionally tunable P2-NaxCoO2 with high OER activity. The optimal electrocatalytic activity emerges in a narrow range of sodium concentrations with Na0.28CoO2 exhibiting the lowest over-potential of 350 mV at 10 mA/cm(2) and a Tafel slope of 29 mV/dec in 0.1 M NaOH electrolyte, outperforming the benchmark RuO2 catalyst and previous LiCoO2-based electrocatalysts. Electrochemical measurements and X-ray spectroscopic investigations reveal that chemically oxidized P2-NaxCoO2 catalysts are intrinsically active toward OER, arising from the abundant oxygen vacancies, increased Co-O covalency, and enhanced conductivity after deintercalation of the Na+. Our findings provide new insights into the design and synthesis of cost-effective catalysts toward efficient and durable OER. (C) 2018 Elsevier Ltd. All rights reserved.									4	1	0	0	0	0	4			2468-5194			WOS:000451276400016		
J	Liu, Na; Yin, Kuibo; Si, Conghui; Kou, Tianyi; Zhang, Ying; Ma, Wensheng; Zhang, Zhonghua				Yin, Kuibo/G-5812-2011; Kou, Tianyi/AAM-9617-2021; zhang, zh/GWV-4677-2022	Yin, Kuibo/0000-0001-5268-6807; Kou, Tianyi/0000-0002-1563-7819; 			Hierarchically porous nickel-iridium-ruthenium-aluminum alloys with tunable compositions and electrocatalytic activities towards the oxygen/hydrogen evolution reaction in acid electrolyte								JOURNAL OF MATERIALS CHEMISTRY A				8	13			6245	6255		10.1039/d0ta00445f				APR 7 2020	2020	Developing efficient and less noble-metal-dependent electrocatalysts toward both the oxygen evolution reaction (OER) and hydrogen evolution reaction (HER) is one of the key challenges for polymer electrolyte membrane (PEM) electrolyzer applications. Herein, we report the preparation of bifunctional NiIrRuAl multimetallic nanoporous nanowires (NPNWs) with different compositions through the combination of metallurgical control and a two-step dealloying method. The synthesized NiIrRuAl NPNWs display ultrahigh OER and HER activities in acid solution. With a significantly reduced noble metal (Ir and Ru) content as low as 34 at%, the NiIrRuAl-1/3 electrocatalyst (Ir : Ru = 1 : 3) yields the best OER performance, showing an extremely low overpotential of 237 mV at 10 mA cm(-2), and the overpotential of the NiIrRuAl-3/1 electrocatalyst (Ir : Ru = 3 : 1) in the HER is only 14 mV at 10 mA cm(-2) in 0.1 M HClO4 solution. More significantly, the NiIrRuAl NPNWs only need a cell voltage of 1.464 V to reach 10 mA cm(-2) for overall water splitting and show excellent long-term stability.									23	0	0	0	1	0	23			2050-7488	2050-7496		WOS:000527730400006		
J	Liang, Yi; Cui, Yu; Chao, Yang; Han, Ning; Sunarso, Jaka; Liang, Ping; He, Xin; Zhang, Chi; Liu, Shaomin				Sunarso, Jaka/B-9077-2008; Liu, shaomin/E-3669-2010	Sunarso, Jaka/0000-0002-5234-7431; Liu, shaomin/0000-0001-5019-5182			Exsolution of CoFe(Ru) nanoparticles in Ru-doped (La0.8Sr0.2)(0.9)Co0.1Fe0.8Ru0.1O3-delta for efficient oxygen evolution reaction								NANO RESEARCH				15	8			6977	6986		10.1007/s12274-022-4328-0		APR 2022		AUG 2022	2022	The rational modification of perovskite oxides (ABO(3-delta)) is essential to improve the efficiency and stability of oxygen electrolysis. Surface engineering represents a facile approach to modify perovskites for enhanced performance. Through compositional design and in situ exsolution, a Ru-doped (La0.8Sr0.2)(0.9)Co0.1Fe0.8Ru0.1O3-delta (LSCFR) perovskite anchored with CoFe(Ru) alloy particles on the surface was fabricated for oxygen evolution reaction (OER) in this work. Experimental results and calculations indicate that Ru-doping promotes the exsolution of CoFe(Ru) from the perovskite parent. Upon exsolution in the reduced atmosphere for 3 h, the catalyst (LSCFR-3) exhibited superior OER performance with an overpotential of 347 mV and a Tafel slope of 54.65 mV center dot dec(-1), and showed good stability in contrast to the pristine LSCFR. The exsolution of CoFe(Ru) particles, Ru doping, and the increase of surface oxygen vacancies are responsible for the enhancement of OER performance. The findings obtained in this study highlight the possibility of controlling exsolution and composition of nanoparticles by element doping and prove that in situ exsolution is an effective strategy for designing OER catalysts.									2	0	0	0	0	0	1			1998-0124	1998-0000		WOS:000788936500001		
J	Zheng, Kaiwei; Xu, Jinchang; Ruan, Jiaxi; Li, Xiulan; Yuan, Zhixuan; Yang, Muzi; Chen, Jian; Xie, Fangyan; Jin, Yanshuo; Wang, Nan; Meng, Hui								Rapid synthesis of porous Ni/Co/Fe-LDHs nanosheets for effective electrochemical oxygen evolution reaction and zinc-air batteries								INTERNATIONAL JOURNAL OF HYDROGEN ENERGY				47	63			26865	26870		10.1016/j.ijhydene.2022.06.044				JUL 26 2022	2022	Transition metal compounds, especially layered double hydroxide materials (LDHs), show excellent catalytic activity in oxygen evolution reaction (OER). The ethanol oxidation reaction (EOR) is an innovative alternative anodic reaction to OER for improving the efficiency of water splitting to produce hydrogen. In order to improve the reactivity and explore the similarities and differences of active sites in the two reactions, three kinds of porous LDHs (NiFe, NiCo, CoFe LDHs) were synthesized and a series of tests were carried out. Among them, the best performing OER catalyst is NiFe-LDHs with a low overpotential of 1.44 V vs. RHE at 10 mA cm-2 anda Tafel slope of 23.85 mV dec-1. As for the EOR reaction, NiCo-LDHs is the best, with an overpotential of only 1.38 V vs. RHE at 10 mA cm-2 and a Tafel slope of 71.58 mV dec-1. In addition, compared with OER, the LHDs material exhibited better stability in the EOR. This work provides a new direction for studying the electrocatalytic activity of LDHs materials in OER and EOR.(c) 2022 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.									0	0	0	0	0	0	0			0360-3199	1879-3487		WOS:000861098400008		
J	Muller, B								Corrosion inhibition of metallic pigments by nitrophenols								JOCCA-SURFACE COATINGS INTERNATIONAL				83	1			33	35						JAN 2000	2000	Many metal pigments ore corroded in water-borne paints or inks. In aqueous alkaline media aluminium and zinc pigments react with the evolution of hydrogen whereas copper and brass pigments react with the absorption of oxygen. Hydrogen evolution as well as oxygen absorption can be measured volumetrically. With the addition of 2-nitrophenol the different corrosion reactions con be inhibited; the metallic lustre and the colour of the pigments are preserved.									7	0	0	0	0	0	7			1356-0751			WOS:000085151500013		
J	Kang, Yihong; Xie, Hanhan; Liu, Danni; Gao, Ming; Chu, Paul K.; Ramakrishna, Seeram; Yu, Xue-Feng				Ramakrishna, Seeram/E-5186-2011; Ramakrishna, Seeram/AAY-4113-2021; Chu, Paul K/B-5923-2013; Xie, Hanhan/AAK-3409-2020; yu, xuefeng/AGT-5190-2022	Ramakrishna, Seeram/0000-0001-8479-8686; Ramakrishna, Seeram/0000-0001-8479-8686; Chu, Paul K/0000-0002-5581-4883; Yu (yu), Xuefeng (xue feng)/0000-0003-2566-6194			Facile mass production of self-supported two-dimensional transition metal oxides for catalytic applications								CHEMICAL COMMUNICATIONS				55	76			11406	11409		10.1039/c9cc06261k				SEP 28 2019	2019	We report a novel metal-corrosion route beyond traditional top-down or bottom-up strategies for the mass production of 2D TMOs with a self-supported structure. The self-supported 2D Co3O4, a typical TMO, exhibits excellent electrocatalytic activity and stability in the oxygen evolution reaction surpassing those of commercial precious metal RuO2 catalysts at high currents.									8	1	0	0	0	0	8			1359-7345	1364-548X		WOS:000487087500014	31482908	
J	Du, Xinyu; Ai, Haoqiang; Chen, Mingpeng; Liu, Dong; Chen, Shi; Wang, Xuesen; Lo, Kin Ho; Pan, Hui				Wang, Xue-sen/G-2749-2012; LO, Kin Ho/F-7613-2012; LO, Kin Ho/AAF-6175-2020; LO, Kin Ho/S-5418-2019; Pan, Hui/A-2702-2009; Pan, Hui/GQH-1900-2022	Wang, Xue-sen/0000-0002-5510-3002; Pan, Hui/0000-0002-6515-4970; Pan, Hui/0000-0002-6515-4970; Liu, Dong/0000-0002-0139-1512; Chen, Mingpeng/0000-0002-3175-1785; LO, Kin Ho/0000-0003-0832-0263			PLD-fabricated perovskite oxide nanofilm as efficient electrocatalyst with highly enhanced water oxidation performance								APPLIED CATALYSIS B-ENVIRONMENTAL				272						119046	10.1016/j.apcatb.2020.119046				SEP 5 2020	2020	The practical application of perovskite oxides as electrocatalysts for oxygen evolution reaction (OER) has been greatly hindered by their limited catalytically active sites and poor electrical conductivity. Herein, we report the use of a perovskite-oxide nanofilm as highly improved electrocatalyst for OER. A facile fabrication method, pulsed laser deposition (PLD), is employed for the first time to fabricate the SrCo0.85Fe0.1P0.05O3-delta nanofilm on nickel foam (SCFP-NF) with abundant active sites and enhanced electrical conductivity. We find that the SCFP-NF fabricated by PLD exhibits excellent OER activity and durability in alkaline solutions. Especially, the PLD method can create a large amount of oxygen vacancies on the surface of the perovskite nanofilm, leading to a high concentration of highly oxidative oxygen O-2(2-)/O-. This O-2(2-)/O- species is generally recognized to be active for OER. As a result, the SCFP-NF catalyst with low mass loading (similar to 30 mu g cm(-2)) demonstrates a remarkable OER activity with a low overpotential of 290 mV and a superb stability up to 200 h at 10 mA cm(-2) in alkaline media. The catalytic performance of this perovskite nanofilm is superior to most of the reported metal-oxide-based catalysts and benchmark RuO2. Our findings show that the catalytic performance of oxide-based electrocatalysts can be greatly improved by defect-engineering, and the PLD and other film fabrication methods may help us to realize practical application.									21	2	0	0	1	0	21			0926-3373	1873-3883		WOS:000533148700049		
J	Liu, Zhijuan; Wang, Guangjin; Zhu, Xiaoyan; Wang, Yanyong; Zou, Yuqin; Zang, Shuangquan; Wang, Shuangyin				Wang, Shuangyin/C-6784-2009; Zang, Shuang-Quan/L-9722-2014; WANG, SHUANGYIN/Y-2811-2019				Optimal Geometrical Configuration of Cobalt Cations in Spinel Oxides to Promote Oxygen Evolution Reaction								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				59	12			4736	4742		10.1002/anie.201914245		JAN 2020		MAR 16 2020	2020	MgCo2O4, CoCr2O4, and Co2TiO4 were selected, where only Co3+ in the center of octahedron (Oh), Co2+ in the center of tetrahedron (Td), and Co2+ in the center of Oh, can be active sites for the oxygen evolution reaction (OER). Co3+(Oh) sites are the best geometrical configuration for OER. Co2+(Oh) sites exhibit better activity than Co2+(Td). Calculations demonstrate the conversion of O* into OOH* is the rate-determining step for Co3+(Oh) and Co2+(Td). For Co2+(Oh), it is thermodynamically favorable for the formation of OOH* but difficult for the desorption of O-2. Co3+(Oh) needs to increase the lowest Gibbs free energy over Co2+(Oh) and Co2+(Td), which contributes to the best activity. The coexistence of Co3+(Oh) and Co2+(Td) in Co3O4 can promote the formation of OOH* and decrease the free-energy barrier. This work screens out the optimal geometrical configuration of cobalt cations for OER and gives a valuable principle to design efficient electrocatalysts.									83	4	0	0	5	0	85			1433-7851	1521-3773		WOS:000510252700001	31883189	
J	Prasannachandran, Ranjith; Vineesh, Thazhe Veettil; Anil, Athira; Krishna, B. Murali; Shaijumon, Manikoth M.					Shaijumon, Manikoth/0000-0001-5745-4423; Krishna, Balasubramoniam Murali/0000-0002-4021-4914			Functionalized Phosphorene Quantum Dots as Efficient Electrocatalyst for Oxygen Evolution Reaction								ACS NANO				12	11			11511	11519		10.1021/acsnano.8b06671				NOV 2018	2018	Phosphorene has attracted great interest in the rapidly emerging field of two-dimensional layered nanomaterials. Recent studies show promising electrocatalytic activity of few-layered phosphorene sheets toward the oxygen evolution reaction (OER). However, controllable synthesis of mono/few-layered phosphorene nanostructures with a large number of electrocatalytically active sites and exposed surface area is important to achieve significant enhancement in OER activity. Here, a novel strategy for controlled synthesis and in situ surface functionalization of phosphorene quantum dots (PQDs) using a single-step electrochemical exfoliation process is demonstrated. Phosphorene quantum dots functionalized with nitrogen-containing groups (FPQDs) exhibit efficient and stable electrocatalytic activity for OER with an overpotential of 1.66 V @ 10 mA cm(-2), a low Tafel slope of 48 mV dec(-1), and excellent stability. Further, we observe enhanced electron transfer kinetics for FPQDs toward the Fe2+/Fe3+ redox probe in comparison with pristine PQDs. The results demonstrate the promising potential of phosphorene as technologically viable OER electrodes for water-splitting devices.									60	3	0	0	1	0	60			1936-0851	1936-086X		WOS:000451789200090	30362353	
