PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Zheng, Fuqin; Zhang, Ziwei; Zhang, Chunmei; Chen, Wei				Chen, Wei/N-1876-2019	Chen, Wei/0000-0001-5700-0114			Advanced Electrocatalysts Based on Metal-Organic Frameworks								ACS OMEGA				5	6			2495	2502		10.1021/acsomega.9b03295				FEB 18 2020	2020	In recent years, metal-organic frameworks (MOFs) have been wildly studied as heterogeneous catalysts due to their diversity of structures and outstanding physical and chemical properties. Meanwhile, MOFs have also been regarded as promising templates for the synthesis of conductive and electrochemically active catalysts. However, in most of the studies, high-temperature annealing is needed to transform nonconductive or low-conductive MOFs to conductive materials for electrocatalyis, during which the unique structures and intrinsic active sites in MOFs can be easily destroyed. Therefore, in recent years, different strategies have been developed for improving the catalytic performances of MOF-based composites for electrochemical reactions with no need of post-treatment. This mini-review highlights the recent advances on MOF-based structures with improved conductivities and electrochemical activities for the application in electrocatalysis. Overall, the advanced MOF-based electrocatalysts include the highly conductive and electrochemically active pristine MOFs, MOFs combined with conductive substrates, and MOFs hybridized with active materials. Finally, we propose the direction for future works on MOF-based electrocatalysts.									29	1	0	0	0	0	29			2470-1343			WOS:000514827200001	32095674	
J	Wei Jian; Chen Tiantian; Zhang Hao; Zhang Xueping; Li Jiaxin; Jiang Yichang							魏剑; 陈甜甜; 张昊; 张雪萍; 李嘉欣; 蒋一昌	Synthesis and electrocatalytic oxygen evolution performances of high conductivity silver nanowire@polypyrrole@CoNi alloy aerogels			高电导率银纳米线@聚吡咯@CoNi气凝胶的制备及其电催化析氧性能				复合材料学报	Acta Materiae Compositae Sinica				39	3			1141	1151	1000-3851(2022)39:3<1141:GDDLYN>2.0.TX;2-W					2022	2022	Given the low conductivity, poor catalytic activity, and high cost of traditional noble metal-oxygen evolution reaction (OER) electrocatalysts, it is urgent to develop electrocatalysts with high efficiency, durability, low cost, high exposed active surface, and excellent electrical conductivity. The Silver nanowire@Polypyrrole (AgNWs@PPy) aerogels were synthesized by freeze-drying method, and then nano-CoNi alloy was grown on the surface of Ag- NWs@PPy aerogels framework by solvothermal method, and AgNWs@PPy@CoNi aerogels with good OER electrocatalytic performance was obtained. The results show that the catalytic performance of AgNWs@PPy@CoNi aerogels first increase and then weaken with the increase of CO_(2+) and Ni~(2+) concentrations. When the CO_(2+) and Ni~(2+) concentrations are 0.0175 mol/L, the AgNWs@PPy@CoNi aerogels exhibite high current density. At 10 mA·cm~(-2), the overpotential is 346 mV, and the Tafel slope is 86.25 mV·dec~(-1). After a 10-hour stability test under a constant voltage, the current retention rate reaches 93.9%, which has good stability. The three-dimensional independent AgNWs@PPy aerogels provide excellent electrical conductivity, and the CoNi alloy provides abundant active sites. The combined effect of them shows excellent OER catalytic performance, which is expected to replace precious metal catalysts and become a new type of OER catalytic material.			针对传统贵金属析氧反应(OER)电催化剂的电导率较低、催化活性较差、成本高等问题,开发高效耐久、低成本且具有高暴露活性表面和优良导电性的电催化剂已迫在眉睫。通过冷冻干燥法合成银纳米线@聚吡咯(AgNWs@PPy)气凝胶,然后使用溶剂热法在AgNWs@PPy气凝胶骨架表面生长纳米CoNi合金,获得了OER电催化性能良好的AgNWs@PPy@CoNi气凝胶。结果表明,随着CO_(2+)、Ni~(2+)浓度的增加,AgNWs@PPy @CoNi气凝胶的催化性能先增强后减弱,当CO_(2+)、Ni~(2+)浓度为0.0175 mol/L制备的AgNWs@PPy@CoNi气凝胶在电流密度10 mA·cm~(-2)时,过电位为346 mV,Tafel斜率为86.25 mV·dec~(-1),在恒定电压下经过10 h的稳定性测试,电流保持率达93.9%,具有良好的稳定性。三维独立型AgNWs@PPy气凝胶提供优良的导电性, CoNi合金提供丰富的活性位点,二者的共同作用表现出优异的OER催化性能,将有望替代贵金属催化剂而成为新型的OER催化材料。						0	0	0	0	0	0	0			1000-3851			CSCD:7180494		
J	Zheng, Yue; Gao, Rui; Qiu, Yunsheng; Zheng, Lirong; Hu, Zhongbo; Liu, Xiangfeng				Gao, Rui/AHC-1987-2022; Liu, Xiangfeng/F-8541-2015	Gao, Rui/0000-0002-3644-4047; Liu, Xiangfeng/0000-0001-9633-7721			Tuning Co2+ Coordination in Cobalt Layered Double Hydroxide Nanosheets via Fe3+ Doping for Efficient Oxygen Evolution								INORGANIC CHEMISTRY				60	7			5252	5263		10.1021/acs.inorgchem.1c00248		MAR 2021		APR 5 2021	2021	Inexpensive and efficient electrocatalysts are crucial for the development and practical application of energy conversion and storage technologies. Layered-double-hydroxide (LDH) materials have attracted much attention due to the special layered structure, but their electrocatalytic activity and stability are still limited. Herein, we propose to tune Co2+ occupancy and coordination in cobalt-based LDH nanosheets via Fe3+ doping for efficient and stable electrocatalysis for oxygen evolution reaction (OER). It is found that Fe doping regulates the occupancy and coordination of Co2+ in CoO4 tetrahedrons and CoO6 octahedrons of Co-LDHs. Through density functional theory calculation, we also clarified that Fe3+ not only modulated the Co2+ coordination but also functioned as an added catalytic active site. LDH nanosheets with a Co/Fe ratio of 5:1 show a low OER overpotential, much better than the commercial IrO2, owing to the modulation of Fe3+ doping on the crystal and electronic structures. After appropriate incorporation of Fe3+, the almost inactive octahedral coordinated Co2+ is significantly activated with a partial deletion of tetrahedral coordinated Co2+, which greatly boosts the overall electrocatalytic activity. This study offers some new insights into tuning the crystal and electronic structures of LDHs by lattice doping to achieve high-efficiency electrocatalysis for OER.									16	0	0	0	2	0	16			0020-1669	1520-510X		WOS:000637850300112	33724012	
J	Ju, Lin; Dai, Ying; Wei, Wei; Liang, Yan; Huang, Baibiao				Huang, baibiao/C-1857-2008	Huang, baibiao/0000-0002-0416-944X; dai, ying/0000-0002-4503-9828; Zhu, Xianglin/0000-0002-2667-5298			Potential of one-dimensional blue phosphorene nanotubes as a water splitting photocatalyst								JOURNAL OF MATERIALS CHEMISTRY A				6	42			21087	21097		10.1039/c8ta08469f				NOV 14 2018	2018	Semiconductor photocatalysis via photogenerated electrons and holes can split water into H-2 and O-2, which is a promising way to utilize solar energy. However, the inefficient generation of oxygen severely restricts the catalytic efficiency for overall water splitting. Thus, it is necessary to find new photocatalysts for the oxygen evolution reaction (OER). In the present study, the electronic structure and related properties of one-dimensional blue phosphorene nanotubes (BPNTs) are systematically investigated using first-principle calculations to explore their photocatalytic activities. Our results demonstrate that the strain energy of BPNTs with a large diameter (larger than 8 angstrom) is nearly the same as that of carbon nanotubes, indicating that these BPNTs are stable. Due to their perfect band gaps and band energies for photocatalytic activity, BPNTs have potential for application in visible light photocatalysis for overall water splitting. More significantly, p-type zigzag BPNTs with good photooxidation capabilities, low electron-hole recombination, and high hole mobility (1729.53 cm(2) V-1 s(-1)) and photo-response coefficient (20a(0)(2) per photon) are promising candidates as photocatalytic materials for OER. Besides, the band gap of BPNTs can be tuned monotonically by reasonable strain. We further report advanced strategies for designing and improving potentially efficient photocatalysts for overall water splitting.									28	2	0	0	1	0	28			2050-7488	2050-7496		WOS:000451600200054		
J	Li, Hao; Shao, Youdong; Su, Yantao; Gao, Yuanhong; Wang, Xinwei				Wang, Xinwei/O-8320-2019; Wang, Xinwei/I-2850-2012	Wang, Xinwei/0000-0002-1191-8162; Wang, Xinwei/0000-0002-1191-8162			Vapor-Phase Atomic Layer Deposition of Nickel Sulfide and Its Application for Efficient Oxygen-Evolution Electrocatalysis								CHEMISTRY OF MATERIALS				28	4			1155	1164		10.1021/acs.chemmater.5b04645				FEB 23 2016	2016	Vapor-phase atomic layer deposition (ALD) of nickel sulfide (NiSx) is comprehensively reported for the first time. The deposition process employs bis(N,N'-di-tert-butylacetamidinato)nickel(II) and H2S as the reactants and is able to produce fairly smooth, pure, godlevskite-structured NiSx thin films following an ideal layer-by-layer ALD growth fashion for a relatively wide process temperature range from 90-200 degrees C. Excellent conformal coating is demonstrated for this ALD process, as the deposited NiSx films are able to uniformly and conformally cover deep narrow trenches with aspect ratio as high as 10:1, which highlights the general and broad applicability of this ALD process for fabricating complex 3D-structured nanodevices. Further, we demonstrate the applications of this ALD NiSx for oxygen-evolution reaction (OER) electrocatalysis. The ALD NiSx is found to convert to nickel (oxy)hydrate after electrochemical aging, and the aged product shows a remarkable electrocatalytic activity and long-term stability, which is among the best electrocatalytic performance reported for nonprecious OER catalysts. Considering that ALD can be easily scaled up and integrated with 3D nanostructures, we believe that this ALD NiSx process will be highly promising for a variety of applications in future energy devices.									127	8	0	0	0	0	128			0897-4756	1520-5002		WOS:000370987300020		
J	De Angelis, Francesco; Crucianelli, Marcello				Crucianelli, Marcello/GLS-0096-2022; Crucianelli, Marcello/K-3861-2012	Crucianelli, Marcello/0000-0001-8523-0400; De Angelis, Francesco/0000-0002-8354-6820			Are purely chemically-sustained processes able to generate molecules for life? Comment on "Formamide and the origin of life" by R. Saladino et al.								PHYSICS OF LIFE REVIEWS				9	1			118	120		10.1016/j.plrev.2011.12.008				MAR 2012	2012										1	0	0	0	1	0	1			1571-0645			WOS:000303080800025	22222769	
J	Yue, Xi; Li, Yong; Li, Hongxia; Ma, Chenhong; Zhang, Xiuhua								Phase evolution of a novel silicon-alumina-fused mullite-containing Ti2O3 refractory at 1300 degrees C in N2								CERAMICS INTERNATIONAL				48	21			31686	31694		10.1016/j.ceramint.2022.07.090				NOV 1 2022	2022	A novel silicon-alumina-fused mullite-containing Ti2O3 composite refractory is prepared and sintered in the presence of solid carbon at 1300 degrees C in N2. The sintered samples exhibit a functional gradient characteristic. The phase evolution can be described as follows: Passive and active oxidation of Si to form SiO2 and SiO to reduce the partial pressure of oxygen. SiO(g) and Si react with N2 to form Si3N4 respectively. As the temperature increases and the partial pressure of oxygen decreases, Ti2O3 reacts with CO and N2 to form Ti(C,N)ss, which is accom-panied by the release of O2. Si3N4 fixes the O2 and reacts to form Si2N2O, and Si2N2O reacts with Al2O3 to form O '-Sialon, thereby realizing the transformation from Si3N4 to Sialon. CO and residual carbon from the pyrolysis of phenolic resin react with SiO(s) and Si to form SiC. The dense layer formed by SiC and SiO2 blocks the diffusion of external gas to the central parts of the samples, there is still free Si which can continue to react and transform into a non-oxide reinforcing phase. In this paper, the reaction models are presented.									0	0	0	0	0	0	0			0272-8842	1873-3956		WOS:000863342400004		
J	Yang, Xiecheng; Su, Fengmei; Hou, Minjie; Zhang, Da; Dai, Yongnian; Liang, Feng								Plasma tailored reactive nitrogen species in MOF derived carbon materials for hybrid sodium-air batteries								DALTON TRANSACTIONS				50	20			7041	7047		10.1039/d1dt00807b		APR 2021		MAY 28 2021	2021	The rational design of efficient and durable electrocatalysts to accelerate sluggish oxygen reduction reaction (ORR) and oxygen evolution reaction (OER) kinetics is highly desirable for enhancing the efficiency of fuel cells and metal-air batteries. Here, we demonstrated a low-temperature plasma strategy at atmospheric pressure for enhancing the catalytic activity of metal-organic framework derived N-doped carbon nanotubes (MOF-NCNTs) by changing the relative contents of Co-N-x sites, Co-Co bonds and pyridinic-N. The increase of pyridinic-N/pyrrolic-N ratio improves the ORR performance, while unsaturated Co-N-x sites and strong Co-Co bonds promote the OER performance. The relative contents of pyridinic-N, Co-N-x sites, and Co-Co bonds in MOF-NCNTs can be readily tailored by varying the plasma treatment time. The MOF-NCNTs treated with N-2 plasma for 4 min (MOF-NCNTs-N-2-4) exhibited improved ORR (eta(onset): 0.91 V) and OER (eta(10): 0.44 V) activities compared to MOF-NCNTs because of the higher ratio of pyridinic-N to pyrrolic-N and higher relative contents of Co-N-x sites and Co-Co bonds. The hybrid sodium-air batteries (HSABs) assembled with MOF-NCNTs-N-2-4 catalyst display a low overpotential of 0.35 V and excellent round trip efficiency of 88.9% at 0.1 mA cm(-2). Besides, they also exhibited great cycling stability with an average discharge voltage of 2.75 V and an outstanding round trip efficiency of 84% after 150 cycles.									7	0	0	0	0	0	7			1477-9226	1477-9234		WOS:000646729000001	33949530	
J	Mousazade, Younes; Mohammadi, Mohammad Reza; Chernev, Petko; Bagheri, Robabeh; Song, Zhenlun; Dau, Holger; Najafpour, Mohammad Mahdi					Bagheri, Robabeh/0000-0003-4463-0058			Revisiting Metal-Organic Frameworks for Oxygen Evolution: A Case Study								INORGANIC CHEMISTRY				59	20			15335	15342		10.1021/acs.inorgchem.0c02305				OCT 19 2020	2020	Water splitting is a promising reaction for storing sustainable but intermittent energies. In water splitting, water oxidation is a bottleneck, and thus different catalysts have been synthesized for water oxidation. Metal-organic frameworks (MOFs) are among the highly efficient catalysts for water oxidation, and so far, MOF-based catalysts have been divided into two categories: MOF-derived catalysts and direct MOF catalysts. In particular, a nickel/cobalt MOF is reported to be one of the best direct catalysts for water oxidation. For the first-row transition MOF structures in general, a hypothesis is that the harsh conditions of OER could cause the decomposition of organic ligands and the formation of water-oxidizing oxide-based structures. By electrochemical methods, scanning electron microscopy, transmission electron microscopy, X-ray diffraction, X-ray photoelectron spectroscopy, Fourier-transform infrared spectroscopy, and X-ray absorption spectroscopy, a nickel/cobalt MOF known to be a highly efficient catalyst for water oxidation is shown to form Ni/Co oxide, making it a candidate catalyst for oxygen evolution. MOFs are interesting precatalysts for metal oxide water-oxidizing catalysts, but control experiments are necessary for determining whether a certain MOF or other MOFs are true catalysts for OER. Thus, finding a true and direct MOF electrocatalyst for OER is a challenge.									16	1	0	0	0	0	17			0020-1669	1520-510X		WOS:000584351700067	33021376	
J	Han, Xu; Lin, Longjie; Pei, Chengang; Yu, Xu					Yu, Xu/0000-0002-1881-3013			Boosted Oxygen Evolution Reaction by Controllable Fluoridation on Porous Cobalt-Iron Nanoflakes								ENERGY & FUELS				36	4			2123	2129		10.1021/acs.energyfuels.1c04165				FEB 17 2022	2022	The design of a highly efficient OER electrocatalyst is important to improve the energy efficiency of hydrogen production by water electrolysis. Herein, porous cobalt-iron fluoride nanoflakes (CoFe-F) are prepared by hydrothermal and fluoridation treatment. A CoFe-F catalyst with a preserved nanoflake morphology and porous surface is obtained by an optimal degree of fluoridation, avoiding the aggregation of metal fluoride nanoparticles and exposing abundant active sites. Meanwhile, surface chemistry modification for the CoFe-F catalyst by forming ionic metal-F bonds can boost electrocatalytic performance, such as enhanced electrocatalytic activity, outstanding stability, and fast kinetics. CoFe-F-16 with optimal fluoridation only requires an overpotential of 252 mV with a Tafel slope of 52.1 mV dec(-1) at 10 mA cm(-2), which is smaller than the control samples with insufficient or overfluoridation, attributing to nanoflake morphology with a porous surface and the formation of ionic metal compounds by low-temperature fluoridation.									0	0	0	0	0	0	0			0887-0624	1520-5029		WOS:000797927200033		
