PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Jin, Xiaoyan; Gu, Tae-Ha; Lee, Kang-Gyu; Kim, Min Ji; Islam, Md Shahinul; Hwang, Seong-Ju				kim, minji/GRX-9996-2022	Lee, Kang-Gyu/0000-0002-0208-3714			Unique advantages of 2D inorganic nanosheets in exploring high-performance electrocatalysts: Synthesis, application, and perspective								COORDINATION CHEMISTRY REVIEWS				415						213280	10.1016/j.ccr.2020.213280				JUL 15 2020	2020	Among diverse nanostructured materials, two-dimensional (2D) inorganic nanosheets have attracted intense research interest because of their unique characteristics such as high morphological anisotropy, expanded 2D surface area with many surface active sites, and unique electronic structures. The existence of many surface- and edge-exposed active sites as well as tunable chemical composition with large concentration of redoxable component ions renders 2D inorganic nanosheets as promising electrocatalysts for diverse electrochemical reactions. Additionally, highly anisotropic 2D inorganic nanosheet with high surface-to-volume ratio can be used as efficient hybridization matrix to optimize the electrocatalyst performance of nanostructured material via strong interfacial interaction and synergistic coupling between hybridized species. For the electrocatalyst application, 2D inorganic nanosheets can play crucial roles as main active components, substrates, additives, and hybrid building blocks in hybrid-type electrocatalysts. In this review, unique advantages of 2D inorganic nanosheets in the design and synthesis of electrocatalysts are discussed with in-depth discussion about their critical roles in 2D nanosheet-based electrocatalysts. Depending on target electrocatalysis reactions, diverse examples of 2D inorganic nanosheet-based electrocatalysts are surveyed along with their versatile characterization techniques. Future research perspectives for the exploration of 2D inorganic nanosheet-based electrocatalysts are presented to provide valuable insights for the development of high-performance electrocatalysts applicable for emerging fields of renewable energy technologies. (C) 2020 Elsevier B.V. All rights reserved.									43	1	0	0	2	0	43			0010-8545	1873-3840		WOS:000528308800001		
J	Kong, Lingqiao; Qiao, Jingyuan; Ruan, Qiushi; Wang, Hui; Xi, Xufeng; Zha, Wenwen; Zhou, Zhenghua; He, Wei; Zhang, Wei; Sun, ZhengMing					ruan, qiushi/0000-0003-0184-0864			A very low charge potential for zinc-air battery promoted by photochemical effect of triazine-based conjugated polymer nanolayer coated TiO2								JOURNAL OF POWER SOURCES				536						231507	10.1016/j.jpowsour.2022.231507				JUL 15 2022	2022	Photochemical-assisted rechargeable batteries are suffering from a high charge potential due to unfavorable surface charge kinetics of photochemical electrodes, that is surface defects induced energy loss. In this work, insitu growing thickness-controlled polymer nanolayer on TiO2 nanorods electrode by a facile solvothermal reaction optimizes surface states conditions via mitigating oxygen vacancy induced hole trapping agents, while polymer nanolayer creates abundant active surface states that efficiently extract holes for photooxidation reaction. For modified photoelectrodes, 8 times improvement in interfacial charge transfer/recombination ratio (K-t/K-r) at a low applied bias contributes to a low onset potential (0.2 V vs. RHE) for photooxidation and shows 12 times improvement in photocurrent density at 0.4 V vs. RHE under simulated sunlight irradiation (AM 1.5 G, 100 mW cm(-2)) than that of r-TiO2, which contributes to the superior performance of a photochemical-assisted rechargeable Zn-air battery (PZAB). Equipping such a photoelectrode can photo-charge the battery at 10 mA cm(-2) with a record-low potential of 0.8 V, saving 76.5% electrical energy. The electrode shows excellent stability for a 10-h cycling test. This work provides scientific thoughts and synthetic strategies for a highly efficient solarrechargeable electric energy storage system and expands the scope of application for conjugated polymers.									2	0	0	0	0	0	2			0378-7753	1873-2755		WOS:000794925400001		
J	Jiang, P.; Chen, S.; Wang, C.; Wang, D.; Diao, J.; Cao, Z.; Lin, Z.; Luo, Q.; Lu, J.; Huang, H.; Zong, C.; Hu, L.; Chen, Q.				Cao, Zhiqian/AAN-1612-2021; Chen, Qianwang/F-6785-2010; LUO, QI/GQH-7209-2022; Wang (汪冬冬), Dongdong/AAQ-7316-2020	Chen, Qianwang/0000-0002-9616-8873; Wang (汪冬冬), Dongdong/0000-0002-6278-0706; Lu, Jian/0000-0002-1065-6682; Luo, Qiquan/0000-0003-1450-2856; Chen, Shi/0000-0002-6130-6631			Atomically dispersed Fe-N-S-C anchored on pomegranate-shaped carbon spheres for oxygen reduction reaction and all-solid-state zinc-air battery								MATERIALS TODAY SUSTAINABILITY				9						100039	10.1016/j.mtsust.2020.100039				SEP 2020	2020	Flexible Zn-air battery (ZAB) plays a pivotal role in the eventual realization of wearable/portable electronic devices such as hearing aids and electronic wristwatches owing to its high energy density and stable working voltage. However, the efficiency and long-term durability are still inevitably limited by the sluggish kinetics of oxygen reduction reaction (ORR) in air electrode. Herein, we fabricated a planar all-solid-state rechargeable ZAB with excellent scalability by integrating atomically dispersed FeNx anchored on nitrogen-sulfur dual-doped porous carbon spheres and a highly conductive poly (acryl-amide-co-acrylic acid) solid polymer alkaline electrolyte. Owing to the introduction of sulfur in carbon substrate, the catalyst exhibits superior ORR performance over 20% commercial Pt/C. Specially, it also displays outstanding all-solid-state ZAB capacity with a maximum power density of 85.5 mW/cm(2), as well as ultralong cycle life for more than 40 h, which outperforms that of most conventional polyvinyl alcohol alkaline gel electrolyte-based flexible quasi-solid-state or all-solid-state ZAB. Density functional theory results reveal that the dopants N and S play a synergetic interplay in modulating the electronic structure of atomically dispersed FeNx species and provide a fast electron transfer path for ORR. (C) 2020 Elsevier Ltd. All rights reserved.									25	3	0	0	1	0	25			2589-2347			WOS:000612951300007		
J	Hou, Xuelan; Fan, Lijun; Zhao, Yicheng; Lund, Peter D.; Li, Yongdan				Lund, Peter D/E-7563-2012; Li, Yongdan/L-7304-2017	Lund, Peter D/0000-0002-4819-3847; Li, Yongdan/0000-0002-0430-9879; Hou, Xuelan/0000-0001-9546-2643			Highly active titanium oxide photocathode for photoelectrochemical water reduction in alkaline solution								JOURNAL OF POWER SOURCES				524						231095	10.1016/j.jpowsour.2022.231095				MAR 15 2022	2022	Developing low-cost, efficient and stable metal oxide cathode catalyst for hydrogen evolution reaction (HER) is of great importance to overcome the major challenge in photoelectrochemical water splitting (PECWS) cell. Anodic titanium dioxide nanotube (TNT) as the electrode has shown promising for its flexibility, economy and efficiency. Herein, a highly active and stable photocathode for HER was achieved with a technique of stepwise cathodic reduction of anodic TNT without loading any cocatalyst. It exhibits a self-improving PECWS performance after the five-step cathodic reduction process. The onset voltage displays an anodic shift from-0.79 to 0.19 V versus the reversible hydrogen electrode (RHE) and the overall current shows an enhancement from-110.06 to-210.66 mA at-1.0 V-RHE in 1 M NaOH aqueous solution (pH = 13.6). The photocathode also withstands a voltage @-1.0 V-RHE and a current @-100 mA in the WS cell for more than 12,000 s sequentially. This work demonstrates a feasible strategy for forming a multijunction composite for efficient HER with the anodic TNT as the precursor.									1	0	0	0	0	0	1			0378-7753	1873-2755		WOS:000779933000002		
J	Wang, Xiaofei; Hou, Xuedan; Wang, Qian; Ge, Wanyin; Guo, Shouwu					Wang, Qian/0000-0003-1092-0655; Wang, Xiaofei/0000-0002-7951-739X			In situ fabrication of flaky-like NiMn-layered double hydroxides as efficient catalyst for Li-O-2 battery								JOURNAL OF SOLID STATE ELECTROCHEMISTRY				23	4			1121	1128		10.1007/s10008-019-04205-9				APR 2019	2019	Layered double hydroxide (LDH)-based catalysts have emerged as one of the most promising catalysts due to their unique layered structure, compositional flexibility, low cost, and easy synthesis. Herein, NiMn-LDH was in situ incorporated with carbon black (CB) via a facile hydrothermal method, and the morphology of the LDHs tended to be small-sized flaky-like from large bulk flower-like with the increasing amount of CB. The fabricated 50CB/NiMn-LDH cathode tended to induce the poorly crystalline film-like Li2O2 to form, indicating the significant effect of NiMn-LDH flake on the surface redox reaction. The lithium-oxygen (Li-O-2) battery with 50CB/NiMn-LDH cathode exhibited improved capacity output (5684 vs 2682mAhg(-1)), low overpotential (1.49 vs 1.62V), and stable cyclability (35th vs 15th). The present synthetic strategy is very simple and low cost and can be easily extended to other LDH-based materials with significant effect.									8	0	0	0	0	0	8			1432-8488	1433-0768		WOS:000463866900007		
J	Xue, Zhiwei; Shen, Yuesong; Chu, Lin; Wang, Yan; Zhang, Yu; Sun, Zhefei; Wang, Jianhai; Zeng, Yanwei; Li, Peiwen; Zhu, Shemin					Zhiwei, Xue/0000-0001-7111-4388; Sun, Zhefei/0000-0002-4925-7208			NaCl- induced nickel- cobalt inverse spinel structure for boosting hydrogen evolution from ethyl acetate and water								JOURNAL OF MATERIALS CHEMISTRY A				7	4			1700	1710		10.1039/c8ta10414j				JAN 28 2019	2019	The proper design of an NaCl-induced nickel-cobalt inverse spinel structure is reported as a promising catalyst for boosting H-2 evolution from the energy benign sources of ethyl acetate and water. The designed NiCo0.5Oy/NaCl catalyst exhibits the optimal performance with approximate to 100% EA conversion, 88.1% H-2 selectivity and high stability during autothermal reforming at 650 degrees C and achieves a very high H-2 selectivity of 96.3% at 600 degrees C by accelerating the water-gas shifting reaction (the rate-determining step). The multiple (NixCo1-x)(NiyCo2-y)O-4 inverse spinel structures play significant roles in the enhanced catalytic performance. Benefiting from the unique advantages of (i) stable inverse spinel structures, (ii) abundant domains and defects, (iii) abnormal Ni2+/Ni3+ (0.36) and Co2+/Co3+ (3.03) ratios, and (iv) rich redox ability, the catalyst possesses high adsorption capacity towards EA and H2O, abundant active sites and fast electron exchange ability between the reactants and the catalyst. Consequently, the catalyst exhibits a highly efficient and robust hydrocarbon fuel reforming performance. These findings will lead to the development of novel catalysts based on inverse spinels for hydrogen production applications.									13	1	0	0	2	0	13			2050-7488	2050-7496		WOS:000459724300032		
J	Yuan, Haifeng; Zhao, Lili; Chang, Bin; Chen, Yuke; Dong, Tianjiao; He, Jietong; Jiang, Di; Yu, Wanqiang; Liu, Hong; Zhou, Weijia				Chang, Bin/GRS-2963-2022	Chang, Bin/0000-0003-4510-0550			Laser fabrication of Pt anchored Mo2C micropillars as integrated gas diffusion and catalytic electrode for proton exchange membrane water electrolyzer								APPLIED CATALYSIS B-ENVIRONMENTAL				314						121455	10.1016/j.apcatb.2022.121455				OCT 5 2022	2022	The efficient electrocatalysts for hydrogen evolution reaction (HER) are indispensable. Herein, Mo2C micropillars decorated with Pt nanoparticles (< 4 nm) on Mo foil (Pt/Mo2C-L/Mo) are synthesized by laser ablation in a focused mode in CH4 atmosphere and laser-induced reduction in an under-focused mode in Ar/H-2 atmosphere. The Pt/Mo2C-L/Mo possesses excellent HER performance (21 mV at 10 mA cm(-2)) and stability (1317 mA cm(-2) for 100 h) in acid media. Integrated gas diffusion and catalytic electrodes of Pt/Mo2C-L/Mo are constructed by laser in a mixed model and used in proton exchange membrane water electrolyzer (PEMWE). The voltage of the constructed PEMWE of (-) Pt/Mo2C-L/Mo || IrO2/Ti (+) (1.55 V at 10 mA cm-2) is lower than that of (-) 20 wt. % Pt/C || IrO2 (+) (1.69 V at 10 mA cm-2) for overall water splitting. This work provides a universal laser synthetic strategy of integrated electrodes with promising application in the field of hydrogen energy.									2	0	0	0	0	0	1			0926-3373	1873-3883		WOS:000809964900003		
J	Zhang, Yongwei; Yun, Sining; Sun, Menglong; Wang, Xi; Zhang, Lishan; Dang, Jiaoe; Yang, Chao; Yang, Jingjing; Dang, Changwei; Yuan, Shuangxi				Dang, Changwei/GQR-0018-2022	Dang, Changwei/0000-0001-7135-3549			Implanted metal-nitrogen active sites enhance the electrocatalytic activity of zeolitic imidazolate zinc framework-derived porous carbon for the hydrogen evolution reaction in acidic and alkaline media								JOURNAL OF COLLOID AND INTERFACE SCIENCE				604				441	457		10.1016/j.jcis.2021.06.152		JUL 2021		DEC 15 2021	2021	Developing electrocatalysts with excellent catalytic performance and superior durability for hydrogen evo-lution reaction (HER) remains a challenge. Herein, metal-nitrogen sites (M-N-x, M = Ni and Cu) are success-fully implanted into zeolitic imidazolate zinc framework (ZIF-8)-derived nitrogen-doped porous carbon (ZIF/NC) to prepare Ni-ZIF/NC and Cu-ZIF/NC electrocatalysts for the HER. These M-Nx active sites significantly enhanced the electrocatalytic activities of Ni-ZIF/NC and Cu-ZIF/NC. Metal Ni acted as a catalyst for catalysis of Ni-ZIF/NC to form carbon nanotubes-like structures, which provided convenient ion transmis-sion pathways. Owing to its special morphology and an increased number of defects, Ni-ZIF/NC displayed superior electrocatalytic activity in the HER compared to those of Cu-ZIF/NC and ZIF/NC. In an alkaline environment, Ni-ZIF/NC exhibited an overpotential at the current density of 10 mA cm(-2) (eta(10)) of 163.0 mV and Tafel slope of 85.0 mV dec(-1), demonstrating an electrocatalytic property equivalent to that of Pt/C. In an acidic environment, Ni-ZIF/NC yielded a tr10 of 177.4 mV and Tafel slope of 83.9 mV dec(-1), which were comparable to those of 20 wt.% Pt/C. Moreover, Ni-ZIF/NC and Cu-ZIF/NC also exhibited superior stabilities in alkaline environments. This work offers a valuable strategy for controlling the morphology and implanting M-Nx active sites into carbon for designing novel catalysts for use in alternative new energy applications. (C) 2021 Elsevier Inc. All rights reserved.									16	2	0	0	1	0	16			0021-9797	1095-7103		WOS:000702870000006	34273781	
J	Qiao, Shanshan; Guo, Jia; Wang, Di; Zhang, Liugen; Hassan, Afaq; Chen, Tingxiang; Feng, Chao; Zhang, Yi; Wang, Jide								Core-shell cobalt particles Co@CoO loaded on nitrogen-doped graphene for photocatalytic water-splitting								INTERNATIONAL JOURNAL OF HYDROGEN ENERGY				45	3			1629	1639		10.1016/j.ijhydene.2019.10.157				JAN 13 2020	2020	It is of great significance to explore a bifunctional catalyst that can produce both hydrogen and oxygen to accelerate the development of water-splitting technology. In this work, Co@CoO/NG was obtained via calcinating ZIF-67 and in-situ preparation process, which exhibited excellent performance (water oxidation AQE 10.22% at lambda = 450 nm and oxygen production rate 543198 mu mol g(-1) h(-1) and hydrogen production rate 330 mu mol g(-1) h(-1)). A comprehensive analysis of SEM, XRD, TEM, UV-vis, EIS, and PL showed that Co@CoO/NG-7 prepared has a perfect skeleton and more crystal defects, which can provide more reactive sites. The core-shell structure Co@CoO has a synergistic effect with graphene, which is beneficial to the light absorption, separation of photo-generated charges. Meanwhile, cyclic experiments of water oxidation and water reduction showed that the catalyst exhibited high stability during the reaction process. This study has provided a universal strategy to design efficient bifunctional catalyst for water-splitting. (C) 2019 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.									14	0	0	0	0	0	14			0360-3199	1879-3487		WOS:000509629700025		
J	Wei, Shaonan; Shi, Liubin; Ren, Zhandong; Zhang, Ailian; Ming, Ruoxi; Chai, Bo; Zhu, Yuchan				zhu, yuchan/GXG-8767-2022	zhu, yuchan/0000-0001-9935-5255			Preparation of electrolyzed oxidizing water with a platinum electrode prepared by magnetron sputtering technique								RSC ADVANCES				7	72			45377	45384		10.1039/c7ra08150b				2017	2017	Electrolyzed oxidizing water (EO water) with low pH (2.2-2.7), high oxidation-reduction potential (ORP > 1100 mV), and available chlorine content (ACC) of 30-80 mg L-1 has an efficiently bactericidal activity and wide adaptability against many food-borne pathogens. EO water could be generated by electrolysis of a dilute NaCl solution in an electrolysis chamber with a Pt/Ti electrode. In this study, the Pt/Ti electrode was prepared by magnetron sputtering technique. The electrode surface has the characteristic of specific growth along the [111] direction. At the same time, the platinum electrodes prepared through thermal decomposition and electrodeposition as the control were also investigated. X-ray diffraction (XRD) and scanning electron microscopy (SEM) were employed to study the performances of these three types of Pt/Ti electrode. The effects of the physicochemical properties of the Pt electrodes on their electrochemical behaviors were studied. Furthermore, the values of pH, ORP, ACC, Cl- and the sterilization effect of EO water using these Pt electrodes as anode materials have been systematically discussed. In addition, the content of HClO, ClO-, O-3 and dissolved oxygen in EO water using the Pt-MS electrode has also been reported in this article.									9	0	0	0	2	0	9			2046-2069			WOS:000412147000018		
