PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Wang, Jiayu; Zhu, Ruolin; Cheng, Jianlin; Song, Yuyan; Mao, Mao; Chen, Fangfang; Cheng, Yongliang				Cheng, Yongliang/AAD-2765-2021	Cheng, Yongliang/0000-0002-6730-9622			Co, Mo2C encapsulated in N-doped carbon nanofiber as self-supported electrocatalyst for hydrogen evolution reaction								CHEMICAL ENGINEERING JOURNAL				397						125481	10.1016/j.cej.2020.125481				OCT 1 2020	2020	The design and fabrication of high performance noble metal free electrocatalysts with controlled structure and composition remains a great challenge for efficient hydrogen evolution reaction (HER). Herein, self-supported Co, Mo2C-carbon nanofiber (CNF) mats constituted by Co and Mo2C nanoparticles encapsulated in N-doped CNF are synthesized via a simple electrospinning technology with a subsequent carbonization process. The self-supported structure and the synergistic effect between Co and Mo2C can facilitate the electron transfer, enlarge the exposed active site and tune the electronic structure of the active sites, resulting in the enhanced HER performance in alkaline and neutral medium. As a result, the optimized catalysts need relatively small over-potential of 128 and 206 mV to afford a current density of 10 mA cm(-2) in alkaline and neutral medium, respectively. Moreover, the Co, Mo2C-CNF also exhibits small Tafel slope and long-term stability, demonstrating potential as high-performance HER electrocatalyst. This facile, rapid and cost-efficiency method provides a novel choice to synthesize self-supported high-performance HER electrocatalysts.									38	1	0	0	3	0	38			1385-8947	1873-3212		WOS:000552025300024		
J	Park, Young Sun; Jin, Xiaoyan; Tan, Jeiwan; Lee, Hyungsoo; Yun, Juwon; Ma, Sunihl; Jang, Gyumin; Kim, Taehoon; Shim, Sang Gi; Kim, Kyungmin; Lee, Jeongyoub; Lee, Chan Uk; Hwang, Seong-Ju; Moon, Jooho					Park, Young Sun/0000-0003-3546-9151			High-performance Sb2S3 photoanode enabling iodide oxidation reaction for unbiased photoelectrochemical solar fuel production								ENERGY & ENVIRONMENTAL SCIENCE											10.1039/d1ee02940a		SEP 2022			2022	The traditional photoelectrochemical (PEC) tandem configuration of hydrogen evolution reaction and oxygen evolution reaction (OER) demands a considerable potential of 1.8 V due to theoretical water splitting potential as well as a large overpotential mainly derived by sluggish OER kinetics. The iodide oxidation reaction (IOR) is a promising alternative to OER due to its low thermodynamic energy and two-electron-involved fast reaction kinetics. Herein, we report a high-performance catalyst-modified Sb2S3 photoanode to drive IOR. A compact thin-film-type Sb2S3 absorber is fabricated via solution processing based on a thorough understanding of the molecular interaction in the precursor ink state. Moreover, the deposition of a multilayered catalyst RuO2 nanosheet and polydiallyldimethylammonium chloride not only efficiently enhances the charge transfer kinetics but also passivates the surface defects of the Sb2S3 absorber. The resulting photoanode exhibits an efficient photocurrent density of 10 mA cm(-2) at 0.54 V compared to the normalized hydrogen electrode in hydroiodic acid. In conclusion, we demonstrate a bias-free PEC tandem device based on a RuO2-modified Sb2S3 photoanode paired with a silicon photocathode, yielding an operation current density of 4 mA cm(-2).									0	0	0	0	0	0	0			1754-5692	1754-5706		WOS:000864346700001		
J	Qin, Rui; Wang, Pengyan; Li, Zilan; Zhu, Jiexin; Cao, Fei; Xu, Hanwen; Ma, Qianli; Zhang, Jinyong; Yu, Jun; Mu, Shichun				Mu, Shichun/C-4204-2012	Mu, Shichun/0000-0003-3902-0976			Ru-Incorporated Nickel Diselenide Nanosheet Arrays with Accelerated Adsorption Kinetics toward Overall Water Splitting								SMALL				18	6					2105305	10.1002/smll.202105305		DEC 2021		FEB 2022	2022	Developing high-efficiency electrocatalysts toward overall water splitting is an increasingly important area for sustainable energy evolution. Theoretical calculation results demonstrate that the incorporation of Ru optimizes the Gibbs free energy of adsorption of H2O molecules and intermediates for the hydrogen/oxygen evolution reactions (HER/OER) on metal selenide sites, thus boosting electrocatalytic overall water splitting. Accordingly, ruthenium modified nickel diselenide nanosheet arrays are designed and construct on nickel foam (Ru-NiSe2/NF). The obtained Ru-NiSe2/NF electrode with a stable 3D structure shows greatly improved OER and HER activity in alkaline solution. Particularly, toward OER, it only requires 210 mV to obtain a current density of 10 mA cm(-2), and the formation of the intermediate nickel oxyhydroxide as active center during the OER process is captured by in situ Raman. Moreover, the overall water splitting can be driven by a voltage of merely 1.537 V to obtain 10 mA cm(-2). This work provides an available strategy for selenides to enhance electrochemical properties and inspires more studies to explore highly efficient electrocatalysts toward full water splitting.									11	0	0	0	0	0	11			1613-6810	1613-6829		WOS:000724837900001	34854554	
J	Guo, Wan Hui; Zhang, Qing; Wang, Xiao Hu; Yang, Yu Xian; Li, Xiao Lin; Li, Ling Jie; Luo, Hong Qun; Li, Nian Bing								MOF-derived V-CoxP@NC nanoarchitectures for highly enhanced electrocatalytic water splitting through electronical tuning								ELECTROCHIMICA ACTA				357						136850	10.1016/j.electacta.2020.136850				OCT 10 2020	2020	Achieving overall water splitting in the same electrolyte remains a challenge for a cost-effective and durable bifunctional catalyst. Doping foreign element into intrinsic materials is an effective way to enhance the electrocatalytic activity, thus we design a facile method to synthesize a novel vanadium doped mixture of CoP and Co2P nanoparticles encapsulated in zeolitic imidazolate framework-67 (ZIF-67) derived nitrogen doped carbon (V-CoxP@NC NPs) in this work for the first time. Benefiting from the protection of carbon shell and regulation of electronic structure through doping vanadium and phase-mixing CoP and Co2P, the V-CoxP@NC NPs show excellent electrocatalytic performance in both oxygen evolution reaction (OER) and hydrogen evolution reaction (HER) in 1.0 M KOH. Using V-CoxP@NC NPs to construct overall water splitting (OWS) device, the electrolyzer achieves the current density of 10 mA cm(-2) with a small cell voltage of 1.54 V, exhibiting remarkable activity and continuous work for 20 h without obvious fluctuation. (C) 2020 Elsevier Ltd. All rights reserved.									18	0	0	0	0	0	18			0013-4686	1873-3859		WOS:000582852200011		
J	Zhang, Guofeng; Wang, Aihua; Niu, Liwei; Gao, Wei; Hu, Wei; Liu, Zhenxian; Wang, Ruiming; Chen, Jianbin					Zhang, Guofeng/0000-0001-8793-7338			Interfacial Engineering to Construct Antioxidative Pd4S/Pd3P0.95 Heterostructure for Robust Hydrogen Production at High Current Density								ADVANCED ENERGY MATERIALS				12	11					2103511	10.1002/aenm.202103511				MAR 2022	2022	The design of highly efficient and stable electrocatalysts for large-current-density hydrogen evolution reactions (HER) is an urgent need for commercial industrial electrolyzers. Herein, a novel heterostructure in the form of Pd4S/Pd3P0.95 is constructed through interfacial engineering, which inherits the intrinsic merits of individual components and exposes active sites. Density functional theory (DFT) calculations indicate that the optimized heterostructure not only possesses the largest conductivity and adsorption energy for an oxygen atom, but also can significantly lower the kinetic energy barrier of water molecular dissociation. Accordingly, the optimized Pd4S/Pd3P0.95 heterostructure catalyst is promising for large-current-density HERs, requiring an overpotential of merely 284 and 387 mV to deliver an HER current density as high as 500 mA cm(-2) in 0.5 m H2SO4 and 1 m KOH, respectively, which is superior to the benchmark 20% Pt/C (378 and 482 mV, respectively). Notably, the heterostructure catalyst runs smoothly to the current density of 1000 mA cm(-2) with an overpotential of merely 538 and 486 mV in 0.5 m H2SO4 and 1 m KOH, respectively. Significantly, the heterostructure catalyst also exhibits fast reaction kinetics and remarkable long-term durability. Moreover, the strong surface antioxidative ability is retained after a stability test in alkaline solution.									8	0	0	0	0	0	8			1614-6832	1614-6840		WOS:000770059800012		
J	Meng, Lingxin; Xuan, Haicheng; Zhang, Guohong; Wang, Rui; Wang, Jie; Guan, Yayu; Yu, Xin; Liang, Xiaohong; Li, Yuping; Han, Peide								Rational construction of uniform CoS/NiFe2O4 heterostructure as efficient bifunctional electrocatalysts for hydrogen evolution and oxygen evolution reactions								ELECTROCHIMICA ACTA				404						139596	10.1016/j.electacta.2021.139596				FEB 1 2022	2022	The development of efficient bifunctional electrocatalyst for hydrogen evolution reaction (HER) and oxy-gen evolution reaction (OER) in alkaline environment is crucial and challenging for large-scale hydrogen energy application. Herein, a heterostructure electrocatalyst on Ni foam (NF) with CoS nanosheet coupled with NiFe2O4 was synthesized via electrodeposition method with the assistant of thiourea followed by annealing treatment. Because of the unique three-dimension structure, this self-supported catalyst pos-sesses high intrinsic conductivity, abundant active sites and excellent durability, acting as an exceptionally durable and efficient catalyst for HER and OER. The obtained CoS/NiFe2O4-15/NF exhibits HER and OER catalytic performance with overpotentials of 116 mV and 227 mV at a current density of 10 mA cm -2 in 1 M KOH, respectively. For CoS/NiFe2O4-15/NF||CoS/NiFe2O4-15/NF two-electrode system, the electrolyser requires 1.60 V to deliver 10 mA cm -2, and negligible loss of activity is observed after working for 12 h (10 mA cm -2). Moreover, the interface between oxide and sulfide is identified to play a major part in the catalysis of OER and HER. These excellent properties of CoS/NiFe2O4-15/NF electrode advance the electronic water splitting reaction for hydrogen production. (c) 2021 Elsevier Ltd. All rights reserved.									4	0	0	0	0	0	4			0013-4686	1873-3859		WOS:000779131000007		
J	Li, Zhenxing; Xing, Xiaofei; Chu, Junmei; Wang, Kai-Li; Yu, Chengcheng; Wei, Zhiting; Wen, Yangyang; Sun, Hui; Wang, Zhao-Kui				, 邢小飞/P-2150-2019; Sun, Hui/GLV-0482-2022; Wang, Zhao-Kui/ABD-5942-2021; Wen, Yangyang/GLT-8193-2022; , 邢小飞/AAZ-5311-2020	Sun, Hui/0000-0002-5481-9893; Wang, Zhao-Kui/0000-0003-1707-499X; , 邢小飞/0000-0003-1627-333X			MOF confined in macroporous-mesoporous-TiO2 for light-boosting electrocatalytical oxygen production								MATERIALS TODAY ENERGY				13				125	133		10.1016/j.mtener.2019.05.008				SEP 2019	2019	A novel multiscale pore structure material is firstly synthesized by means of the MOF confined in ordered macroporous-mesoporous-TiO2 (FeCoNi-MOF@TiO2). We have successfully achieved that three-scale ordered porous structures are integrated into one material, and the porous sizes are 400 nm, 5.1 nm and 3.4 nm, respectively. A photo-based electrocatalytic OER catalytic system was designed, and the FeCoNi-MOF@TiO2 as a catalyst exhibits high catalytical activity for OER under the irradiation of UV light. The electrons of macroporous-mesoporous-TiO2 are excited and transferred to the loaded FeCoNi-MOF, when the macroporous-mesoporous-TiO2 absorbs the UV light, which can improve the conductivity of the FeCoNi-MOF. The photo-induced electron of macroporous-mesoporous-TiO2 significantly boosts the electrocatalytic active of FeCoNi-MOF. These results provide a promising route on enhancing the catalytic activity of MOFs in electrocatalytic reaction. (C) 2019 Elsevier Ltd. All rights reserved.									10	1	0	0	1	0	11			2468-6069			WOS:000486148000013		
J	Ando, Tadashi; Takahashi, Shunichi; Tamura, Koji								Principles of chemical geometry underlying chiral selectivity in RNA minihelix aminoacylation								NUCLEIC ACIDS RESEARCH				46	21			11144	11152		10.1093/nar/gky909				NOV 30 2018	2018	The origin of homochirality in L-amino acid in proteins is one of the mysteries of the evolution of life. Experimental studies show that a non-enzymatic aminoacylation reaction of an RNA minihelix has a preference for L-amino acid over D-amino acid. The reaction initiates by approaching of a 3 '-oxygen of the RNA minihelix to the carbonyl carbon of an aminoacyl phosphate oligonucleotide. Here, employing molecular dynamics simulations, we examined the possible mechanisms that determine this chiral selectivity. The simulation system adopted a geometry required for the chemical reaction to occur more frequently with L-alanine than that with D-alanine. For L-alanine, the structure with this geometry was formed by a combination of stable dihedral angles along alanyl phosphate backbone with a canonical RNA structure, where the methyl group of alanine was placed on the opposite side of the approaching 3 '-hydroxyl group with respect to the carbonyl plane. For D-alanine, the methyl group and the 3 '-hydroxyl group were placed on the same side with respect to the carbonyl plane, which significantly decreased its ability to approach 3 '-oxygen close to the carbonyl carbon compared to L-alanine. The mechanism suggested herein can explain experimentally observed chiral preferences.									13	0	0	0	11	0	13			0305-1048	1362-4962		WOS:000456710000008	30321374	
J	Kleinke, MU; Knobel, M; Bonugli, LO; Teschke, O				Kleinke, Mauricio/H-3812-2013; Knobel, Marcelo/N-1039-2019; Teschke, Omar/O-9616-2018; Knobel, Marcelo/A-2843-2009	Teschke, Omar/0000-0002-1152-9319; Knobel, Marcelo/0000-0002-6540-9267			Amorphous alloys as anodic and cathodic materials for alkaline water electrolysis								INTERNATIONAL JOURNAL OF HYDROGEN ENERGY				22	8			759	762		10.1016/S0360-3199(96)00211-X				AUG 1997	1997	The general tendency of operating modern industrial electrolyzers at high current densities has stimulated research on materials with improved catalytic properties for the hydrogen and oxygen evolution reaction in alkaline water electrolyzers. The performances of electrocatalytic materials have usually been improved by increasing the ratio between the real and the apparent surface area. A less common way of improving the electrocatalytic activity is by modifying the microstructure of the alloys. In this paper we describe the electrocatalytic properties of various amorphous alloys. Among those investigated, amorphous Fe-Ni-Si-B exhibit oxygen potential vs Hg/HgO of around 600 mV at 300 mA/cm(2) in 30 wt.% KOH at 60 degrees C. Polycrystalline nickel was less electroactive, indicating that the amorphous state is a better precursor for the formation of an active surface layer. In the alloys tested, metal-metalloid glasses are chemically unstable for high concentrations of iron and the electrode overvoltage decreases with an increase of iron. Consequently, corrosion resistance and electrode performance were found to have opposite dependence on iron concentration. (C) 1997 International Association for Hydrogen Energy.									20	2	0	0	0	0	21			0360-3199			WOS:A1997XH80100003		
J	Zhang, Shouwei; Yang, Hongcen; Gao, Huihui; Cao, Ruya; Huang, Jinzhao; Xu, Xijin				Xu, Xijin/E-8047-2010				One-pot Synthesis of CdS Irregular Nanospheres Hybridized with Oxygen-Incorporated Defect-Rich MoS2 Ultrathin Nanosheets for Efficient Photocatalytic Hydrogen Evolution								ACS APPLIED MATERIALS & INTERFACES				9	28			23635	23646		10.1021/acsami.7b03673				JUL 19 2017	2017	Robust and highly active photocatalysts, Cds@MoS2, for hydrogen evolution were successfully fabricated by one-step growth of oxygen-incorporated defect-rich MoS2 ultrathin nanosheets on the surfaces of CdS with irregular fissures. Under optimized experimental conditions, the CdS@MoS2 displayed a quantum yield of similar to 24.2% at 420 nm and the maximum H-2 generation rate of similar to 17203.7 umol/g/h using Na2S-Na2SO3 as sacrificial agents (lambda >= 420 nm), which is similar to 47.3 and 14.7 times higher than CdS (similar to 363.8 mu mol/g/h) and 3 wt % Pt/CdS (similar to 1173.2 mu mol/g/h), respectively, and far exceeds all previous hydrogen evolution reaction photo catalysts with MoS2 as co-catalysts using Na2S-Na2SO3 as sacrificial agents. Large volumes of hydrogen bubbles were generated within only 2 s as the photocatalysis started, as demonstrated by the photocatalytic video. The high hydrogen evolution activity is attributed, to several merits: (1) the intimate heterojunctions formed between the MoS2 and CdS can effectively enhance the charge transfer ability and retard the recombination of electron-hole pairs; and (2) the defects in the MoS2 provide additional active S atoms on the exposed edge sites, and the incorporation of O reduces the energy barrier for H-2 evolution and increases the electric conductivity of the MoS2. Considering its low cost and high efficiency, this highly efficient hybrid photocatalysts would have great potential in energy-generation and environment-restoration fields.									159	9	0	0	9	0	159			1944-8244	1944-8252		WOS:000406172700037	28608669	
