PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Ahmed, Sheraz; Rim, Hyung-Ryul; Sun, Ho-Jung; Lee, Hong-Ki; Shim, Joongpyo; Park, Gyungse								Fabrication of heteroatom doped cobalt catalyst for oxygen reduction and evolution reactions in alkaline medium								BULLETIN OF THE KOREAN CHEMICAL SOCIETY				43	5			745	749		10.1002/bkcs.12518		MAR 2022		MAY 2022	2022	The application of heteroatom doped cobalt (Ni@Co/C) prepared from a porous metal-organic framework as the cathode material for the rechargeable zinc-air batteries has been demonstrated. The Ni@Co/C-modified electrode showed an excellent catalytic activity toward oxidation-reduction reaction and oxygen evolution reactions. The Co/C catalysts, which were Co particle impregnated on graphitic carbon powders, were synthesized after the calcination of Co-3 (SDA)(3)(DMF)(2) precursor, and then Ni deposition (Ni@Co/C) was followed on it by chemical reduction. Linear sweep voltammetry measurement indicates that Ni@Co/C-H800, which had Ni particles on Co/C derived from MOF at 800 degrees C under N-2, exhibited excellent performance. The stable charging/discharging profiles at 20 mA cm(-2) of current were obtained for the 350 h in alkaline medium, suggesting Ni@Co/C-H800 as a potential candidate for oxidation-reduction and evolution reactions.									1	0	0	0	0	0	1			0253-2964	1229-5949		WOS:000770447000001		
J	Ma, Tian Yi; Dai, Sheng; Jaroniec, Mietek; Qiao, Shi Zhang				Dai, Sheng/H-5951-2018; Dai, Sheng/F-8858-2014; Jaroniec, Mietek/A-9733-2008; Qiao, Shizhang/A-6057-2010; Ma, Tianyi/J-1868-2019	Dai, Sheng/0000-0002-9152-0786; Dai, Sheng/0000-0002-9152-0786; Jaroniec, Mietek/0000-0002-1178-5611; Qiao, Shizhang/0000-0002-4568-8422; Ma, Tianyi/0000-0002-1042-8700			Synthesis of Highly Active and Stable Spinel-Type Oxygen Evolution Electrocatalysts by a Rapid Inorganic Self-Templating Method								CHEMISTRY-A EUROPEAN JOURNAL				20	39			12669	12676		10.1002/chem.201403946				SEP 22 2014	2014	Composition-adjustable spinel-type metal oxides, MnxCo3-xO4-delta (x=0.8-1.4), were synthesized in ethanol solutions by a rapid inorganic self-templating mechanism using KCl nanocrystals as the structure-directing agent. The MnxCo3-xO4-delta materials showed ultrahigh oxygen evolution activity and strong durability in alkaline solutions, and are capable of delivering a current density of 10 mA cm(-2) at 1.58 V versus the reversible hydrogen electrode in 0.1 M KOH solution, which is superior in comparison to IrO2 catalysts under identical experimental conditions, and comparable to the most active noble-metal and transition-metal oxygen evolution electrocatalysts reported so far. The high performance for catalytic oxygen evolution originates from both compositional and structural features of the synthesized materials. The moderate content of Mn doping into the spinel framework led to their improved electronic conductivity and strong oxidizing ability, and the well-developed porosity, accompanied with the high affinity between OH- reactants and catalyst surface, contributed to the smooth mass transport, thus endowing them with superior oxygen evolution activity.									39	1	0	0	1	0	40			0947-6539	1521-3765		WOS:000342626200042	25124830	
J	Hsieh, Cheng-Ting; Huang, Chun-Lung; Chen, Yu-An; Lu, Shih-Yuan					Lu, Shih Yuan/0000-0003-3217-8199			NiFeMo alloy inverse-opals on Ni foam as outstanding bifunctional catalysts for electrolytic water splitting of ultra-low cell voltages at high current densities								APPLIED CATALYSIS B-ENVIRONMENTAL				267						118376	10.1016/j.apcatb.2019.118376				JUN 15 2020	2020	NiFeMo alloy inverse-opals were created on nickel foam as an extraordinary bifunctional catalyst for alkaline electrolytic water splitting, achieving ultralow overpotentials of 33 and 249 mV for the hydrogen evolution reaction and 198 and 293 mV for the oxygen evolution reaction at current densities of 10 and 500 mA cm(-2), respectively. Ultralow cell voltages of only 1.47 and 1.75 V are enough to deliver current densities of 10 and 500 mA cm(-2), respectively, for overall water splitting, outperforming the benchmark couple, Pt/C and IrO2. The stability of the product is also outstanding, remaining stable after operations at an ultrahigh current density of 500 mA cm(-2) for 50 h. The success of the product catalyst is attributed to the much increased active site number with the construction of inverse-opals on nickel foam and the much enhanced intrinsic activities of the active sites through synergistic effects between the three constituent elements.									43	2	0	0	2	0	43			0926-3373	1873-3883		WOS:000518865300054		
J	Liu, Yayuan; Wang, Haotian; Lin, Dingchang; Liu, Chong; Hsu, Po-Chun; Liu, Wei; Chen, Wei; Cui, Yi				Wang, Haotian/Y-4976-2019; Chen, Wei/AAM-4852-2020; Hsu, Po-Chun/AAK-3982-2020; Chen, Wei/V-1455-2018; Liu, Yayuan/AAE-7317-2019; Liu, Chong/ABD-6611-2021; Cui, Yi/L-5804-2013; LIN, DINGCHANG/I-8410-2018	Wang, Haotian/0000-0002-3552-8978; Chen, Wei/0000-0002-8018-4529; Hsu, Po-Chun/0000-0002-6509-9377; Liu, Yayuan/0000-0002-0718-4784; Cui, Yi/0000-0002-6103-6352; LIN, DINGCHANG/0000-0002-9354-5952			Electrochemical tuning of olivine-type lithium transition-metal phosphates as efficient water oxidation catalysts								ENERGY & ENVIRONMENTAL SCIENCE				8	6			1719	1724		10.1039/c5ee01290b				2015	2015	The oxygen evolution reaction is of paramount importance in clean energy generation and storage. While the common approach in search of active, durable and cost-effective oxygen evolution catalysts involves the development of novel materials, it is equally important to tune the properties of existing materials so as to improve their catalytic performance. Here, we demonstrate the general efficacy of electrochemical lithium tuning in organic electrolyte on enhancing the oxygen evolution catalytic activity of olivine-type lithium transition metal phosphates, a widely-researched family of cathode materials in lithium ion batteries. By continuously extracting lithium ions out of lithium transition metal phosphates, the materials exhibited significantly enhanced water oxidation catalytic activity. Particularly, the electrochemically delithiated Li(Ni,Fe)PO4 nanoparticles anchored on reduced graphene oxide sheets afforded outstanding performance, generating a current density of 10 mA cm(-2) at an overpotential of only 0.27 V for over 24 h without degradation in 0.1 M KOH, outperforming the commercial precious metal Ir catalysts.									145	7	0	0	9	0	145			1754-5692	1754-5706		WOS:000355985700011		
J	Li, Yuanjian; Wang, Huanwen; Li, Yuzhu; Wang, Qiang; Li, Debao; Wang, Rui; He, Beibei; Gong, Yansheng				Gong, YanSheng/C-9849-2011; He, beibei/E-6435-2018; Wang, Huanwen/H-1036-2017; Wang, Rui/B-8840-2012	Gong, YanSheng/0000-0001-8197-9481; He, beibei/0000-0001-6802-1519; Wang, Huanwen/0000-0001-9880-7723; Wang, Rui/0000-0001-5403-1628; Li, Yuanjian/0000-0002-0356-3234			2D metal-organic-framework array-derived hierarchical network architecture of cobalt oxide flakes with tunable oxygen vacancies towards efficient oxygen evolution reaction								JOURNAL OF CATALYSIS				364				48	56		10.1016/j.jcat.2018.05.006				AUG 2018	2018	The development of highly active dual-functional electrocatalysts, especially for oxygen evolution reaction (OER), is highly desirable to electrocatalyze water splitting for hydrogen production. Herein, a cobalt metal-organic frameworks (Co-MOFs) array is employed as the platform to fabricate oxygen-defect-rich Co3O4 flakes that are vertical grown on nickel foam substrates. This MOFs-derived Co3O4 arrays show a hierarchical interconnected porous flake network structure with tunable oxygen vacancies. The unique structural features obtained from an optimal hydrogenation condition render outstanding catalytic performance toward the oxygen evolution in alkaline media (an ultralow overpotential of 205 mV at 10 mA cm(-2); a small Tafel slope of 65.3 mV dec(-1) as well as high stability). This OER performance is among the best non-noble metal catalysts reported to date. Meanwhile, this defect-rich Co3O4 array electrode is also efficient for catalyzing hydrogen evolution in the same basic solution (overpotential of.108 mV at 10 mA cm(-2)). The electrolyzer for overall water splitting can deliver a current density of 100 mA cm(-2) at a cell voltage as low as 1.84 V. Density functional theory calculation reveals that the enhanced OER performance mainly arises from the oxygen vacancies and consequently the lowered activation energy as well as improved electrical conductivity. (C) 2018 Elsevier Inc. All rights reserved.									42	3	0	0	1	0	43			0021-9517	1090-2694		WOS:000440391600006		
J	DeFaria, LA; Boodts, JFC; Trasatti, S								Electrocatalytic properties of ternary oxide mixtures of composition Ru0.3Ti(0.7-x)CexO2: Oxygen evolution from acidic solution								JOURNAL OF APPLIED ELECTROCHEMISTRY				26	11			1195	1199		10.1007/BF00243745				NOV 1996	1996	Mixed oxide electrodes of general composition Ru0.3Ti(0.7-x)CexO2 were prepared by thermal decomposition of the respective chlorides using Ti as a support. x was varied between 0 and 70 mol %. Oxygen evolution was used as a model reaction to investigate the dependence of the electrocatalytic properties on oxide composition. Kinetics was studied by quasistationary current-potential curves and reaction order determination. A minimum Tafel slope of about 30 mV has been found in the 10-30% CeO2 composition range. On the basis of a zero reaction order at constant overpotential, a reaction mechanism has been proposed accounting for the composition dependence of the Tafel slope. It has been concluded that the replacement of TiO2 with CeO2 brings about an increase in the electrocatalytic activity for oxygen evolution, while the layer becomes more prone to mechanical erosion.									100	3	0	0	2	2	101			0021-891X			WOS:A1996VU42700014		
J	Gong, Yaqiong; Xu, Zhoufeng; Pan, Hailong					Gong, Yaqiong/0000-0002-4271-4525			Facile Synthesis and Characterization of MOF-Derived Porous Co3O4 Composite for Oxygen Evolution Reaction								CHEMISTRYSELECT				4	4			1131	1137		10.1002/slct.201802614				JAN 31 2019	2019	Oxygen evolution reaction (OER) has gained wide attentions due to its important role in hydrogen production. Being one of the half reactions, the water oxidation was proved to be the key step to restrain the overall of water splitting. Herein, Co3O4 composites were successfully obtained by directly annealing a MOF-derived Co complex under air condition. The Co3O4 complex with a surface area of 34.7 m(2)/g and wider pore size distribution obtained at 350 degrees C was found to be the most active OER catalyst in 1 M KOH, an overpotential of 420 mV@10 mA/cm(2) with a Tafel slope of 55 mV/dec was detected. This simple and inexpensive approach makes it become a new candidate for OER.									11	1	0	0	0	0	11			2365-6549			WOS:000457441400003		
J	Liu, Huimin; Rong, Hongpan; Zhang, Jiatao								Synergetic Dual-Atom Catalysts: The Next Boom of Atomic Catalysts								CHEMSUSCHEM				15	16					e202200498	10.1002/cssc.202200498		JUL 2022		AUG 19 2022	2022	Dual-atom catalysts (DACs) are an important branch of single-atom catalysts (SACs), in which the former can effectively break the dilemma faced by the traditional SACs. The synergetic effects between bimetallic atoms provide many active sites, promising to improve catalytic performance and even catalyze more complex reactions. This paper reviews the recent research progresses of two kinds of DACs, including homonuclear and heteronuclear DACs, and their applications in oxygen reduction, carbon dioxide reduction, hydrogen evolution, oxygen evolution, Zn-air batteries, tandem catalytic reactions, and so on. In addition, in order to promote the further development of DACs, the challenges and perspectives of DACs are put forward.									0	0	0	0	0	0	0			1864-5631	1864-564X		WOS:000820655600001	35686615	
P	ZHANG J; ZHANG H; XING F								Preparation of ultra-small nickel-iron            nanoclusters used as catalyst, involves mixing            conductive carbon black, nickel salt, iron salt, and            sodium citrate in water, removing water, mixing            obtained dry gel with melamine, and heating					CN111842919-A	UNIV HEBEI AGRIC																			NOVELTY - Preparation of ultra-small nickel-iron nanoclusters, involves mixing conductive carbon black, a nickel salt, an iron salt, and sodium citrate in water, stirring for 3 hours at 75 degrees C, removing water by rotary steaming to obtain a dry gel, mixing the dry gel with melamine in a mass ratio of 1:(3-5), and heating at 880-950 degrees C, preferably 900 degrees C in an inert atmosphere for 1-3 hours, preferably 2 hours at 5 degrees C/minute. The molar ratio of conductive carbon black, nickel salt, and iron salt is (28-38):1:(0.9-1.1). The amount of sodium citrate relative to the amount of nickel salt and iron salt is excess. USE - Preparation of ultra-small nickel-iron nanoclusters (claimed) used as catalyst for oxygen evolution reaction. ADVANTAGE - The method enables simple, environmentally-friendly and convenient preparation of fine and uniform ultra-small nickel-iron nanoclusters having excellent oxygen evolution reaction catalytic performance and stability. DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for the ultra-small nickel-iron nanocluster having a diameter of not more than 3 nm.															0						DIIDW:2020A9462K		
P	FURUYA C; MOTOO S								Copper foil mfr. by electrolysis					JP62280391-A; JP94031460-B2	TANAKA KIKINZOKU KOGYO KK																																		0						DIIDW:1988018080		
