PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Kim, Myeongjin; Ju, Hyun; Kim, Jooheon								Highly efficient bifunctional catalytic activity of bismuth rhodium oxide pyrochlore through tuning the covalent character for rechargeable aqueous Na-air batteries								JOURNAL OF MATERIALS CHEMISTRY A				6	18			8523	8530		10.1039/c8ta01374h				MAY 14 2018	2018	Na-air batteries have received significant attention as possible candidates for alternative battery systems due to their high specific energy density (1683 W h kg(-1)). However, the undesirable sluggish kinetics of the oxygen evolution reaction (OER) and oxygen reduction reaction (ORR) limit the practicality of the production of rechargeable Na-air batteries. Recently, pyrochlore oxides (A(2)B(2)O(7)) have received great attention as effective bifunctional electrocatalysts. However, the comprehensive understanding of catalytic activity with the development of new pyrochlore catalysts is unsatisfactory due to the limited use of B-site cations. Here, we report the use of a novel nanocrystalline bismuth rhodium oxide (Bi2Rh2O6.8) crystal with a pyrochlore structure as a bifunctional electrocatalyst. Moreover, the surface of Bi2Rh2O6.8 was modified via phosphate-ion functionalization (P-Bi2Rh2O6.8) to enhance its surface chemical reactivity, resulting in fast and efficient charge transfer with high ORR and OER activities. During electrocatalysis, the functionalized H2PO4- ion can not only significantly enhance the surface reactivity for a fast and efficient electron/charge-transfer reaction but also facilitate the oxidation of Bi and Rh ions and boost the electron donation by improving the electron transport. Finally, the first successful translation of the bifunctional electrocatalytic activities of P-Bi2Rh2O6.8 to a practical device, an aqueous Na-air battery, was demonstrated.									30	3	0	0	1	0	30			2050-7488	2050-7496		WOS:000434624800043		
J	Kong, Desheng; Cha, Judy J.; Wang, Haotian; Lee, Hye Ryoung; Cui, Yi				Wang, Haotian/Y-4976-2019; Cui, Yi/L-5804-2013; Kong, Desheng/G-2641-2015	Wang, Haotian/0000-0002-3552-8978; Cui, Yi/0000-0002-6103-6352; Kong, Desheng/0000-0002-7339-7593			First-row transition metal dichalcogenide catalysts for hydrogen evolution reaction								ENERGY & ENVIRONMENTAL SCIENCE				6	12			3553	3558		10.1039/c3ee42413h				DEC 2013	2013	A group of first-row transition metal dichalcogenides (ME2, M = Fe, Co, Ni; E = S, Se) are introduced as non-precious HER catalysts in an acidic electrolyte. They exhibit excellent catalytic activity especially in their nanoparticle form. These compounds expand and enrich the family of high performance HER catalysts.									823	52	0	0	41	0	843			1754-5692	1754-5706		WOS:000327250300012		
J	Yan, Tingyu; Li, Xinyi; Li, Zhenxing; Zhao, Jingxiang								Rationally designed metal-N-C/MoS2 heterostructures as bifunctional oxygen electrocatalysts: A computational study								APPLIED SURFACE SCIENCE				606						154969	10.1016/j.apsusc.2022.154969				DEC 30 2022	2022	The development of highly-efficient bifunctional oxygen electrocatalysts is essential to the large-scale commercialization of energy-related conversion and storage technologies. In this work, using first-principle computations, we systematically investigated the catalytic activities of a variety of metal-N-C/MoS2 hetero-structures (M-N-C/MoS2, M = Cr, Mn, Fe, Co, Ni, Cu, Zn, Ru, Rh, Pd, Ag, Os, Ir, and Pt) towards the oxygen reduction/evolution reactions (ORR/OER). Our result revealed that these M-N-C/MoS2 heterostructures exhibit good structural stability, excellent electrical conductivity, and improved stiffness. Furthermore, the anchored Ir-N-C was identified as the best bifunctional ORR/OER electrocatalyst due to its lowest overpotentials (0.28/0.38 V) among all candidates, which were well rationalized by its optimal binding strength with the oxygenated intermediates. Thus, by combining M-N-C and MoS2 monolayer, the highly-efficient bifunctional ORR/OER electrocatalysts can be achieved, which offers a new strategy to further explore heterostructures-based materials for other electrochemical processes.									0	0	0	0	0	0	0			0169-4332	1873-5584		WOS:000873642200001		
J	Rademacher, Lars; Beglau, Thi Hai Yen; Heinen, Tobias; Barthel, Juri; Janiak, Christoph					Rademacher, Lars/0000-0003-1579-6753			Microwave-assisted synthesis of iridium oxide and palladium nanoparticles supported on a nitrogen-rich covalent triazine framework as superior electrocatalysts for the hydrogen evolution and oxygen reduction reaction								FRONTIERS IN CHEMISTRY				10						945261	10.3389/fchem.2022.945261				JUL 26 2022	2022	Iridium oxide (IrOx-NP) and palladium nanoparticles (Pd-NP) were supported on a 2,6-dicyanopyridine-based covalent-triazine framework (DCP-CTF) by energy-saving and sustainable microwave-assisted thermal decomposition reactions in propylene carbonate and in the ionic liquid [BMIm][NTf2]. Transmission electron microscopy (TEM), scanning electron microscopy (SEM), and X-ray photoelectron spectroscopy (XPS) confirm well-distributed NPs with sizes from 2 to 13 nm stabilized on the CTF particles. Metal contents between 10 and 41 wt% were determined by flame atomic absorption spectroscopy (AAS). Nitrogen sorption measurements of the metal-loaded CTFs revealed Brunauer-Emmett-Teller (BET) surface areas between 904 and 1353 m(2) g(-1). The composites show superior performance toward the hydrogen evolution reaction (HER) with low overpotentials from 47 to 325 mV and toward the oxygen reduction reaction (ORR) with high half-wave potentials between 810 and 872 mV. IrOx samples in particular show high performances toward HER while the Pd samples show better performance toward ORR. In both reactions, electrocatalysts can compete with the high performance of Pt/C. Exemplary cyclic voltammetry durability tests with 1000 cycles and subsequent TEM analyses show good long-term stability of the materials. The results demonstrate the promising synergistic effects of NP-decorated CTF materials, resulting in a high electrocatalytic activity and stability.									0	0	0	0	0	0	0			2296-2646			WOS:000838351400001	35958237	
J	Jiang, Qinyuan; Xu, Jie; Li, Ziqi; Zhou, Chenhui; Chen, Xiao; Meng, Haibing; Han, Ying; Shi, Xiaofei; Zhan, Chenhao; Zhang, Yaqi; Zhang, Qianfan; Jia, Xilai; Zhang, Rufan				Zhang, Qianfan/G-1379-2019; 陈, 晓/AAE-8619-2021	Zhang, Qianfan/0000-0001-8121-7727; 陈, 晓/0000-0003-1104-6146; Jiang, Qinyuan/0000-0003-4536-6228			Two-Dimensional Metal-Organic Framework Nanosheet Supported Noble Metal Nanocrystals for High-Efficiency Water Oxidation								ADVANCED MATERIALS INTERFACES				8	5					2002034	10.1002/admi.202002034		JAN 2021		MAR 2021	2021	It still remains a challenge to simultaneously optimize the nanostructure and electronic structure of electrocatalysts of noble-metal-based electrocatalysts to improve their performance and reduce their noble metal loadings, in which the dispersion and activity of the noble metal components play an important role. A series of hybrids of noble metal nanocrystals (NMNCs) and two-dimensional metal-organic framework (2D MOF) nanosheets are designed and synthesized by a facile, fast, and general approach, in which NMNC dispersion is quickly mixed with MOF precursors at room temperature. The NMNCs/2D MOF hybrids, denoted as M-Ni-NS (M = Ir, Ru or Pt, etc.), are assembled by taking advantage of abundant O-atom arrays on the surface the of 2D MOF nanosheets and they enable excellent dispersity and stability. Experimental and computational results show that the M-O-Ni bridging bonds realize successful tuning of the electronic structure of active sites and modify their activity. Taken together with the merits of the nanostructure of the 2D MOF support, this multiscale optimization strategy produces Ir-Ni-NS electrocatalysts with excellent performance for the oxygen evolution reaction, achieving a low overpotential of 270 mV at 10 mA cm(-2) in alkaline media and long time stability.									12	3	0	0	0	0	13			2196-7350			WOS:000609283900001		
J	SANCHEZ, H; MEAS, Y				Sanchez, Hugo/Z-4949-2019; Sanchez, Hugo/C-1650-2014	Sanchez, Hugo/0000-0001-5389-9783; 			ELECTROCATALYTIC EFFECT OF METAL-IONS ON LEAD AND LEAD DIOXIDE ELECTRODE-REACTIONS								REACTION KINETICS AND CATALYSIS LETTERS				45	1			67	71		10.1007/BF02078610				SEP 1991	1991	The electrochemical reactions which take place on lead and lead dioxide electrodes of a lead-acid battery are highly influenced by the presence in the electrolytic solution of ions Cd(II), Ni(II), Zn(II) and Co(II). Current density - potential curves were obtained in this work by using a Pb/Ca alloy. It was observed that Co(II) and Ni(II) ions catalyzed both hydrogen and oxygen evolution reactions. On the other hand, Cd(II) and Zn(II) ions decreased the hydrogen evolution rate.									1	0	0	0	0	0	1			0133-1736			WOS:A1991GD68100010		
J	Zhu, Guoxing; Li, Xiaoyun; Liu, Yuanjun; Zhu, Wenjuan; Shen, Xiaoping				Shen, Xiao Ping/AAA-1973-2022; shen, xiaoping/ABF-7863-2021	shen, xiaoping/0000-0003-0366-6433			Activating CoFe2O4 electrocatalysts by trace Au for enhanced oxygen evolution activity								APPLIED SURFACE SCIENCE				478				206	212		10.1016/j.apsusc.2019.01.241				JUN 1 2019	2019	Development of effective electrocatalysts for oxygen evolution reaction (OER) is critically important, which is believed as the bottleneck process in overall water splitting and chargeable metal-air battery. In this study, we fulfill an OER improvement by introducing of trace Au on CoFe2O4 surface by electrochemical method. The loading of trace Au highly improves the OER activity, decreasing the overpotential of 374 mV at 10 mA cm(-2) to 312 mV and showing a small Tafel slope of 35 mV dec(-1) in 1 M KOH. The loaded trace Au largely increases the electrochemical active specific area. The electronic interactions between Au and the adjacent CoFe2O4 modulate the electron structure of metal sites, which further optimize the binding strength between the involved intermediates and catalysts, facilitating the transform of rate-limiting step. Importantly, such enhanced electrocatalytic performance can be largely maintained after a long-time stability test.									27	2	0	0	1	0	28			0169-4332	1873-5584		WOS:000461150400024		
J	Gu, Xiang-Kui; Camayang, John Carl A.; Samira, Samji; Nikolla, Eranda					Samira, Samji/0000-0002-7147-5340; Gu, Xiangkui/0000-0001-6537-7026; Nikolla, Eranda/0000-0002-8172-884X			Oxygen evolution electrocatalysis using mixed metal oxides under acidic conditions: Challenges and opportunities								JOURNAL OF CATALYSIS				388				130	140		10.1016/j.jcat.2020.05.008				AUG 2020	2020	Shaping the energy landscape through development of more efficient electrochemical energy conversion and storage devices requires significant advancements in the catalysis of key electrochemical processes involving oxygen. This is especially the case for the oxygen evolution reaction (OER), which is largely challenged by the cost-ineffectiveness of the best performing electrocatalysts (i.e., Ru, Ir), along with their limited stability under acidic conditions. This presents a roadblock in the development of robust acid-based polymer exchange membrane electrochemical systems, currently the most advanced technologies for electrochemical energy conversion. Approaches such as dilution of Ru/Ir into flexible mixed metal oxide frameworks have been used as alternative strategies in designing robust OER electrocatalysts. Herein, we discuss the state of research in this area and detail the effect of the composition and structure of mixed metal oxides on their acidic OER activity and stability. Future directions for developing mixed metal oxide electrocatalysts suitable for acidic electrochemical environments are devised. (C) 2020 Elsevier Inc. All rights reserved.									32	1	0	0	1	0	33			0021-9517	1090-2694		WOS:000539434200013		
J	Fereja, Shemsu Ligani; Li, Ping; Zhang, Ziwei; Guo, Jinhan; Fang, Zhongying; Li, Zongjun; Chen, Wei				Chen, Wei/N-1876-2019	Chen, Wei/0000-0001-5700-0114			Construction of NiCo2S4/Fe2O3 hybrid nanostructure as a highly efficient electrocatalyst for the oxygen evolution reaction								ELECTROCHIMICA ACTA				405						139793	10.1016/j.electacta.2021.139793				FEB 10 2022	2022	Electrocatalytic water splitting is a promising process as it can effectively convert renewable electricity to chemical energy such as hydrogen gas. However, the energy conversion efficiency of water splitting process is fundamentally dependent on the catalytic activity of selected electrocatalyst. In particular, one of the main reasons that hinder the practical application of water splitting system is the sluggish kinetics of oxygen evolution reaction (OER). Hence, earth-abundant elements-based catalysts with excellent OER catalytic performance is significantly important. Herein, MOF-derived NiCo2S4/Fe2O3 hybrid nanostructure grown on carbon cloth (NiCo2S4/Fe2O3@CC) was successfully fabricated as OER catalyst. Benefiting from the merits of unique architecture with hybrid heterostructure grown on carbon cloth, high porosity and abundant active sites, the designed NiCo2S4/Fe2O3@CC demonstrated superior electrocatalytic performance toward the OER. The fabricatedNiCo(2)S(4)/Fe2O3@CC catalyst exhibited very low overpotential of 190 mV to achieve a current density of 10 mA cm(-2) and a small Tafel slope of 45 mV dec(-1). Further-more, the as-fabricated catalyst demostrated remarkable stability. The present work provides an effective method to fabricate novel metal sulfide and metal oxide hybrids for OER catalysis. (c) 2021 Elsevier Ltd. All rights reserved.									6	0	0	0	0	0	6			0013-4686	1873-3859		WOS:000784283800011		
J	Du, Jian; Li, Chao; Wang, Xilong; Shi, Xiaoyue; Liang, Han-Pu					Du, Jian/0000-0002-9134-1462; Liang, Han-Pu/0000-0002-5476-6197			Mesoporous Ultrathin Cobalt Oxides Nanosheets Grown on Carbon Cloth as a High-Performance Electrode for Oxygen Evolution Reaction								ACS APPLIED ENERGY MATERIALS				2	3			1977	1987		10.1021/acsaem.8b02074				MAR 2019	2019	Developing high-performance and low-cost electrode for oxygen evolution reaction (OER) is a crucial step to produce clean and sustainable energy sources. Herein, we report mesoporous ultrathin cobalt oxides nanosheets (similar to 7 nm) grown on carbon cloth (denoted as CoOx/CC) as an efficient electrode for water oxidation. The electrode was fabricated via a simple calcination of cobalt alkoxyacetate grown on carbon cloth under air atmosphere. The as-synthesized CoOx/CC electrode exhibited better electrocatalytic performance for OER in 1.0 M KOH, with lower overpotential of similar to 263 mV at 10 mA cm(-2), lower Tafel slope of 56.07 mV dec(-1), and better stability, in comparison with commercial IrO2 and Co3O4 nanoparticles. Also, the OER performance of CoOx/CC-10 is among the best of the reported cobalt oxides electrocatalysts. Detailed characterizations reveal that the interaction between cobalt oxides and CC, unique 3D structures, ultrathin nature of nanosheets, high specific surface area, nanoporous structures, and fast electron transfer rate contributed to the enhanced catalytic activity. More importantly, the synthetic strategy applied here has great potential application in large-scale production of efficient electrodes in water splitting technology.									16	1	0	0	0	0	17			2574-0962			WOS:000462944700045		
