PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Wang, Yahui; Liu, Xianyi; Han, Juan; Kang, Yumao; Mi, Yajun; Wang, Wei				Kang, Yumao/Y-3398-2019; Kang, Yumao/AAQ-5956-2020	Kang, Yumao/0000-0003-0284-7654; 			Phosphatized pseudo-core-shell Ni@Pt/C electrocatalysts for efficient hydrazine oxidation reaction								INTERNATIONAL JOURNAL OF HYDROGEN ENERGY				45	11			6360	6368		10.1016/j.ijhydene.2019.12.132				FEB 28 2020	2020	In this study, a series of phosphatized pseudo-core-shell Ni@Pt/C electrocatalysts has been obtained for efficient hydrazine oxidation reaction (HzOR). These (Ni@Pt-P/C) electrocatalysts were prepared by a primary replacement method followed by subsequent phosphating process. Among all Ni@Pt-P/C electrocatalysts, as-prepared Ni@Pt-P/C-400 electrocatalyst shows the highest HzOR performance (515 mA mg(pt)(-1)), best stability, durability and lowest activation energy (12.60 kJ mol(-1)). The satisfactory HzOR performance is mainly resulted from the unique design of phosphating effect on core-shell structure which producing good synergistic effect between Ni, P and Pt. This work would pave a way for developing other low-Pt catalysts in the future. (C) 2020 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.									7	0	0	0	0	0	7			0360-3199	1879-3487		WOS:000519652800032		
C	Frida, Leon R.; Armando, Aguilar M.; Omar, Garcia R.; Miguel, Pineda B.; Juan, Axotla G.						Schrefler, B; Onate, E; Papadrakakis, M		MATHEMATICAL MODELING OF REACTION MECHANISM OF FORMATION OF PHOTOCHEMICAL SMOG BY APPLYING THE SEMI-IMPLICIT METHOD								Coupled Problems in Science and Engineering VI								1273	1281						2015	2015	To simulate the different mechanisms we considered a reactor of constant temperature and volume, where the only reactions that are carried out are those with reported kinetic constants [1]. For example, to simulate the formaldehyde kinetic you make a serial of seven chemical reactions where intervene nine chemical species [2]. The change in concentration with respect to the time of one specie is mathematically represented by means of an ordinary differential equation. In the studied cases, the mechanism of reaction can be represented as a system of nonlinear ordinary differential equations. In the simulation of the mechanism of reaction, the medullar part is the solution of all the ordinary differential equation that describe the temporary evolution of the concentration of each the species. The differential equation that comes from the kinetic present what it is called rigidity, principally due to the simultaneous presence of radical with called rigidity, principally due to the simultaneous presence of radicals with a really short life time as the presence of hydroperoxide HO2 center dot and species that remain almost constant as the oxygen. The main problem to carry out the precise integration of the differential equation system that represents the mechanism of reaction of the atmospheric chemistry, is the wide when variation of the kinetic constant as it appears in the reactions 2 and 7 which brings as a consequence the instability when applying an explicit numerical method because for any change in so different scales. When this happens, it is said that the differential equation system is rigid. In order to solve the problem that the rigidity of a differential equation system represented we should use special numerical method that ensures precision and stability in its integration. To achieve this whit a classical explicit method it is required a lot of computing time, besides the possible instability. When using the semi implicit method, we developed a computer package using language C++ to solve the system of nonlinear ordinary differential equation. Solving the matrix system with the method mentioned above, it is found the numerical value of the concentration of the five chemical species for every time step, given the initial concentration. The computer program used to solve the system of differential equation was developed in UNAM.					6th International Conference on Computational Methods for Coupled Problems in Science and Engineering (COUPLED PROBLEMS)6th International Conference on Computational Methods for Coupled Problems in Science and Engineering (COUPLED PROBLEMS)	MAY 18-20, 2015MAY 18-20, 2015	Univ Padova, Dept Civil Environm & Architectural Engn; Tech Univ Catalonia, Int Centre Numerical Methods Engn; Natl Tech Univ AthensUniv Padova, Dept Civil Environm & Architectural Engn; Tech Univ Catalonia, Int Centre Numerical Methods Engn; Natl Tech Univ Athens	Venice, ITALYVenice, ITALY	0	0	0		0	0	0					978-84-943928-3-2	WOS:000380588500116		
J	Liu, Xinfeng; Li, Zhaohong; Yan, Yubin; Li, Ye; Wu, Hui; Pei, Jie; Yan, Ping; Yang, Ruolin; Guo, Xian; Lan, Xianyong								Selection and introgression facilitated the adaptation of Chinese native endangered cattle in extreme environments								EVOLUTIONARY APPLICATIONS				14	3			860	873		10.1111/eva.13168		DEC 2020		MAR 2021	2021	Although persistent efforts have identified and characterized a few candidate genes and related biological processes with potential functions in the adaptation of many species to extreme environments, few works have been conducted to determine the genomic basis of adaptation in endangered livestock breeds that have been living in extreme conditions for more than thousands of years. To fill this gap, we sequenced the whole genomes of nine individuals from three Chinese native endangered cattle breeds that are living in high-altitude or arid environments. Phylogenetic and evolutionary history analyses of these three and other six breeds showed that the genetic structure of the cattle populations is primarily related to geographic location. Interestingly, we identified pervasive introgression from the yak to Zhangmu cattle (ZMC) that cover several genes (e.g., NOS2, EGLN1 and EPAS1) involved in the hypoxia response and previously identified as positive selection genes in other species, which suggested that the adaptive introgression from yak may have contributed to the adaptation of ZMC to high-altitude environments. In addition, by contrasting the breeds in opposite living conditions, we revealed a set of candidate genes with various functions from hypoxia response, water metabolism, immune response and body shape change to embryo development and skeletal system development, etc., that may be related to high-altitude or arid adaptation. Our research provides new insights into the recovery and adaptation of endangered native cattle and other species in extreme environments and valuable resources for future research on animal husbandry to cope with climate change.									5	0	0	0	2	0	5			1752-4571			WOS:000598253700001	33767758	
J	Yu, Zheng; Zhou, Jing; Yang, Jun; Yu, Xiaoqing; Liu, Lemian				Yang, Jun/E-6680-2011; CAS, KLUEH/T-5743-2019	Yang, Jun/0000-0002-7920-2777; Liu, Lemian/0000-0002-8977-6969			Vertical distribution of diazotrophic bacterial community associated with temperature and oxygen gradients in a subtropical reservoir								HYDROBIOLOGIA				741	1			69	77		10.1007/s10750-014-1832-6				DEC 2014	2014	Nitrogen-fixing microorganisms play important roles in the structure and function of aquatic ecosystems. However, the diversity and distribution of diazotrophic bacteria along the lake depth continuum are so far poorly understood. In this study, we investigated the dynamic variations of diazotrophs in a subtropical deep reservoir during the stratified period. We applied an in-depth biomolecular approach (DGGE, clone libraries, and quantitative real-time PCR) to explore the nitrogenase (nifH) gene diversity and abundance. The diazotrophic community shifted between the oxic/anoxic interface and the nifH diversity increased with depth. The Cyanobacteria, affiliated to the toxic bloom-forming Cylindrospermopsis raciborskii, were the dominant diazotrophic cluster in the surface waters, whereas diazotrophic Alphaproteobacteria were dominant in the bottom waters. The relationships between microbial and environmental factors clearly demonstrated that the temperature gradient and the oxygen concentration affect the heterogeneity of the diazotrophic community, thereby influencing the entire aquatic nitrogen cycle.					1st international conference on Challenges in Aquatic Sciences1st international conference on Challenges in Aquatic Sciences	MAR 15-21, 2013MAR 15-21, 2013		Keelung, TAIWANKeelung, TAIWAN	8	5	0	0	7	0	13			0018-8158	1573-5117		WOS:000343998000007		
J	Fernandez, JL; de Chialvo, MRG; Chialvo, AC								Kinetic study of the chlorine electrode reaction on Ti/RuO2 through the polarisation resistance Part 1: experimental results and analysis of the pH effects								ELECTROCHIMICA ACTA				47	7			1129	1136		10.1016/S0013-4686(01)00837-4				JAN 11 2002	2002	The chlorine electrode reaction (ClER) on Ti/RuO2 electrodes was studied by means of a non-conventional methodology based on the use of the polarisation resistance (Rp). The results obtained in experimental measurements carried out in chlorine saturated NaCl-HCl solutions are presented in this first part. It was verified that only in a limited range of pH the ClER is the main electrode reaction. In this domain, the polarisation resistance of this reaction was measured varying the activity of chloride ions (a(Cl-)(o*)), the partial pressure of chlorine ((p) over bar (Cl2)) and pH (or protons activity a(H+)(o*)). A linear dependence between Rp and a(H+)(o*) was observed, which was explained on the basis of a surface model taking into account the inhibition of active sites by protons. This model leads to an expression for the variation of Rp on pH. which allows obtaining the intrinsic polarisation resistance (Rp(o)), which can be used for the analysis of the kinetic mechanism. (C) 2002 Elsevier Science Ltd. All rights reserved.									17	4	0	0	0	0	20			0013-4686			WOS:000173674500012		
J	Ali, Leila; Jamoussi, Hela; Kouki, Nessrine; Fray, Saloua; Echebbi, Slim; Ben Ali, Nadia; Fredj, Mohamed					fray, Saloua/0000-0002-0848-798X			COVID-19 Infection and Recurrent Stroke in Young Patients With Protein S Deficiency A Case Report								NEUROLOGIST				26	6			276	280		10.1097/NRL.0000000000000367				NOV 2021	2021	Introduction: Protein S deficiency and coronavirus disease 2019 (COVID-19) are rare etiologies of ischemic stroke. We describe a case of an ischemic stroke revealing severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in a patient with a history of protein S deficiency and cerebral imaging suggestive of vasculitis. Case Report: A 52-year-old woman, with history of protein S deficiency, was admitted for right hemiparesis and aphasia that happened 6 hours before her consultation. Her National Institutes of Health Stroke Scale (NIHSS) was 11. She had hypoxia (SpO(2) 93%). COVID-19 polymerase chain reaction was positive. Cerebral computed tomography scan showed an ischemic stroke in the territory of the superficial left middle cerebral artery. The recommended time period for thrombolysis was exceeded and we did not dispose of sufficient resources to deliver thrombectomy. She was treated with aspirin, statins, antibiotic therapy, and oxygen. Considering the high risk of thromboembolic complications and the history of protein S deficiency, anticoagulation treatment with heparin followed by acenocoumarol was started. Evolution was marked by the appearance of 24 hours regressive, acute symptoms of confusion. Brain magnetic resonance imaging showed new ischemic strokes in both anterior cerebral arteries and on magnetic resonance angiography narrowing of the left internal carotid artery and both anterior cerebral arteries suggestive of vasculitis was seen. We maintained anticoagulation and prescribed methylprednisolone 500 mg daily for 3 days. Evolution was marked by improvement of clinical deficit and respiratory status. Conclusions: SARS-CoV-2 infection potentializes the prothrombotic effect and vascular inflammation by accentuating protein S deficit. The place of steroids seems justifiable in the presence of symptoms of vasculitis in brain imaging.									0	0	0	0	0	0	0			1074-7931	2331-2637		WOS:000714392200011	34734908	
J	Ling, Xintong; Du, Feng; Zhang, Yintong; Shen, Yan; Gao, Wa; Zhou, Bo; Wang, Zhiyuan; Li, Guoling; Li, Tao; Shen, Qing; Xiong, Yujie; Wang, Xiaoyong; Zhou, Yong; Zou, Zhigang				Zhou, Yong/A-5712-2015; Xiong, Yujie/G-3203-2010	Zhou, Yong/0000-0002-9480-2586; Xiong, Yujie/0000-0002-1995-8257; Li, Tao/0000-0001-9056-2063; Li, Tao/0000-0002-4913-4486			Bimetallic oxyhydroxide in situ derived from an Fe2Co-MOF for efficient electrocatalytic oxygen evolution								JOURNAL OF MATERIALS CHEMISTRY A				9	22			13271	13278		10.1039/d1ta02159a		MAY 2021		JUN 14 2021	2021	Metal-organic frameworks (MOFs) have received extensive attention as a research hotspot in the field of electrocatalytic water splitting. However, the study of electrochemical in situ formation of catalysts to improve the activity for the OER is far from being satisfactory. In this work, we prepared a Fe2Co-MIL-88B MOF on nickel foam (Fe2Co MOF/NF) through a solvothermal process. Fe0.67Co0.33OOH was in situ formed on the surface of an Fe2Co MOF during the OER, which is confirmed as the real active species. The electrocatalytic performance is significantly improved due to the electron transfer between Fe and Co, which is confirmed to be related to the positive coupling effect between Co and Fe and the change of the electronic structure caused by the replacement of Co by Fe metal ions in the MOF. Meanwhile, density functional theory calculations reveal that the OER on Fe0.67Co0.33OOH follows the Mars-van-Krevelen mechanism. The electrochemical test results show the superior OER activity of the catalyst with a low overpotential of 224 mV at a current density of 10 mA cm(-2), a low Tafel slope of 45.3 mV dec(-1), and excellent stability for 50 hours in 1 M KOH. This study provides a simple and effective strategy for the rational design and structural evolution of MOF-derived materials to achieve inexpensive and effective electrocatalysis.									13	0	0	0	0	0	13			2050-7488	2050-7496		WOS:000655656200001		
J	Kumar, Nadavala Siva; Dhar, Abhishek; Ibrahim, Ahmed A.; Vekariya, Rohit L.; Bhadja, Poonam				Bhadja, Poonam/AAG-4933-2020; Ibrahim, Ahmed/P-6295-2019; Vekariya, Rohit/S-6040-2019; Siva Kumar, Nadavala/D-5404-2011	Siva Kumar, Nadavala/0000-0003-3210-8254			Designing and fabrication of phenothiazine and carbazole based sensitizers for photocatalytic water splitting application								INTERNATIONAL JOURNAL OF HYDROGEN ENERGY				43	36			17057	17063		10.1016/j.ijhydene.2018.07.138				SEP 6 2018	2018	In the present work, we have designed and synthesized two carbazole and phenothiazine donor moieties based metal-free organic sensitizers and their codes are WCBZ2 and WPTZ2 respectively. These sensitizers have been used for photocatalytic hydrogen (H-2) evaluation application. The sensitizers exhibit good light absorption capability and electrochemical properties as well. For increasing water splitting capacity, incorporate platinum salt on TiO2 semiconductor photoanode was performed and compared hydrogen evolution with pure TiO2 photoanode. We have also studied the influence of the sensitizers concentration and the effect of pH of the medium was explored. Using a theoretical measurement optimized both the synthesized dimer dyes structure geometry and the calculated their HOMO-LUMO energy level. Here also reported optimized pH and concentration of sensitizers in the reaction medium and found that the high hydrogen generation efficiency from water splitting is 138.3 mu mol (348 TONs) by the WPTZ2 dye. (C) 2018 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.									5	0	0	0	0	0	5			0360-3199	1879-3487		WOS:000444789300006		
J	Bartoskova, H; Komenda, J; Naus, J				Komenda, Josef/H-4083-2014	Komenda, Josef/0000-0003-4588-0382			Functional changes of photosystem II in the moss Rhizomnium punctatum (Hedw.) induced by different rates of dark desiccation								JOURNAL OF PLANT PHYSIOLOGY				154	5-6			597	604		10.1016/S0176-1617(99)80232-6				MAY 1999	1999	An effect of different rates of dark desiccation on Photosystem II (PSII) in the drought medium-tolerant moss Rhizomnium punctatum (Hedw.) was studied by exposing the detached leaves for 24 h to air of relative humidities of 85%, 70% and 30%. A similar decrease in O-2 evolution after 24 h of desiccation, but diverse changes of the O-J-I-P chlorophyll fluorescence transient during desiccation, were observed. Whereas the Fp value remained fairly constant, the Fo value increased with increasing time and rate of desiccation, leading to a decrease in che Fv/Fp value for 70% and 30% RH. Concerning the relative height of the J step, two different trends in the dme courses of the rFj parameter were found. At 85% RH, only a slight rFj increase was observed while at 30% RH an rFj decrease dominated. The samples exposed to 70% RH exhibited both phases: the increasing one was followed by the decreasing one. The Western-blot method indicated that no D1 degradation occurred during desiccation. Similarly, no changes in the E475/E436 band ratio of the Chi fluorescence excitation spectrum at 77K were found for 30% RH. It is suggested that damage to the acceptor side of PSII dominating at 85% RH is followed by a functional disconnection of P680 from the antennae systems, which was apparent at higher rates of desiccation. The notion of different reactions to fast and slow desiccation was further supported by the experiment with the chemically closed PSII.									13	3	0	0	12	0	16			0176-1617	1618-1328		WOS:000080770000006		
J	Wang, Mengdi; Liu, Qianwen; Xu, Nan; Su, Ningxi; Wang, Xuxu; Su, Wenyue					wang, Xuxu/0000-0003-3228-109X; su, wenyue/0000-0002-8711-5606			An amorphous CoSx modified Mn0.5Cd0.5S solid solution with enhanced visible-light photocatalytic H-2-production activity								CATALYSIS SCIENCE & TECHNOLOGY				8	16			4122	4128		10.1039/c8cy01253a				AUG 21 2018	2018	It is of significant importance to develop cheap and efficient co-catalysts for photocatalytic H-2 production. Herein, a series of highly efficient and noble metal-free CoSx modified Mn0.5Cd0.5S nanocomposites are successfully synthesized via a simple direct precipitation process. The photocatalytic activity of the as-prepared photocatalysts for H-2 production from water splitting under visible-light irradiation is investigated. It can be found that the rate of H-2 evolution over CoSx/Mn0.5Cd0.5S is 2.4 times higher than that of pure Mn0.5Cd0.5S, which is comparable to Mn0.5Cd0.5S modified with 1 wt% platinum (Pt) co-catalyst. The products are systematically characterized by XRD, UV-vis DRS, SEM, TEM, HRTEM, XPS, PL and so on. According to the above experimental results, it can be concluded that the amorphous CoSx nanoparticles function as active sites and excellent electron transfer mediators for the catalytic reaction.									49	1	0	0	2	0	49			2044-4753	2044-4761		WOS:000442384800012		
