PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Wani, Adil Amin; Bhat, Murtaza Manzoor; Sofi, Feroz Ahmad; Bhat, Sajad Ahmad; Ingole, Pravin P.; Rashid, Nusrat; Bhat, Mohsin Ahmad					Rashid, Nusrat/0000-0002-6292-5880			Nano-spinel cobalt decorated sulphur doped graphene: an efficient and durable electrocatalyst for oxygen evolution reaction and non-enzymatic sensing of H2O2								NEW JOURNAL OF CHEMISTRY				45	34			15544	15554		10.1039/d1nj02383g		JUL 2021		SEP 14 2021	2021	We report the synthesis of a nano-spinel cobalt decorated sulphur doped reduced graphene oxide (Co@S-rGO) composite exhibiting excellent electrocatalytic performance and electrochemical stability toward oxygen evolution reaction (OER) in an alkaline medium. Moreover, the so crafted noble metal free Co@S-rGO electrocatalyst, well characterized by UV-Vis spectroscopy, FTIR, XRD, SEM, and energy dispersive X-ray spectroscopy, exhibits promising activity toward electrochemical sensing of H2O2. For OER in an alkaline medium, the Co@S-rGO composite exhibits a Tafel slope of ca. 49 mV dec(-1), with an overpotential requirement of just 389 mV for a specific current density of 10 mA cm(-2). In the OER electrochemical stability tests, the Co@S-rGO electrocatalyst could maintain its peak OER performance for a time span of about 50 000 seconds during chronoamperometric measurements, while in the linear sweep voltammetry records almost negligible difference was observed between the final and the initial scan in a total of 1000 scans recorded over 25 hours for OER over Co@S-rGO. These chronoamperometric and voltammetric observations establish the excellent activity and long-term electrochemical stability of Co@S-rGO for OER in alkaline media. These current/potential and stability parameters observed for the OER performance of the Co@S-rGO composite are far better than that reported for various non-noble metal based state-of-the-art materials specifically crafted for OER. For the electrochemical sensing of H2O2, the Co@S-rGO composite exhibits a limit of detection as low as 23 nM with a sensitivity of 22743.85 mu A M-1 cm(-2). The excellent OER performance and H2O2 sensing activity of the Co@S-rGO composite can be attributed to the special synergism between the Co and S-rGO components and the extended electrochemically active surface area of Co nanodeposits in this noble metal free electrocatalyst.									1	0	0	0	1	0	1			1144-0546	1369-9261		WOS:000683045700001		
J	Li, Cheng-Fei; Zhao, Jia-Wei; Xie, Lin-jie; Wu, Jin-Qi; Li, Gao-Ren								Water Adsorption and Dissociation Promoted by Co*-/N-C*-Biactive Sites of Metallic Co/N-Doped Carbon Hybrids for Efficient Hydrogen Evolution								APPLIED CATALYSIS B-ENVIRONMENTAL				282						119463	10.1016/j.apcatb.2020.119463				MAR 2021	2021	Combining theoretical and experimental studies is one of the most optimistic strategies to synthesize highperformance electrocatalysts for water splitting. Herein Co nanoparticles (NPs)/N-doped carbon (Co/N-C) hybrid electrocatalysts with biactive sites, hierarchical porosity and high specific surface area were successfully designed and fabricated. The detail mechanism of hydrogen evolution through Co*-/N-C*-biactive sites was demonstrated by DFT calculations and was further confirmed via in situ Raman spectra. The coupled effects between the Co NPs and N-doped carbon of Co/N-C hybrids can facilitate water adsorption, activation and dissociation, and the Co/N-C hybrid electrocatalysts exhibit the superior catalytic activity with a low overpotential of only similar to 84 mV at 10 mA/cm(2) and excellent stability for hydrogen evolution in alkaline media. This study will provide an insight into the biactive sites nature in the Co/N-C hybrids and will offer a new strategy for the design of high-performance electrocatalysts.									40	0	0	0	5	0	39			0926-3373	1873-3883		WOS:000591696500006		
J	BOERNER, RJ; NGUYEN, AP; BARRY, BA; DEBUS, RJ								EVIDENCE FROM DIRECTED MUTAGENESIS THAT ASPARTATE-170 OF THE D1 POLYPEPTIDE INFLUENCES THE ASSEMBLY AND OR STABILITY OF THE MANGANESE CLUSTER IN THE PHOTOSYNTHETIC WATER-SPLITTING COMPLEX								BIOCHEMISTRY				31	29			6660	6672		10.1021/bi00144a005				JUL 28 1992	1992	To identify amino acid residues that influence the assembly or stability of the manganese cluster in photosystem II, we have generated site-directed mutations in the D1 polypeptide of the cyanobacterium, Synechocystis sp. PCC 6803. Indirect evidence has suggested that the DI polypeptide provides some of the ligands that are required for metal binding. Mutations at position 170 of D1 were selected for characterization, since an aspartate to asparagine mutation (DN170D1) at this position completely abolishes photoautotrophic growth, while retention of a carboxylic acid at this position (aspartate to glutamate, DE170D1) supports photoautotrophic growth. Photosystem II particles were purified from control, DE170D1, and DN170D1 cells by a procedure that retains high rates of oxygen evolution activity in control particles [Noren, G.H., Boerner, R.J., & Barry, B.A.(1991) Biochemistry 30, 3943-3950]. Spectroscopic analysis shows that the tyrosine radical, Z+, which normally oxidizes the manganese cluster, is rapidly reduced in the DE170D1 mutant, but not in the DN170D1 mutant. A possible explanation of this block or dramatic decrease in the rate of electron transfer between the manganese cluster and tyrosine Z is an alteration in the properties of the metal center. Quantitation of manganese in these particles is consistent with aspartate 170 influencing the stability or assembly of the manganese cluster, since the aspartate to asparagine mutation results in a decrease in the manganese content per reaction center. Photosystem II particles from DN170D1 show a 60% decrease in the amount of specifically bound manganese per reaction center, when compared to control particles. Also, we observe a 70% decrease in the amount of specifically bound manganese per reaction center in partially purified DN170D1 particles and at least an 80% decrease in the amount of hydroxylamine-reducible manganese in DN170D1 thylakoid membranes. Single-turnover fluorescence assays and steady-state EPR measurements demonstrate that the remaining, endogenous manganese does not rapidly reduce tyrosine Z+ in the DN170D1 mutant. Additional evidence that aspartate 170 influences the assembly or stability of the metal site comes from analysis of the DE170D1 mutant. Although this mutant assembles a functional manganese cluster, as assessed by oxygen evolution and spectroscopic assays, the properties of the manganese site are perturbed.									111	1	1	0	94	0	113			0006-2960			WOS:A1992JF65400005	1322168	
J	Zhou, Xiaomo; Fan, Louzhen								Pt/Pd alloy nanoparticles composed of bimetallic nanobowls Synthesis, characterization and electrocatalytic activities								ELECTROCHIMICA ACTA				55	27	SI		8111	8115		10.1016/j.electacta.2010.02.023				NOV 30 2010	2010	Bowl-like nanostructures of Pt/Pd bimetallic nanocrystals are prepared by employing Ag nanoparticles as a template and completely removing the residual Ag after the displacement Scanning electron microscopy (SEM) and transmission electron microscopy (TEM) observations display that the thin walls of Pt/Pd nanobowls are composed of nanoparticles X-ray diffraction (XRD) pattern demonstrates that Pt and Pd form the alloy in the nanobowls The crystal structures of the nanobowls consist of [1 1 1] [2 0 0] [2 2 0] surfaces as revealed by both high-resolution TEM (HRTEM) and XRD results The Pt/Pd nanobowls exhibit significant high electrocatalytic activities toward the methanol oxidation and oxygen reduction compared with the Pt/Pd nanospheres and Pt nanobowls (C) 2010 Elsevier Ltd All rights reserved					60th Annual Meeting of ISE60th Annual Meeting of ISE	AUG 16-21, 2009AUG 16-21, 2009		Peking Univ, Beijing, PEOPLES R CHINAPeking Univ, Beijing, PEOPLES R CHINA	16	0	0	0	1	0	17			0013-4686	1873-3859		WOS:000284434700048		
J	Pering, Samuel R.; Nicholas, James A.; Bayatsarmadi, Bita; Evans, Drew; Fabretto, Manrico; Blencowe, Anton; Murphy, Peter J.; Talemi, Pejman				Fabretto, Manrico/E-1249-2011; Evans, Drew R/F-6253-2010; Pering, Samuel/AAA-1133-2019; Talemi, Pejman Hojati/D-6831-2011; Blencowe, anton/B-1214-2011; Evans, Drew/AAB-5496-2019; Murphy, Peter/F-3971-2013	Fabretto, Manrico/0000-0002-8121-198X; Evans, Drew R/0000-0002-1525-2249; Pering, Samuel/0000-0002-3349-4348; Talemi, Pejman Hojati/0000-0001-5673-8491; Blencowe, anton/0000-0002-7630-4874; Evans, Drew/0000-0002-1525-2249; Murphy, Peter/0000-0002-5127-8120			The effect of block copolymer additives for a highly active polymeric metal-free oxygen reduction electrode								RSC ADVANCES				6	34			28809	28814		10.1039/c6ra00319b				2016	2016	Electrocatalytic materials play a critical role in emerging clean energy technologies such as batteries and fuel cells. Herein, we report the fabrication of a unique conducting polymer alloy thin film electrocatalyst based on poly(3,4-ethylenedioxythiophene) (PEDOT) and a polymeric additive, polyethylene glycol-polydimethylsiloxane-polyethylene glycol. These polymeric films displayed electrocatalytic activity for the Oxygen Reduction Reaction (ORR) higher than that of platinum or other polymeric electrodes. Furthermore, the metal-free polymeric electrodes were not susceptible to 'poisoning' when exposed to methanol. The fabrication parameters affecting the ORR performance of the polymeric electrodes and the mechanism of the improvement of the ORR catalysis were comprehensively investigated and benchmarked against commercial Pt electrodes. The application of the conducting polymer alloy electrode in a zinc-air battery demonstrated high power output and stable performance.									9	0	0	0	0	0	9				2046-2069		WOS:000372610200077		
J	Asokan, Arunchander; Abu-Khalla, Shada; Abdalla, Salman; Suss, Matthew E.				; ASOKAN, ARUNCHANDER/E-6165-2015	Suss, Matthew/0000-0002-3813-2274; ASOKAN, ARUNCHANDER/0000-0003-3349-7220; Abu Khalla, Shada/0000-0002-3411-7843			Chloride-Tolerant, Inexpensive Fe/N/C Catalysts for Desalination Fuel Cell Cathodes								ACS APPLIED ENERGY MATERIALS				5	2			1743	1754		10.1021/acsaem.1c03175		FEB 2022		FEB 28 2022	2022	Clean technologies, which utilize or generate clean energy rather than fossil fuel-based energy, are under intense development to aid in addressing climate change. Current water desalination technologies are a growing user of fossil fuel-derived electricity. A recently developed technology, termed the desalination fuel cell (DFC), can address this issue by instead using hydrogen gas to drive both feedwater desalination and green electricity generation simultaneously in a single cell. The main bottleneck is the use of Pt-based catalysts, which leads to high device costs and catalyst surface poisoning due to chloride ions (Cl-) present in the feedwater. We here propose and demonstrate the first use of non-platinum group metal (non-PGM) catalysts toward DFCs. We synthesized a Fe/N/C based catalyst which demonstrated effective and Cl- tolerant oxygen reduction reaction ex situ and while used as a DFC cathode. The synthesis temperature and the metal concentrations were optimized using rotating disk electrode measurements, with an onset potential of up to 0.84 V vs RHE, on par with that of commercial Pt/C catalysts in a Cl- environment. When using the optimized Fe/N/C catalyst as a cathode in a prototype DFC, open circuit voltage was significantly improved relative to Pt/C, and measured cell voltage and desalination performance versus current density were nearly equivalent. Overall, these results show that non-PGM catalysts maintain or improve cell performance while significantly reducing cell costs, improving greatly the outlook for this nascent technology.									2	0	0	0	0	0	2			2574-0962			WOS:000757903500001		
J	SCHATZ, GH; WITT, HT								EXTRACTION AND CHARACTERIZATION OF OXYGEN-EVOLVING PHOTOSYSTEM-II COMPLEXES FROM A THERMOPHILIC CYANOBACTERIUM SYNECHOCOCCUS SPEC								PHOTOBIOCHEMISTRY AND PHOTOBIOPHYSICS				7	1			1	14						1984	1984										114	0	0	0	92	0	114			0165-8646			WOS:A1984SG27000001		
J	Li, Zehao; Yang, Qian; Chen, Chengcheng; Zhang, Zhengguo; Fang, Xiaoming				chen, cheng/AAE-4460-2019; Fang, Xiaoming/E-4865-2010; chen, chen/GRY-7085-2022				Enhanced photocatalytic performance of polymeric C3N4 doped with theobromine composed of an imidazole ring and a pyrimidine ring								CHINESE JOURNAL OF CATALYSIS				40	6			875	885		10.1016/S1872-2067(19)63337-1				JUN 2019	2019	Molecular doping has been proven to be an effective approach to adjusting the electronic structure of polymeric carbon nitride (PCN) and thus improving its optical properties and photocatalytic activity. Herein, theobromine, a compound composed of an imidazole ring and a pyrimidine ring, was first copolymerized with urea to prepared doped PCN. Experimental investigations and theoretical calculations indicate that, a narrowing in band gap and a positive shift in valence band positon happened to the theobromine doped PCN, owing to the synergistic effect between the pyrimidine ring and the imidazole ring in the theobromine molecule. Moreover, it is shown that the doping with theobromine at a suitable mass fraction makes the obtained sample exhibit decreased photo luminescent emission, enhanced photocurrent density, and reduced charge-transport resistance. Consequently, an enhancement in the photocatalytic activity for water oxidation is found for the sample, which oxygen evolution rate is 4.43 times higher than that of the undoped PCN. This work sheds light on the choice of the molecular dopants for PCN to improve its photocatalytic performance. (C) 2019, Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by Elsevier B.V. All rights reserved.									17	2	0	0	1	0	17			0253-9837	1872-2067		WOS:000468376800009		
J	Wu, Ling-Ling; Tang, Li; Zhou, Shui-Gen; Peng, Yi-Jie; He, Xiao-Dong; Guan, Zhi; He, Yan-Hong				guan, zhi/R-9965-2016	He, Yan-Hong/0000-0002-6405-285X			Rose Bengal-photosensitized oxidation of tertiary amines for the synthesis of bis-1,3-dicarbonyl compounds								TETRAHEDRON				73	45			6471	6478		10.1016/j.tet.2017.09.050				NOV 9 2017	2017	We report an example of Rose Bengal-photosensitized oxidation of tertiary amines for the synthesis of bis-1,3-dicarbonyl compounds. This protocol employs Rose Bengal as a visible-light absorbing photo catalyst without the need of a transition metal, and air as a green oxidant. Various functional groups were well tolerated to afford products with yields of up to 80% under mild reaction conditions. (C) 2017 Elsevier Ltd. All rights reserved.									14	1	0	0	1	0	14			0040-4020			WOS:000413377600011		
J	Jovic, B. M.; Lacnjevac, U. C.; Jovic, V. D.; Krstajic, N. V.				Lacnjevac, Uros/P-8964-2014	Lacnjevac, Uros/0000-0002-8851-3796			Kinetics of the oxygen evolution reaction on NiSn electrodes in alkaline solutions								JOURNAL OF ELECTROANALYTICAL CHEMISTRY				754				100	108		10.1016/j.jelechem.2015.07.013				OCT 1 2015	2015	In order to examine the intrinsic catalytic activity and durability of the electrodeposited NiSn alloy electrodes and the electrodeposited Ni as a reference electrode material for the oxygen evolution reaction (OER) in alkaline solutions, a comparative investigation was performed. A series of NiSn electrodes were prepared by electrodeposition of NiSn alloys at different current densities onto a Ni40 mesh substrate. The surface morphology and chemical composition were studied by scanning electron microscopy (SEM) and energy dispersive X-ray spectroscopy (EDS). The electrochemical surface characteristics were studied by cyclic voltammetry in order to find interdependence between the nickel oxyhydroxide surface electrochemistry and the activity of the electrode for the OER Quasi steady-state polarization measurements and electrochemical impedance spectroscopy (EIS) were used to determine kinetically significant parameters including the Tafel slopes and exchange current densities. Two well-defined Tafel slopes, the same for all investigated NiSn electrodes, were observed at the polarization curves, indicating that the OER was controlled by the same mechanism. It was demonstrated that any anodic polarization pretreatment led to a shift of the anodic and cathodic current peaks corresponding to the Ni(II)/Ni(III) redox transition towards cathodic potentials and, consequently, to some activation of the NiSn electrodes. The opposite behavior was obtained for the Ni electrode. Prolonged anodic polarization led to a loss of the initial catalytic activity of the Ni electrode, which was explained by the increase in the portion of gamma-NiOOH at the Ni electrode surface. Among the investigated NiSn electrodes, the NiSn100 electrode, prepared by electrodeposition at the highest cathodic current density of - 100 mAcm(-2), exhibited the highest apparent catalytic activity for the OER, entirely due to surface roughness effects. Despite the fact that the NiSn electrodes did not exhibit better intrinsic catalytic activity than Ni, their high stability during the OER and acceptable apparent activity made them promising anodes for alkaline water electrolysis. (C) 2015 Elsevier B.V. All rights reserved.									47	2	0	0	2	1	48			1572-6657	1873-2569		WOS:000362620000013		
