PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Kao-Wen Mao								ECM study in a closed-cell system I. NaClO3								Journal of the Electrochemical Society				118	11			1870	6						Nov. 1971	1971	The electrode reactions involved in electrochemical machining (ECM) of mild steel in NaClO3 were studied in a closed cell system at constant current. The cathodic reaction is found to be essentially hydrogen evolution. At the anode, in addition to the metal removal, significant amounts of oxygen are produced and the total anodic current efficiency for Fe++ plus O2 formation is about 100%. Reduction of NaClO3 to NaCl during ECM is caused by the chemical reaction between NaClO3 and Fe++. The experimental results concerning the anodic process are qualitatively explained by the presence of porous anodic oxide films.									1	0	0		0	0	1			0013-4651			INSPEC:354306		
J	Chen, Shanyong; Luo, Tao; Chen, Kejun; Lin, Yiyang; Fu, Junwei; Liu, Kang; Cai, Chao; Wang, Qiyou; Li, Huangjingwei; Li, Xiaoqing; Hu, Junhua; Li, Hongmei; Zhu, Mingshan; Liu, Min				Liu, Min/H-3699-2011	Liu, Min/0000-0002-9007-4817; Liu, Kang/0000-0002-8781-7747; Chen, Shanyong/0000-0002-3944-1810; Fu, Junwei/0000-0003-0190-1663; LI, HUANGJINGWEI/0000-0002-3847-1233; Luo, Tao/0000-0003-4910-6124			Chemical Identification of Catalytically Active Sites on Oxygen-doped Carbon Nanosheet to Decipher the High Activity for Electro-synthesis Hydrogen Peroxide								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				60	30			16607	16614		10.1002/anie.202104480		JUN 2021		JUL 19 2021	2021	Electrochemical production of hydrogen peroxide (H2O2) through two-electron (2 e(-)) oxygen reduction reaction (ORR) is an on-site and clean route. Oxygen-doped carbon materials with high ORR activity and H2O2 selectivity have been considered as the promising catalysts, however, there is still a lack of direct experimental evidence to identify true active sites at the complex carbon surface. Herein, we propose a chemical titration strategy to decipher the oxygen-doped carbon nanosheet (OCNS900) catalyst for 2 e(-) ORR. The OCNS900 exhibits outstanding 2 e(-) ORR performances with onset potential of 0.825 V (vs. RHE), mass activity of 14.5 A g(-1) at 0.75 V (vs. RHE) and H2O2 production rate of 770 mmol g(-1) h(-1) in flow cell, surpassing most reported carbon catalysts. Through selective chemical titration of C=O, C-OH, and COOH groups, we found that C=O species contributed to the most electrocatalytic activity and were the most active sites for 2 e(-) ORR, which were corroborated by theoretical calculations.									52	3	0	0	5	0	52			1433-7851	1521-3773		WOS:000662735800001	33982396	
J	Gibson, Gregory; Morgan, Ashley; Hu, P.; Lin, Wen-Feng								New insights into electrocatalytic ozone generation via splitting of water over PbO2 electrode: A DFT study								CHEMICAL PHYSICS LETTERS				654				46	51		10.1016/j.cplett.2016.04.078				JUN 16 2016	2016	The viable mechanisms for O-3 generation via the electrocatalytic splitting of H2O over beta-PbO2 catalyst were identified through Density Functional Theory calculations. H2O adsorbed onto the surface was oxidized to form OH then O; the latter reacted with a surface bridging O to form O-2 which in turn reacted with another surface O to form O-3. The final step of the mechanisms occurs via an Eley-Rideal style interaction where surface O-2 desorbs and then attacks the surface bridging oxygen, forming O-3. A different reaction pathway via an O3H intermediate was found less favoured both thermodynamically and kinetically. (C) 2016 Elsevier B.V. All rights reserved.									11	4	0	0	1	0	14			0009-2614	1873-4448		WOS:000377209800010		
J	Hernandez-Saravia, Lucas Patricio; Sukeri, Anandhakumar; Bertotti, Mauro				Bertotti, Mauro/C-1013-2012; Sukeri, Anandhakumar/A-5792-2010; Hernández-Saravia, Lucas/ABD-2621-2020	Bertotti, Mauro/0000-0001-9566-7577; Sukeri, Anandhakumar/0000-0001-7441-7499; Hernandez-Saravia, Lucas/0000-0002-0355-7168			Fabrication of nanoporous gold-islands via hydrogen bubble template: An efficient electrocatalyst for oxygen reduction and hydrogen evolution reactions								INTERNATIONAL JOURNAL OF HYDROGEN ENERGY				44	29			15001	15008		10.1016/j.ijhydene.2019.04.186				JUN 7 2019	2019	In this report, the fabrication of a high surface area nanoporous gold-island (NPG-islands) onto a glassy carbon (GC) surface by a simple one-step electrodeposition procedure based on a dynamic hydrogen bubble template method is described. The surface morphology, purity and crystalline structure of the porous NPG-islands were analyzed by field emission scanning electron microscopy (FE-SEM), energy dispersive X-ray analysis (EDX), and X-ray diffraction (XRD) techniques. Cyclic voltammetry and linear sweep voltammetry methods were used for electrochemical studies and the electrocatalytic activity of the NPG-islands surface was investigated towards the oxygen reduction reaction (ORR) and hydrogen evolution reaction (HER). Electrochemical results revealed exceptional ORR activity of the NPG-islands evaluated by the shift of the onset potential towards less negative values compared to bare GC (0.55 V) and Au (0.25 V) electrodes, respectively, with a 3-fold increased current density in neutral PBS solution (pH 7). Rotating-disk measurements indicate a direct conversion of oxygen to water via a four-electron reduction pathway. The electrocatalytic activity was also evaluated for HER in 0.5 mol L-1 H2SO4 solution and a benchmark current density of 10 mA cm(-2 )at a very low overpotential of -0.075 V was obtained, which is similar to bulk Pt performance. The plausible mechanism of the HER was realized from the Tafel plot and the obtained slope of 46 mV dec(-1) suggests the Volmer-Heyrovsky mechanism takes place in such electrochemical process. Furthermore, the durability of the catalyst was also studied and exceptional stability was observed in cyclic voltammetry (up to 2000 cycles) and chronopotentiometry (at 10 mA cm(-2) for 19 h). (C) 2019 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.									14	0	0	0	3	0	14			0360-3199	1879-3487		WOS:000472127700047		
J	Lu, Luhua; Lv, Zaozao; Si, Yanjie; Liu, Muye; Zhang, Si								Recent progress on band and surface engineering of graphitic carbon nitride for artificial photosynthesis								APPLIED SURFACE SCIENCE				462				693	712		10.1016/j.apsusc.2018.08.131				DEC 31 2018	2018	Artificial photosynthesis based on semiconductor photocatalysts has attracted great attentions recent years for its advantage in clean energy applications. Environmental friendly metal free semiconducting graphitic carbon nitride, which can be synthesized via simple pyrolysis of cheap industrial resources at low cost, with visible light photocatalytic activity for hydrogen evolution, oxygen evolution, hydrogen peroxide production and reduction of carbon dioxide has been intensively studied in recent ten years. On the way of developing highly active photocatalysts, publications focusing on graphitic carbon nitride have been dramatically increased especially in recent five years. These researches have revealed some key issues, which includes morphology, atomic composition, basal plane structure and defects, composites and type of co-catalysts, influence photocatalytic activity of graphitic carbon nitride based materials from different aspects. These aspects include light absorption, charge separation/migration and surface reactions, which can be categorized into band structure and surface activity characters of graphitic carbon nitride based materials. This review is focusing on engineering band and surface of graphitic carbon nitride for artificial photosynthesis. Through reviewing the recent progress on graphitic carbon nitride based artificial photosynthesis researches, it may provide more comprehensive and in-depth understanding for further designing of highly activity photocatalysts based on graphitic carbon nitride.									35	3	0	0	5	0	36			0169-4332	1873-5584		WOS:000447741800080		
J	Li, Dan; Zhang, Bowei; Li, Yang; Chen, Rongsheng; Hu, Shan; Ni, Hongwei				Li, Yang/ABD-7005-2021; Hu, Shan/Y-8878-2019; Zhang, Bowei/AAN-8981-2021	Hu, Shan/0000-0003-4842-5748; Zhang, Bowei/0000-0002-6228-5238; Li, Dan/0000-0003-1075-9136			Boosting hydrogen evolution activity in alkaline media with dispersed ruthenium clusters in NiCo-layered double hydroxide								ELECTROCHEMISTRY COMMUNICATIONS				101				23	27		10.1016/j.elecom.2019.01.014				APR 2019	2019	Herein, we report a hybrid electrocatalyst consisting of Ru clusters trapped in NiCo-layered double hydroxide (NiCo-LDH) as the basis for an efficient hydrogen evolution reaction (HER) in alkaline media. Benefiting from the fast water dissociation kinetics on NiCo-LDH and favorable H recombination on Ru, the resultant Ru-NiCo-LDH shows an extremely low HER overpotential of 28 mV at a current density of 10 mA cm(-2) with a small Tafel slope of 42 mV dec(-1). This superior catalytic activity can be ascribed to its high charge transfer ability and to the synergistic effect of the highly dispersed Ru and the NiCo-LDH. Moreover, we also found that the oxidized Ru incorporated in NiCo-LDH was entirely reduced to Ru-0 under hydrogen-evolution conditions, which suggests that Ru-0 is the true catalytically active phase responsible for the outstanding HER performance.									36	3	0	0	3	0	37			1388-2481	1873-1902		WOS:000464134900005		
J	BARKATT, A; HOJAJI, H; MICHAEL, K								CHARACTERIZATION OF OXIDIZED SPECIES IN SUPERCONDUCTING TERNARY OXIDES BY SOLUTION CHEMISTRY								MATERIALS RESEARCH BULLETIN				23	5			735	742		10.1016/0025-5408(88)90039-6				MAY 1988	1988										2	0	0	0	0	0	2			0025-5408			WOS:A1988N635600015		
J	Zhao, Mengyuan; Gan, Guoyou; Zhang, Qiuju				zhang, qiu/GXG-5600-2022				Different Bonding Defects on Dual-Metal Single-Atom Electrocatalyst CoZnN6(OH) for Oxygen Reduction Reaction								CHEMPHYSCHEM				23	8					e202100902	10.1002/cphc.202100902		MAR 2022		APR 20 2022	2022	Since dual-metal single-atom catalyst (CoZnN/C) has been experimentally synthesized by atomically arching CoZn on N-doped carbon nanofibers and exhibited potential electrocatalysis activity towards oxygen reduction reaction (ORR), we perform first-principles calculations to identify the highly active sites at different defects by comparing the four-step ORR processes on the constructed four CoZnN6 models on graphene. The corresponding N-edge effect, dopant effect, and C-edge ring-closing effect are evaluated with the ORR evolution on different bonding environments, including pristine CoZnN6(OH), nanoribbon (NR) along zigzag direction, substitution of carbon/oxygen (C/O substitution), and C-edge ring-closing configurations. OH-ligand is shown to significantly improve the ORR activities for all the considered structures. Especially, C-substituted CoZnN6(OH), NR-CoZnN5O(OH) and CoZnN6(OH) with C-edge-effect exhibit obviously reduced overpotentials (eta(lim)=0.28, 0.48 and 0.41 V) of rate-determining steps among all the considered nine candidates. By plotting the relationship between the limiting potentials (U-lim) and free energies of intermediate *OH (Delta G(OH*)), two prior catalysts of pristine-CoZnN5C(OH) and defect-CoZnN6CH(OH) are located near the top of the volcano curve with higher U-lim=0.95 and 0.82 V than Pt(111) (U-lim=0.80 V), implying that C-substitution could facilitate ORR performance in pristine- and defect-CoZnN6(OH) bonding situation.									1	0	0	0	0	0	1			1439-4235	1439-7641		WOS:000772496800001	35170167	
J	Yin, Jiao; Jia, Jianbo; Zhu, Liande					Jia, Jianbo/0000-0003-0671-1527			Double-template synthesis of platinum nanomaterials for oxygen reduction								MICROCHIMICA ACTA				166	1-2			151	156		10.1007/s00604-009-0178-7				JUL 2009	2009	Gas bubble dynamic template, a new green and promising template, can be used to prepare nanostructured materials with different shapes from electrochemical deposition processes. Different morphological platinum nanomaterials have been synthesized by the replacement reaction of the deposited copper nanomaterials which were obtained under negative potential along with H-2 evolution (dynamic template) at a glassy carbon electrode. Scanning electron microscopy, X-ray photoelectron spectroscopy, X-ray diffraction, and electrochemical methods were adopted to characterize their structures and properties. The nanomaterials platinum exhibited excellent catalytic activity toward oxygen reduction. The results demonstrated that the strategy is a simple, cost-effective, and potent method to prepare platinum nanomaterials.									7	0	0	0	0	0	7			0026-3672	1436-5073		WOS:000268019200021		
J	Ma, Jiaojiao; Geng, Zhibin; Jiang, Yilan; Hou, Xiangyan; Ge, Xin; Wang, Zizhun; Huang, Keke; Zhang, Wei; Feng, Shouhua				zhang, wei/A-7910-2010; Zhang, xiaoyu/GXA-3206-2022	zhang, wei/0000-0002-6414-7015; 			Exsolution manipulated local surface cobalt/iron alloying and dealloying conversion in La0.95Fe0.8Co0.2O3 perovskite for oxygen evolution reaction								JOURNAL OF ALLOYS AND COMPOUNDS				854						157154	10.1016/j.jallcom.2020.157154				FEB 15 2021	2021	The preparation of metal/perovskite oxide composite by exsolution is an effective way to synthesize highly efficient electrocatalysts. For transition metal doped Fe-based perovskite oxides, the exsolved metal nanoparticles are usually Fe-based alloys. Herein, we in-situ exsolved single Co metal from A-site defective La0.95Fe0.8Co0.2O3 (LFCO) via a thermal reduction method above 600 degrees C. At lower temperature (500 degrees C), the species exsolved from LFCO is CoFe alloy, while the temperature rises above 600 degrees C, the composition of metal nanoparticles changes to single Co metal by cation exchange between Fe in metal nanoparticles and Co in perovskite oxide, forming Co/LFCO composite. This phenomenon could be owing to the higher co-segregation energy of Co than Fe cations, and LaFeO3 is thermodynamically more stable at high temperatures. As a result, Co/LFCO shows largely improved conductivity than CoFe/LFCO counterpart, and thereof enhanced activity for oxygen evolution reaction (OER). Our work has positive implication for designing a wide range of efficient electrocatalysts by in-situ tuning the composition of surface nanoparticles. (C) 2020 Elsevier B.V. All rights reserved.									14	1	0	0	0	0	15			0925-8388	1873-4669		WOS:000596039500011		
