PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Geng, Jing; Wu, Hao; Al-Enizi, Abdullah M.; Elzatahry, Ahmed A.; Zheng, Gengfeng				Wu, Hao/L-6304-2019; , Elzatahry/A-2548-2012; Zheng, Gengfeng/G-7023-2011; Wu, Hao/AAA-1497-2021; Al-Enizi, Abdullah M./C-8365-2016	Wu, Hao/0000-0002-9464-2033; , Elzatahry/0000-0002-7291-5723; Zheng, Gengfeng/0000-0002-1803-6955; Al-Enizi, Abdullah M./0000-0002-3967-5553			Freestanding eggshell membrane-based electrodes for high-performance supercapacitors and oxygen evolution reaction								NANOSCALE				7	34			14378	14384		10.1039/c5nr04603c				2015	2015	A type of freestanding, light-weight eggshell membrane-based electrode is demonstrated for supercapacitors and for oxygen evolution reaction (OER) catalysis. As a widely available daily waste, eggshell membranes have unique porous three-dimensional grid-like fibrous structures with relatively high surface area and abundant macropores, allowing for effective conjugation of carbon nanotubes and growth of NiCo2O4 nanowire arrays, an effective supercapacitor material and OER catalyst. The three-dimensional fibrous eggshell membrane frameworks with carbon nanotubes offer efficient pathways for charge transport, and the macropores between adjacent fibers are fully accessible for electrolytes and bubble evolution. As a supercapacitor, the eggshell membrane/carbon nanotube/NiCo2O4 electrode shows high specific capacitances at current densities from 1 to 20 A g(-1), with excellent capacitance retention (>90%) at 10 A g(-1) for over 10 000 cycles. When employed as an OER catalyst, this eggshell membrane-based electrode exhibits an OER onset potential of 1.53 V vs. the reversible hydrogen electrode (RHE), and a stable catalytic current density of 20 mA cm(-2) at 1.65 V vs. the RHE.									35	1	0	0	4	0	36			2040-3364	2040-3372		WOS:000360117200023	26247312	
J	Hansen, K. Kammer				Hansen, Kent Kammer/O-1287-2013	Hansen, Kent Kammer/0000-0002-1349-958X			Electrochemical Reduction of Oxygen and Nitric oxide at low Temperature on La1-xSrxCr0.97V0.03O3-delta Cathodes								JOURNAL OF THE ELECTROCHEMICAL SOCIETY				160	11			F1254	F1257		10.1149/2.044311jes				2013	2013	Five La1-xSrxCr0.97V0.03O3-delta (x = 0, 0.05, 0.15, 0.25, 0.35) perovskites were synthesized and characterized by powder XRD and cyclic voltammetry on cone-shaped electrodes in 10% oxygen in argon or 1% nitric oxide in argon at 200, 300 and 400 degrees C. It was shown that the activation energy for the reduction of oxygen is higher than the activation energy for the reduction nitric oxide. The activity for the reduction of both oxygen and nitric oxide was shown to be highest for the end member La0.65Sr0.35Cr0.97V0.03O3-delta. The highest ratio between the current densities in the nitric oxide and oxygen containing atmospheres was found for the end member LaCr0.97V0.03O3-delta. The chromites also showed activity as anodes for either oxygen evolution or oxidation of nitric oxide to nitrogen dioxide. (C) 2013 The Electrochemical Society. All tights reserved.									3	0	0	0	0	0	3			0013-4651	1945-7111		WOS:000326905000088		
J	Moden, B; Da Costa, P; Lee, DK; Iglesia, E				DA COSTA, Patrick/J-5632-2013; Iglesia, Enrique/D-9551-2017	DA COSTA, Patrick/0000-0002-0083-457X; Iglesia, Enrique/0000-0003-4109-1001			Transient studies of oxygen removal pathways and catalytic redox cycles during NO decomposition on Cu-ZSM5								JOURNAL OF PHYSICAL CHEMISTRY B				106	37			9633	9641		10.1021/jp020731g				SEP 19 2002	2002	The identity of reactive intermediates and of active sites and the details of redox cycles and oxygen removal pathways during NO decomposition on well-characterized Cu-ZSM5 were examined by combining previous. spectroscopic and steady-state kinetic studies with measurements of the rate of evolution of NO, N2O, NO2, N-2, and O-2 during isothermal and nonisothermal kinetic transients. The oxygen coverages measured during reversible isothermal switches from He to NO/He mixtures showed that NO decomposition involves bimolecular reactions of two NO molecules adsorbed on vicinal Cu+ species with the formation of N2O as the initial product near ambient temperature. These vicinal Cu+ species form via oxygen removal from {Cu2+-O2--Cu2+}(2+) to form {Cu+-square-Cu+}(2+) using NO2 as an oxygen carrier among distant oxidized dimers. Adsorbed nitrate (NO3*) is the kinetically relevant intermediate in the formation of O-2 during NO decomposition. This NO3* decomposition reaction is one of the steps involved in the equilibrated formation of NO2 observed during NO decomposition. These NO-mediated oxygen removal pathways, in which NO acts both as a reductant and as an oxidant, are significantly more rapid than recombinative desorption steps. The desorption of products and of unreacted NO during reactions of preadsorbed NO with increasing catalyst temperature confirmed the bimolecular nature and the low activation energy for N2O formation from NO. The facile nature of this reaction and the unfavorable NO adsorption thermodynamics as temperature increases combine to give the observed decrease in NO decomposition rates at high temperatures. These findings are consistent with some reported mechanism-based steady-state rate expressions and with previous infrared detection of the reaction intermediates proposed here based on isothermal and nonisothermal transients. These pathways appear to be relevant also to N2O decomposition reactions, which occur after the initial formation of N2O from NO and involve reactions of N2O with {Cu+-square-Cu+}(2+) and removal of oxygen via NO-mediated desorption pathways. This study brings consensus and some clarification into the mechanistic details for NO and N2O decomposition reactions and resolves some remaining discrepancies and some contradictory conclusions in previous reports.									35	2	1	0	0	0	38			1520-6106			WOS:000178010700022		
J	Morales-Guio, Carlos G.; Mayer, Matthew T.; Yella, Aswani; Tilley, S. David; Graetzel, Michael; Hu, Xile				Tilley, David/B-3023-2018; Morales-Guio, Carlos G./D-9141-2014; Nazeeruddin, Mohammad K/B-1323-2008; hu, xile/A-7687-2010; Morales Guio, Carlos/AAE-9444-2019; Mayer, Matthew T./C-8062-2011	Tilley, David/0000-0002-7542-1147; Morales-Guio, Carlos G./0000-0002-5840-5591; Nazeeruddin, Mohammad K/0000-0001-5955-4786; hu, xile/0000-0001-8335-1196; Morales Guio, Carlos/0000-0002-5840-5591; Mayer, Matthew T./0000-0001-5379-2775			An Optically Transparent Iron Nickel Oxide Catalyst for Solar Water Splitting								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				137	31			9927	9936		10.1021/jacs.5b05544				AUG 12 2015	2015	Sunlight-driven water splitting to produce hydrogen fuel is an attractive method for renewable energy conversion. Tandem photoelectrochemical water splitting devices utilize two photoabsorbers to harvest the sunlight and drive the water splitting reaction. The absorption of sunlight by electrocatalysts is a severe problem for tandem water splitting devices where light needs to be transmitted through the larger bandgap component to illuminate the smaller bandgap component. Herein, we describe a novel method for the deposition of an optically transparent amorphous iron nickel oxide oxygen evolution electrocatalyst. The catalyst was deposited on both thin film and high-aspect ratio nanostructured hematite photoanodes. The low catalyst loading combined with its high activity at low overpotential results in significant improvement on the onset potential for photoelectrochemical water oxidation. This transparent catalyst further enables the preparation of a stable hematite/perovskite solar cell tandem device, which performs unassisted water splitting.									203	8	0	0	23	0	205			0002-7863			WOS:000359613300028	26200221	
J	Li, YH; Radovic, LR; Lu, GQ; Rudolph, V				Radovic, Ljubisa R/B-3306-2012; Lu, Gaoqing/A-2859-2008	Radovic, Ljubisa R/0000-0003-3026-1036; Lu, Gaoqing/0000-0002-5223-1674; Abdimomyn, Saken/0000-0002-5985-9050; rudolph, victor/0000-0002-5819-9302; Lu, Gaoqing (Max)/0000-0002-1456-6983			A new kinetic model for the NO-carbon reaction								CHEMICAL ENGINEERING SCIENCE				54	19			4125	4136		10.1016/S0009-2509(99)00121-9				OCT 1999	1999	The kinetics of the NO-carbon reaction was studied by thermogravimetric analysis (TGA). The reactivity as a function of carbon conversion was systematically investigated through characterization of the pore structure and carbon active site evolution during reaction. Total surface area measured by CO, adsorption at 273 K gives a relatively constant normalized reactivity over a wide range of carbon conversions. The carbon active surface area (ASA) and unoccupied active surface area (UASA) were estimated from low-temperature NO chemisorption capacities. Large amounts of stable C-O complexes are found to form during the reaction. Results show that ASA or UASA measured in this way do not represent the reactive surface area under gasification conditions. A new kinetic model is introduced by taking into account the contributions from different carbon-oxygen surface complexes during reaction, based on the recently proposed unified kinetic scheme of Yang and coworkers. (C) 1999 Elsevier Science Ltd. All rights reserved.									43	5	0	0	5	0	48			0009-2509	1873-4405		WOS:000081651400001		
J	Zhang, Li; Wang, Weiwei; Xu, Guancheng; Song, Huijun; Yang, Lifan; Jia, Dianzeng								Facile synthesis of CoxFe1-xP microcubes derived from metal-organic frameworks for efficient oxygen evolution reaction								JOURNAL OF COLLOID AND INTERFACE SCIENCE				554				202	209		10.1016/j.jcis.2019.07.008				OCT 15 2019	2019	The electrochemical splitting of water provides an attractive method for the production of hydrogen fuels. Unfortunately, the slow kinetics of oxygen evolution (OER) on the anode side of the electrolyzer hinders the efficient and large-scale hydrogen production. In this study, starting from metal-organic frameworks (MOFs), a series of bimetal phosphides CoxFe1-xP (x = 0.33, 0.50, 0.66, 0.75 and 0.80) were synthesized by low-temperature phosphidiation of corresponding MOFs precursors. The as-prepared samples were characterized by scanning electron microscopy (SEM), transmission electron microscopy (TEM), X-ray powder diffraction (XRD) and X-ray photoelectron spectroscopy (XPS). Studies indicate that the proportion of cobalt and iron elements make a big differences on the structure of the materials. Benefiting from the porous structure and large specific area of the MOFs precursors, as well as the synergistic effect between Co and Fe elements, the as-synthesized Co0.66Fe0.33P shows superior electrocatalytic performances and outstanding stability toward OER in alkaline solution. (C) 2019 Elsevier Inc. All rights reserved.									11	2	0	0	0	0	11			0021-9797	1095-7103		WOS:000487346200022	31301520	
J	Chen, Xing-Liang; Lu, Jin; Jiang, Yan; Li, Yu-Feng; Chang, Hui; Yang, Hai-Yan; Zhang, De-Xiang; Wen, Tian; Jiang, Zhi-Qiang					Zhang, Dexiang/0000-0001-9812-3735			Active Sites In Situ Implanted Hybrid Zeolitic Imidazolate Frameworks for a Water Oxidation Catalyst								INORGANIC CHEMISTRY											10.1021/acs.inorgchem.2c01367		AUG 2022			2022	Metal-organic frameworks (MOFs) have been a focus of research because of their unique porous structure, but they are usually not directly for electrocatalysis. Herein, we prepared a special class of Fe/Zn/Mo-based trimetallic hybrid zeolitic imidazolate frameworks by in situ solvothermal synthesis that have the potential to act directly as highly efficient oxygen evolution reaction electrocatalysts. This work provides a foundation for the preparation of multimetal MOFs and expands the investigation of electrocatalysts.									0	0	0	0	0	0	0			0020-1669	1520-510X		WOS:000836382100001	35913725	
J	Wang, Aijian; Chen, Xiaodong; Cheng, Laixiang; Shen, Xiaoliang; Zhu, Weihua; Li, Longhua; Pang, Jingyu					Zhu, Weihua/0000-0003-3529-497X			Insights into the synergistic effect of multi-walled carbon nanotube decorated Mo-doped CoP(2)hybrid electrocatalysts toward efficient and durable overall water splitting								JOURNAL OF MATERIALS CHEMISTRY A				8	34			17621	17633		10.1039/d0ta06275h				SEP 14 2020	2020	In this work, a series of MoxCo1-xP2/MWCNT (x= 0.25, 0.29 and 0.33) composite electrocatalysts have been designed and successfully fabricated, and their utility as remarkable, active and stable electrocatalysts is reported for the first time. The MoxCo1-xP2/MWCNT composite electrocatalysts with controllable morphology and composition are created by changing the molar ratios of Mo : Co precursors. Mo0.29Co0.71P2/MWCNTs exhibits the best hydrogen evolution (HER) and oxygen evolution reaction (OER) performance with low overpotentials of 85 and 220 mV in 1.0 M KOH, respectively. Impressively, a cell voltage of 1.48 V at a current density of 10 mA cm(-2)for overall water splitting has been realized by using Mo0.29Co0.71P2/MWCNTs as both the cathode and anode material, which is one of the lowest potentials for practical overall water splitting. Experimental and density functional theory results suggest that such excellent electrocatalytic performance may stem from the synergistic effect between Mo(0.29)Co(0.71)P(2)and MWCNTs.									37	1	0	0	3	0	38			2050-7488	2050-7496		WOS:000566092600025		
P	JIANG Y; WANG X; XIA L								Preparing nickel-manganese-layered double hydroxide nanosheet loaded on foam nickel useful for electrocatalytic oxidation of benzylamine, comprises e.g. obtaining processed nickel foam, adding nickel nitrate hexahydrate, reacting and drying					CN112877729-A	UNIV LIAONING																			NOVELTY - Preparing nickel-manganese-layered double hydroxide nanosheet loaded on foam nickel comprises (i) placing the foam nickel in hydrochloric acid solution for ultrasonic cleaning, to remove foam nickel surface nickel oxide layer, using ethanol, acetone and deionized water to wash many times, drying to obtain the processed nickel foam, (ii) adding nickel nitrate hexahydrate, anhydrous manganese chloride and urea respectively into mixed solution of deionized water and ethylene glycol, ultrasonically dissolving completely, and stirring, (iii) placing the solution obtained in the step (ii) and processed nickel foam together in the reaction kettle of stainless steel tetrafluoroethylene lining, sealing, reacting, and cooling, and (iv) taking out the sample and washing using deionized water and absolute ethyl alcohol many times, and drying overnight in the oven of 80 degrees C. USE - The method for preparing nickel manganese-layered double hydroxide nano-sheet loaded on foam nickel is useful for electrocatalytic oxidation of benzylamine (Claimed). ADVANTAGE - The nano-sheet replaces the slow oxygen evolution reaction (OER) reaction, ensures catalyst exhibits excellent electrocatalytic activity for the oxidation of benzylamine, and has much higher current density than OER at the same voltage, and reduces initial potential.															0						DIIDW:2021640845		
J	Escalera-Lopez, Daniel; Jensen, Kim D.; Rees, Neil, V; Escudero-Escribano, Maria				Escudero-Escribano, Maria/D-1408-2011; López, Daniel Escalera/ABG-6895-2020; Rees, Neil/AAZ-8423-2021	Escudero-Escribano, Maria/0000-0002-6432-3015; López, Daniel Escalera/0000-0002-2001-9775; Rees, Neil/0000-0002-5721-1453			Electrochemically Decorated Iridium Electrodes with WS3-x Toward Improved Oxygen Evolution Electrocatalyst Stability in Acidic Electrolytes								ADVANCED SUSTAINABLE SYSTEMS				5	11	SI				2000284	10.1002/adsu.202000284		MAR 2021		NOV 2021	2021	Iridium-based oxides, currently the state-of-the-art oxygen evolution reaction (OER) electrocatalysts in acidic electrolytes, are cost-intensive materials which undergo significant corrosion under long-term OER operation. Thus, numerous researchers have devoted their efforts to mitigate iridium corrosion by decoration with corrosion-resistant metal oxides and/or supports to maximize OER catalyst durability whilst retaining high activity. Herein a one-step, facile electrochemical route to obtain improved IrOx thin film OER stability in acid by decorating with amorphous tungsten sulphide (WS3-x) upon electrochemical decomposition of a [WS4](2-) aqueous precursor is proposed. The rationale behind applying such WS3-x decoration stems from the generation of a tungsten oxide phase, a well-known corrosion-resistant photoactive OER catalyst. The study demonstrates the viability of the proposed WS3-x decoration, allowing the tailoring of experimental parameters responsible for WS3-x nanoparticle size and surface coverage. OER stability tests coupled by ex situ SEM and XPS corroborate the beneficial effect of WS3-x decoration, yielding improved OER specific activity metrics along with minimized Ir surface roughening, a characteristic of electrodissolution. Iridium decoration with electrodeposited, corrosion-resistant oxides is consequently shown to be a promising route to maximize OER stabilities.									3	0	0	0	0	0	3			2366-7486			WOS:000623173300001		
