PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Pola, Lucia; Collado, Sergio; Oulego, Paula; Diaz, Mario				; Diaz, Mario/B-8319-2013	Pola Fernandez, Lucia/0000-0003-3565-8104; Diaz, Mario/0000-0001-6218-1140			A proposal for the classification of sludge products throughout hydrothermal treatment								CHEMICAL ENGINEERING JOURNAL				430						132746	10.1016/j.cej.2021.132746		OCT 2021		FEB 15 2022	2022	As the wide variety of compounds that are solubilised and generated during hydrothermal treatments of sewage sludge cannot be defined individually, this study proposes a classification based on chemical characteristics and biodegradability. Moreover, it has deepened understanding of the role of oxygen in the reaction mechanisms and the evolution of chemical oxygen demand (COD) fractions and their components during hydrothermal treatments (180 degrees C, 80 bar). This information is necessary before separating specific compounds or using the hydrolysates directly as fertiliser or fermentation media. Results revealed the existence of an initial stage of sludge solubilisation (30 - 60 min), mainly produced by hydrolysis reactions and without mineralisation, followed by a second stage where oxygen promoted the conversion of solubilised compounds, mineralisation and the minimisation of the solid fraction. Total COD and total suspended solids (TSS) were reduced by 48% and 75% after 210 min of wet oxidation, compared to 28% and 50% after thermal hydrolysis. Oxygen led to a final liquid hydrolysate with fewer easily assimilable compounds (38% of the initial total COD converted into readily biodegradable), inorganic elements (17 g/kg TSSo) and refractory, inhibitory and less assimilable compounds (1.1 g O-2/L of slowly and non-biodegradable COD) compared to that obtained in its absence (61%, 24 g/kg TSSo and 2.3 g O-2/L, respectively). Oxidation mechanisms favoured the conversion of non-volatile hydroxy acids (NVHA) and inter-mediate compounds to volatile fatty acids (VFA), with VFA concentration being almost 3 times higher under an oxidising atmosphere, but with NHVFA 57% lower.									2	0	0	0	2	0	2			1385-8947	1873-3212		WOS:000727862700002		
J	Chava, Rama Krishna; Son, Namgyu; Kang, Misook				Chava, Rama Krishna/C-5635-2018	Chava, Rama Krishna/0000-0001-7293-8899; Son, Namgyu/0000-0002-4253-6714			Fabrication of oxygen vacancy rich ultrafine ceria nanocubes decorated one dimensional CdS heteronanostructures for efficient visible light driven hydrogen evolution reaction								APPLIED SURFACE SCIENCE				556						149731	10.1016/j.apsusc.2021.149731		APR 2021		AUG 1 2021	2021	The fabrication of heterostructures is considered as a unique approach to realize the proficient charge separation and higher photocatalytic activity. Herein, we have successfully designed a Type-II heterostructured photocatalyst system based on CeO2 nanocubes anchored one dimensional CdS nanomds (1D CdS NRs) for visible photocatalytic H-2 evolution reaction. Systematical characterizations including morphological, structural, optical and electrochemical measurements, firmly divulge the correlation between structures and photocatalytic activity of samples. The heterojunctions between nanorods and nanocubes result in the formation of CdS-CeO2 heteronanostructures (CdS-CeO2 HNSs) with unique band structures that lead to a Type-II heterojunction with efficient charge carriers' separation. The optimized CdS-CeO2 HNS photocatalyst displays an excellent H-2 evolution activity of 10.5 mmol/g/h and high stability. This superior performance is attributed to the efficient photoexcited charge carriers separation, suppressed recombination rate and strong hybridization between CdS and CeO2 components.									18	0	0	0	2	0	18			0169-4332	1873-5584		WOS:000734409800001		
J	Garnett, D.R.								Constraints on the 12C(alpha,gamma)16O nuclear reaction rate from Hubble Space Telescope observations of C/O in low-abundance galaxies								Nuclear Physics A				A621	1-2			27	30		10.1016/S0375-9474(97)00206-6				4 Aug. 1997	1997	The C/O abundance ratio in the ionized interstellar gas of galaxies with very low heavy element abundances is used to constrain the 12C(alpha,gamma)16O nuclear reaction rate, based on spectroscopic measurements using the Hubble Space Telescope (Garnett et al. 1995). We observe that C/O is only about one-third the solar system value in galaxies with the lowest abundances (O/H less than one-tenth of the solar system value), implying significant evolution of the abundance ratio. If intermediate mass stars have not contributed significant amounts of carbon to the interstellar gas in these galaxies, then the C/O ratio reflects nucleosynthetic yields of C and O in massive stars, which are sensitive to the 12C(alpha,gamma)16O rate. Based on stellar nucleosynthesis calculations of Weaver and Woosley (1993), the average observed C/O ratio in the four galaxies with the lowest abundances implies a reaction rate of 1.7 times the Caughlan and Fowler 1988 (CF88) ldquobaselinerdquo rate for 12C(alpha,gamma)16O, with a lower limit of 1.2 times the CF88 rate (95% confidence level). This compares well with Weaver and Woosley's best estimate of 1.7+or-0.5 times the CF88 rate.					Nuclei in the Cosmos. Fourth International SymposiumNuclei in the Cosmos. Fourth International Symposium	20-27 June 199620-27 June 1996		Notre Dame, IN, USANotre Dame, IN, USA	1	0	0		0	0	1			0375-9474			INSPEC:5735955		
J	Li, Tongfei; Luo, Gan; Liu, Qianyu; Li, Sulin; Zhang, Yiwei; Xu, Lin; Tang, Yawen; Yang, Jun; Pang, Huan								Encapsulation of NiCo nanoparticles into foam-like porous N,P-codoped carbon nanosheets: Electronic and architectural dual regulations toward high-efficiency water electrolysis								CHEMICAL ENGINEERING JOURNAL				410						128325	10.1016/j.cej.2020.128325		JAN 2021		APR 15 2021	2021	The rational design of earth-abundant and high-efficiency bifunctional electrocatalysts for expediting the sluggish kinetics of both hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) is imperative to fulfill the sustainable hydrogen-based energy electrochemical devices. The design rationale for advanced catalyst requires to simultaneously take into account both thermodynamic and kinetic aspects. Herein, a feasible and scalable hydrogel-bridged pyrolysis strategy is developed to directly immobilize uniform NiCo nanoparticles into 2D foam-like porous N,P-codoped carbon nanosheets (abbreviated as NiCo@N,P-CNSs hereafter). The bimetallic alloy synergy, well confined active sites and highly porous nanosheet architecture collaboratively afford modulated electronic structure, abundant active sites, and multidimensional mass diffusion pathways, which are thermodynamically and kinetically favorable for catalytic performance. Consequently, the as-fabricated NiCo@N,P-CNSs exhibit distinguished bifunctional performance in alkaline medium, requiring overpotentials of only 99 and 226 mV at a current density of 10 mA cm(-2) for HER and OER, respectively. Furthermore, when equipped in a two-electrode electrolyzer, the NiCo@N,P-CNS electrode couple displays a low cell voltage of 1.57 V at 10 mA cm(-2) and outstanding stability, outperforming a majority of the recently reported non-precious electrocatalysts and representing a competitive candidate for practical water electrolysis. Density functional theory (DFT) simulations further corroborate that the bimetallic NiCo alloy possesses favorable Gibbs free energies of water and hydrogen adsorption, which are beneficial for enhancing its intrinsic activity. More importantly, the developed methodology for the simultaneous realization of electronic modulation, nanostructure engineering and nanocarbon hybridization may provide new perspectives for future exploration of high-efficiency electrocatalysts for a range of energy conversion applications and beyond.									9	0	0	0	1	0	9			1385-8947	1873-3212		WOS:000705560800004		
J	Cai, Jian; Jiang, Feng; Liu, Xiaohao								Exploring pretreatment effects in Co/SiO2 Fischer-Tropsch catalysts: Different oxidizing gases applied to oxidation-reduction process								APPLIED CATALYSIS B-ENVIRONMENTAL				210				1	13		10.1016/j.apcatb.2017.03.036				AUG 5 2017	2017	The influence of reduction-oxidation-reduction (ROR) pretreatment on 20% Co/SiO2 has been investigated using different oxidizing gases including water vapor and oxygen in the oxidation step. In this study, the evolution concerning the SiO2 structure and the cobalt phase and morphology is clearly elucidated at each step of reduction, oxidation and subsequent re-reduction. It is demonstrated that ROR treatment using both oxygen and water vapor decreases the average cobalt particle size. However, the catalytic performance affected in FTS is considerably different. ROR treatment in oxygen results in an increase in catalytic activity. In contrast, the water vapor applied in oxidation step obviously deactivates cobalt catalyst and enhances selectivity of methane. The resulting deactivation is ascribed to the promoted formation of irreducible cobalt silicate through the reaction between water vapor caused surface Si OH groups and oxidized cobalt (CoO) in spite of unchanged surface area and pore structure on SiO2. The characterization data reveals that the re-dispersion of cobalt particles occurs at oxidation step rather than the re-reduction step. In addition, the results indicate that the ROR treatment reducing the cobalt particle size depends on its initial size as no re-dispersion can be observed in the case of particles smaller than about 11 nm. Furthermore, the water vapor shows more effective re-dispersion in cobalt particles compared with the use of oxygen. This study provides fundamental insights into the control of catalytic activity, product selectivity, and catalyst stability over supported cobalt catalysts by understanding the evolution of catalyst structure through ROR treatment in different chemical environment. (C) 2017 Elsevier B.V. All rights reserved.									36	6	0	0	1	0	42			0926-3373	1873-3883		WOS:000400585500001		
J	Dai, Jingsong; Feng, Huajun; Shi, Kefan; Ma, Xiangjuan; Yan, Yan; Ye, Ling; Xia, Yijing								Electrochemical degradation of antibiotic enoxacin using a novel PbO2 electrode with a graphene nanoplatelets inter-layer: Characteristics, efficiency and mechanism								CHEMOSPHERE				307						135833	10.1016/j.chemosphere.2022.135833				NOV 2022	2022	A novel PbO(2)electrode was fabricated by adding graphene nanoplatelets (GNP) inter-layer into beta-PbO2 active layer (called GNP-PbO2) and utilized to degradation of antibiotic enoxacin (ENO). The GNP-PbO2 electrode had a much rougher surface than the typical PbO2 electrode, with smaller crystal size and lower charge-transfer resistance at the electrode/electrolyte interface. Notably, the GNP inter-layer increased the oxygen evolution potential of PbO2 electrode (2.05 V vs. SCE), which was very beneficial to inhibit oxygen evolution and promote .OH production. The relatively best operating parameters for ENO removal and energy efficiency were current density of 20 mA cm(-2), initial pH of 7, initial ENO concentration of 100 mg L-1 and electrode distance of 4 cm. Furthermore, indirect radical oxidation was found to be the main way during electrolysis process. Based on the observed analysis of intermediate products, the main reaction pathways of ENO included hydroxylation, defluorination and piperazine ring-opening. Finally, combinating with the electro-oxidation capability, stability and safety evaluation, we can conclude that GNP-PbO2 is a promising anode for treatment of various organic pollutants in wastewater.									2	0	0	0	0	0	2			0045-6535	1879-1298		WOS:000853586000001	35948101	
J	Liu, Lei; Ma, Jun; Xue, Qiang; Zeng, Gang; Zhao, Ying								The Viability of Design and Operation of the Air Injection Well for Improvement In Situ Repair Capacity in Landfill								ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY				36	2			412	419		10.1002/ep.12472				MAR 2017	2017	The rationality of air injection well for operation parameter design is important for effective repair and safety of aeration systems in landfills. On the basis of the literature, the operating results of the air injection systems used in field sites were summarized, and the key design parameters were addressed. The operation and assessment of aeration systems were presented. First, the behavior of oxygen transport was caused by the characteristics of the pore media in the waste body. A mathematical model was needed to address the spatial- temporal evolutions of oxygen concentration in landfill. The optimum design method of gas injection well should be developed to elevate the oxygen content at maximum level across the field site, applying to most landfills. Second, an effective leachate exchange and recirculation plan should be developed to ensure sustained aerobic reaction in full scale. Some experiences of leachate discharge in field sites were presented. Third, the relationship between oxygen consumption and stability indicators should be determined to create an effective aeration plan. This function will help evaluate the reliability of aeration systems. This study provides evidence for the design, construction, operation, and effectiveness assessment of air injection well in repair engineering of landfills. (C) 2016 American Institute of Chemical Engineers									4	0	0	0	1	0	4			1944-7442	1944-7450		WOS:000400362600009		
J	Sokolov, V. A.								On a Possible Way to Increase the Efficiency of Photosynthesis								DOKLADY BIOCHEMISTRY AND BIOPHYSICS				491	1			98	100		10.1134/S1607672920020131				MAR 2020	2020	The paper briefly describes the evolution of the key enzyme of photosynthesis, RuBisCO. Before the emergence of the reaction of carbon dioxide assimilation via photosynthesis, this protein was involved in the methionine metabolism chain. Possibly, for this reason, the carboxylation reaction catalyzed by enzyme proceeds very slowly. In addition to carboxylation, RuBisCO can simultaneously oxidize ribulose bisphosphate, a substrate to which the fixed CO(2)is attached. This, in turn, also reduces the effectiveness of photosynthesis. In this regard, the literature discusses various options for increasing plant productivity by creating new forms of RuBisCO or fundamentally different pathways of carbon dioxide assimilation. In this work, we propose a modification of the carboxylation reaction that makes it possible to avoid photorespiration and thus increase the efficiency of photosynthesis.									1	0	0	0	0	0	1			1607-6729	1608-3091		WOS:000540874900011	32483761	
J	Lei, Lei; Yin, Zhuo; Huang, Danlian; Chen, Yashi; Chen, Sha; Cheng, Min; Du, Li; Liang, Qinghua					Cheng, Min/0000-0003-1086-4008			Metallic Co and crystalline Co-Mo oxides supported on graphite felt for bifunctional electrocatalytic hydrogen evolution and urea oxidation								JOURNAL OF COLLOID AND INTERFACE SCIENCE				612				413	423		10.1016/j.jcis.2021.12.149				APR 15 2022	2022	Oxygen evolution reaction (OER) and urea oxidation reaction (UOR) play important roles in the field of hydrogen energy preparation and pollution treatment. In this work, by merging bimetallic Co-Mo oxides with metallic Co on the graphite felt (GF), we effectively manufacture a 3D bifunctional and highly efficient electrocatalyst (CoMoO@Co/GF) with multi-site functionality for the simultaneous reduction of water and the oxidation of urea in an alkaline medium. The presence of metallic Co causes Co-Mo oxides to evolve from amorphous to crystalline structures. The coupling interface produced between metallic Co and Co-Mo oxides is proven to facilitate electron transport in addition to extensively accessible and highly electroactive Co-Mo oxide nanoflower architecture. The experimental results reveal that the over-potentials for OER and UOR in the CoMoO@Co/GF electrode require only 269 and 115 mV to obtain a current density of 10 mA cm(-2), respectively. Furthermore, with the aid of urea, the over-potential for HER at the current density of 10 mA cm(-2) is lowered to 155 mV. Most notably, the constructed CoMoO@Co/GF-based electrolytic cell only requires a 1.5 V dry battery to achieve effective H-2 evolution and noteworthy stability, outperforming the commercial catalyst-based device and many previous results. The combination of experiments and theoretical calculations further clarifies the active sites in the catalyst. What's more, the pathway of electron transfer in the catalytic process is defined. (C) 2021 Published by Elsevier Inc.									2	0	0	0	0	0	2			0021-9797	1095-7103		WOS:000750616800005	34999546	
J	Ge, Peng; Yuan, Shaohui; Zhao, Wenqing; Zhang, Limin; Yang, Yue; Xie, Lingling; Zhu, Limin; Cao, Xiaoyu					Ge, Peng/0000-0002-6598-0375; Yang, Yue/0000-0002-1490-6802; Cao, Xiaoyu/0000-0002-6740-4937			Rare earth metal La-doped induced electrochemical evolution of LiV3O8 with an oxygen vacancy toward a high energy-storage capacity								JOURNAL OF MATERIALS CHEMISTRY A				9	3			1845	1858		10.1039/d0ta10755g				JAN 21 2021	2021	Due to its high theoretical capacity (similar to 280 mA h g(-1)), lithium vanadium oxide (LiV3O8) is considered a promising electrode material for meeting the demands for a longer battery life. However, it still suffers from an inferior cycling stability and rate properties. Benefitting from the unique traits of rare earth metal La, La-doping was introduced to V-sites, leading to an expansion of the lattice volume and reduced particle size, and bringing about more oxygen defects for fast ion redox reactions. The considerable discharge capacity of optimized La-doped LiV3O8 could reach up to 308 mA h g(-1), and the capacity could be kept at 252 mA h g(-1) after numerous loops. Supported by a detailed analysis of the capacity curves, an improved redox activity of V5+ was strongly demonstrated. Moreover, compared to the basic materials, an increasing rate capacity located in the low potential range was detected, ascribed to the existence of an oxygen vacancy, enabling a reduction in the energy barrier and a broadening of the energy distribution. Interestingly, La-doping could ultimately improve the capacity and is thus worth further exploration, particularly for the design of advanced cathodic materials.									15	0	0	0	0	0	15			2050-7488	2050-7496		WOS:000612470000048		
