PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Wu, Dongshuang; Kusada, Kohei; Yoshioka, Satoru; Yamamoto, Tomokazu; Toriyama, Takaaki; Matsumura, Syo; Chen, Yanna; Seo, Okkyun; Kim, Jaemyung; Song, Chulho; Hiroi, Satoshi; Sakata, Osami; Ina, Toshiaki; Kawaguchi, Shogo; Kubota, Yoshiki; Kobayashi, Hirokazu; Kitagawa, Hiroshi				Matsumura, syo/AAY-9886-2021; Hiroshi, Kitagawa/AAE-7334-2021; SAKATA, Osami/H-2621-2011; Kobayashi, Hirokazu/GNM-5285-2022; Wu, Dongshuang/GRX-7636-2022	Hiroshi, Kitagawa/0000-0001-6955-3015; SAKATA, Osami/0000-0003-2626-0161; Yamamoto, Tomokazu/0000-0002-1016-3802; Kusada, Kohei/0000-0002-9679-6749; Kobayashi, Hirokazu/0000-0001-8451-4110; SEO, Okkyun/0000-0002-8732-0255			Efficient overall water splitting in acid with anisotropic metal nanosheets								NATURE COMMUNICATIONS				12	1					1145	10.1038/s41467-021-20956-4				FEB 16 2021	2021	Water is the only available fossil-free source of hydrogen. Splitting water electrochemically is among the most used techniques, however, it accounts for only 4% of global hydrogen production. One of the reasons is the high cost and low performance of catalysts promoting the oxygen evolution reaction (OER). Here, we report a highly efficient catalyst in acid, that is, solid-solution RuIr nanosized-coral (RuIr-NC) consisting of 3 nm-thick sheets with only 6at.% Ir. Among OER catalysts, RuIr-NC shows the highest intrinsic activity and stability. A home-made overall water splitting cell using RuIr-NC as both electrodes can reach 10mAcm(geo)(-2) at 1.485V for 120h without noticeable degradation, which outperforms known cells. Operando spectroscopy and atomic-resolution electron microscopy indicate that the high-performance results from the ability of the preferentially exposed {0001} facets to resist the formation of dissolvable metal oxides and to transform ephemeral Ru into a long-lived catalyst. Ru is one of the most active metals for oxygen evolution reaction, but it quickly dissolves in acidic electrolyte particularly in nanosized form. Here, the authors show that coral-like solid-solution RuIr consisting of 3 nm-thick sheets with only 6 at% Ir is a long-lived catalyst with high activity.									43	2	0	0	3	0	43				2041-1723		WOS:000626757600001	33594054	
J	Sun, Zemin; Wang, Xiaorui; Yuan, Mengwei; Yang, Han; Su, Yuhe; Shi, Kefan; Nan, Caiyun; Li, Huifeng; Sun, Genban; Zhu, Jia; Yang, Xiaojing; Chen, Shaowei					Zhu, Jia/0000-0002-4938-2850; Li, Huifeng/0000-0002-0257-3967			"Lewis Base-Hungry" Amorphous-Crystalline Nickel Borate-Nickel Sulfide Heterostructures by In Situ Structural Engineering as Effective Bifunctional Electrocatalysts toward Overall Water Splitting								ACS APPLIED MATERIALS & INTERFACES				12	21			23896	23903		10.1021/acsami.0c03796				MAY 27 2020	2020	The development of high-performance, low-cost, and long-lasting electrocatalysts for both hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) is urgently needed for effective electrochemical water splitting. In the present study, an engineering process was employed to prepare "Lewis base-hungry" amorphous-crystalline nickel borate-nickel sulfide (Ni-3(BO3)(2)-Ni3S2) heterostructures, which exhibited unprecedentedly high electrocatalytic activity toward both OER and HER in alkaline media. The optimal Ni-3(BO3)(2)-Ni3S2/nickel foam (Ni-3(BO3)(2)-Ni3S2/NF) electrode displayed an ultralow overpotential of only -92 and +217 mV to reach the current density of 10 mA cm(-2) for HER and OER, respectively. When the Ni-3(BO3)(2)-Ni3S2/NF electrode was used as both the anode and cathode for overall water splitting, a low cell voltage of 1.49 V was needed to achieve the current density of 10 mA cm(-2), which was superior to the performance of most noble metal-free electrocatalysts. Results from density functional theory calculations showed that the Lewis base-hungry sites in the heterostructures effectively enhanced the chemisorption of hydrogen and oxygen intermediates, a critical step in HER and OER electrocatalysis. Results from this study highlight the significance of rational design and engineering of heterostructured materials for the development of high-efficiency electrocatalysts.									34	0	0	0	3	0	34			1944-8244	1944-8252		WOS:000537731900025	32362112	
J	Jin, Chao; Lu, Fanliang; Cao, Xuecheng; Yang, Zhenrong; Yang, Ruizhi				Jin, Chao/J-2256-2012; Yang, Ruizhi/E-5419-2013	Jin, Chao/0000-0001-5133-7779; Yang, Ruizhi/0000-0002-9025-7496			Facile synthesis and excellent electrochemical properties of NiCo2O4 spinel nanowire arrays as a bifunctional catalyst for the oxygen reduction and evolution reaction								JOURNAL OF MATERIALS CHEMISTRY A				1	39			12170	12177		10.1039/c3ta12118f				2013	2013	Developing catalysts with high electrocatalytic activity for an oxygen reduction reaction (ORR) and oxygen evolution reaction (OER) has recently attracted much attention because the sluggish kinetics of these two reactions limits the performance and commercialization of fuel cells and metal-air batteries. Herein, a facile template-free co-precipitation route was reported for the design and fabrication of well-ordered NiCo2O4 (NCO) spinel nanowire arrays. The as-prepared NCO spinel nanowire arrays are characterized by XRD, SEM, TEM, BET and XPS. BET results show that NCO spinel nanowire arrays have a mesoporous (ca. 8 nm) structure and a high specific surface area of 124 m(2) g(-1). The catalytic activity of NCO spinel nanowire arrays for the ORR and the OER in 0.1 M KOH solution has been studied by using a rotating ring-disk electrode (RRDE) technique. RRDE results show that the NCO spinel nanowire array catalyst exhibits excellent catalytic activity for the ORR. The ORR mainly favors a direct four electron pathway, which is close to the behavior of the Pt/C (20 wt% Pt on carbon) electrocatalyst under the same testing conditions. Anodic linear scanning voltammogram results show that the NCO spinel nanowire array catalyst is more active for the OER. The chronoamperometric and cyclic voltammogram tests show that the NCO spinel nanowire array catalyst exhibits excellent stability and reversibility for the ORR and the OER.									270	16	0	0	7	0	275			2050-7488	2050-7496		WOS:000324553400022		
J	NERSISSIAN, AM; NALBANDYAN, RM								PARTICLES OF PHOTOSYSTEM-2 CONTAIN PLANTACYANIN								BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS				168	1			232	239		10.1016/0006-291X(90)91698-R				APR 16 1990	1990										5	0	0	0	4	0	5			0006-291X			WOS:A1990CZ89400033	2109607	
J	Kraus, Alexandre Olivieri; Portugal, Guilherme Ribeiro; Arantes, Jeverson Teodoro					Portugal, Guilherme/0000-0002-0165-1660; Kraus, Alexandre Olivieri/0000-0002-9451-6125			Modulation of band alignment with water redox potentials by biaxial strain on orthorhombic NaTaO3 thin films								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				22	41			23810	23815		10.1039/d0cp04322b				NOV 7 2020	2020	Photocatalysis-assisted water splitting using semiconductor materials greatly depends on the bandgap size and the alignment of band edges relative to the reaction potentials. We used ab initio computational methods to show that the biaxial strain on [100]-oriented orthorhombic NaTaO3 thin films grants the modulation of surface states, favoring either the hydrogen evolution reaction (HER) or the oxygen evolution reaction (OER), which basically rules the perovskite photocatalytic performance. Under compression, the outermost TaO6 and TaO4 polyhedra become more distorted, and electrostatic repulsion increases the energy of Ta 5d surface states. As they overcome the O-2/H2O potential, they cease to contribute to the OER. At the same time, the H+/H-2 remains below the conduction band, leveraging the HER over the OER. The tensile strain lowers the outermost polyhedra distortions, stabilizing both Ta 5d surface and conduction band states, and increasing the charge centered around surface Ta atoms. Consequently, the bands are better aligned with O-2/H2O and H+/H-2 potentials, which benefits the overall water splitting photocatalysis. Our results evidence that combining facet and strain engineering is an effective way of altering the photocatalytic activity of orthorhombic [100] NaTaO3 thin films.									2	0	0	0	0	0	2			1463-9076	1463-9084		WOS:000582937400032	33064116	
J	Lou, Huan; Yu, Tong; Ma, Jiani; Zhang, Shoutao; Bergara, Aitor; Yang, Guochun				Zhang, Shoutao/I-2668-2015; Bergara, Aitor/AAM-7118-2021; Bergara, Aitor/G-2434-2016	Zhang, Shoutao/0000-0002-0971-8831; Bergara, Aitor/0000-0003-2707-1856; yu, Tong/0000-0001-6588-3463; Lou, Huan/0000-0002-3208-6545			Achieving high hydrogen evolution reaction activity of a Mo2C monolayer								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				22	45			26189	26199		10.1039/d0cp05053a				DEC 7 2020	2020	Two-dimensional Mo2C materials (1T and 2H phases) have emerged as promising electrocatalysts for the hydrogen evolution reaction (HER) due to their low cost, inherent metallicity, and high stability. Unfortunately, the catalytic activity of Mo2C is lower than that of Pt, and it needs to be substantially improved for practical applications. It is necessary and urgent to consider the effect of synergetic interactions among defects, functions, and strain on the HER activity. In this study, the geometric structures, electronic properties, and the HER activity of the Mo2C monolayer, with vacancy defects (i.e. Mo and C), oxygen functionalization, and strain, are studied by using first-principles calculations. According to our results, the combination of Mo vacancies, which can be obtained under C-rich conditions, and oxygen functionalization is the most effective way to improve the HER activity of 1T- and 2H-Mo2C. Considering the abundant active sites and optimal Gibbs free energy of hydrogen adsorption, the 1T phase we obtained shows excellent HER activity even at high H coverage and improves the utilization of active sites, for which the HER activity is comparable to that of Pt. This can be attributed to the fact that oxygen atoms gain more electrons from Mo2C, which weakens the strength of the O-H bond. Our work provides not only an opportunity to better understand the catalytic mechanism, but also a guide to achieving high HER activity of a Mo2C monolayer.									5	0	0	0	2	0	5			1463-9076	1463-9084		WOS:000592983900010	33196067	
J	Takashima, Toshihiro; Yamaguchi, Akira; Hashimoto, Kazuhito; Irie, Hiroshi; Nakamura, Ryuhei				Yamaguchi, Akira/ABA-2136-2021; HASHIMOTO, Kazuhito/C-5011-2012; nakamura, ryuhei/C-9729-2014; Yamaguchi, Akira/AAD-1661-2021	Yamaguchi, Akira/0000-0002-3550-4239; HASHIMOTO, Kazuhito/0000-0002-8384-8749; nakamura, ryuhei/0000-0003-0743-8534; 			In situ UV-vis Absorption Spectra of Intermediate Species for Oxygen-Evolution Reaction on the Surface of MnO2 in Neutral and Alkaline Media								ELECTROCHEMISTRY				82	5			325	327		10.5796/electrochemistry.82.325				MAY 2014	2014	The mechanism of water oxidation by MnO2 electrodes was investigated at various pH values, using in situ UV-vis absorption spectroscopy. The surface Mn3+ formed as an intermediate species during water oxidation showed a d-d transition band with a peak at 510 nm at pH 6, while the peak shifted to 470 nm at pH 13. This shift of the absorption peak is attributed to the deprotonation of hydroxyl ligands of Mn3+ from OH- to O2-. Interrelation between the protonation state of Mn3+ and the O-2 evolution activity of MnO2 electrocatalysts is discussed. (C) The Electrochemical Society of Japan, All rights reserved.									19	0	0	0	2	0	19			1344-3542	2186-2451		WOS:000336191400005		
J	Elhousseini Hilal, Mohamed; Younus, Hussein A.; Chaemchuen, Somboon; Dekyvere, Sander; Zen, Xianci; He, Daping; Park, Jihae; Han, Taejun; Verpoort, Francis				HUSSEIN, YOUNUS A./L-5955-2016; Verpoort, Francis/I-7822-2013; He, Daping/L-3044-2017	HUSSEIN, YOUNUS A./0000-0002-8519-5745; chaemchuen, somboon/0000-0001-9936-0919; ELHOUSSEINI HILAL, Mohamed/0000-0003-4723-9492; Verpoort, Francis/0000-0002-5184-5500; Dekyvere, Sander/0000-0002-1534-8937; He, Daping/0000-0002-0284-4990			Sacrificial ZnO nanorods drive N and O dual-doped carbon towards trifunctional electrocatalysts for Zn-air batteries and self-powered water splitting devices								CATALYSIS SCIENCE & TECHNOLOGY				11	12			4149	4161		10.1039/d1cy00119a		MAY 2021		JUN 21 2021	2021	Integrated energy systems (IES) have attracted increasing attention in recent years. Zn-air battery powered water splitting devices require the development of highly active and durable trifunctional electrocatalysts for the oxygen evolution, oxygen reduction, and hydrogen evolution reactions (OER/ORR/HER). However, engineering rational nano-scaled designs and achieving the required synergy are major challenges due to the lack/weak control of synthesis processes. Herein, ZIF-67 regular polyhedra were fabricated for the first time to incorporate single ZnO nanorods. Thereafter, pyrolysis sacrificed the nanorods and stimulated intriguing modifications on the ZnONR@ZIF-67-derived CoOx@N, O-doped hierarchical carbon (CoOx@NOC), not only from the outside-in, but also from the inside out. Consequently, an outstanding enhancement in OER/ORR/HER trifunctional activity was achieved. The CoOx@NOC based Zn-air battery showed a small initial charge-discharge voltage gap of 92 mV at 10 mA cm(-2) and a high specific capacity and maximum power density of 757.39 mA h g(Zn)(-1) and 141.65 mW cm(-2), respectively. A CoOx@NOC-based all-solid-state Zn-air battery (SS ZAB) was fabricated, which showed a high open circuit potential of 1.49 V. Two SS ZABs in series drove an overall water splitting system, which showed an intriguingly low potential of 1.51 V at 10 mA cm(-2), surpassing most reported electrocatalysts. Thus, the excellent performance of CoOx@NOC implies its great potential to compete with noble metal electrocatalysts.									4	0	0	0	0	0	4			2044-4753	2044-4761		WOS:000651425200001		
J	Nwanebu, Emmanuel Onyekachi; Abou Harb, Nathalie; Gharbi, Raed; Omanovic, Sasha								The effect of calcination temperature on the electrocatalytic activity of Ni-Co-Ir-oxide and Ni-Co-Ru-oxide anodes in the oxygen evolution reaction in alkaline medium								SOLID STATE SCIENCES				119						106703	10.1016/j.solidstatesciences.2021.106703		JUL 2021		SEP 2021	2021	The influence of calcination temperature on the electrocatalytic properties of thermally-prepared (Ni0.4Co0.6)(0.90)Ir-0.10 oxide and (Ni0.4Co0.6)(0.90)Ru-0.10 oxide in the oxygen evolution reaction (OER) was investigated in an alkaline medium. It was shown that by lowering the calcination temperature, the OER activity of the two materials increased significantly, yielding a maximum at 300 degrees C. The increase in electrocatalytic activity of the oxides was related to the change in intrinsic properties of the anodes, predominantly to the modification of the electronic structure and to the increase in hydroxide content. The (Ni0.4Co0.6)(0.90)Ir-0.10-oxide was found to significantly outperform the current state-of-the-art OER electrocatalyst, pure Ir-oxide, while the electrocatalytic activity of (Ni0.4Co0.6)(0.90)Ru-0.10-oxide was measured to be much higher than that of the Ni0.4Co0.6-oxide base, thus demonstrating the synergistic action of Ni/Co/Ir and Ni/Co/Ru in their oxides.									3	0	0	0	1	0	3			1293-2558	1873-3085		WOS:000687697400002		
J	Lai, Changgan; Liu, Xianbin; Wang, Ying; Cao, Changqing; Yin, Yanhong; Yang, Hui; Qi, Xiaopeng; Zhong, Shengwen; Hou, Xinmei; Liang, Tongxiang					Lai, Changgan/0000-0002-5980-8085			Modulating ternary Mo-Ni-P by electronic reconfiguration and morphology engineering for boosting all-pH electrocatalytic overall water splitting								ELECTROCHIMICA ACTA				330						135294	10.1016/j.electacta.2019.135294				JAN 10 2020	2020	Developing low-cost and highly active heterogeneous catalysts toward electrocatalytic water splitting is highly desirable and the challenges still remain. Herein, we construct a novel bimetallic phosphide catalyst (Mo-Ni-P) by the means of electronic reconfiguration and morphology engineering technology for both hydrogen evolution reaction and oxygen evolution reaction (HER and OER). Benefiting from the attractive nano-architectures of honeycomb spheres and the synergistic effect of Ni and Mo element with exposed abundant active sites, the optimized Mo-Ni-P exhibits satisfactory electrocatalytic activity for HER and OER. Meanwhile, theoretical density functional calculations reveal that the ternary electrocatalyst extremely facilitates the electrical activity and reduces the hydrogen adsorption energy. When explored as both the cathode and anode, the cell voltage was required by a low value of 1.589 V to reach the current density of 10 mA/cm(2) in alkaline solution, suggesting the remarkable bifunctional electrocatalytic performance for overall water splitting. This work not only provides insights into the structure-property relationships, but also developed an effective approach to design and prepare high-efficiency water-splitting electrocatalysts. (C) 2019 Elsevier Ltd. All rights reserved.									19	1	0	0	0	0	20			0013-4686	1873-3859		WOS:000501468400060		
