PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	EGGERS, B; VERMAAS, W								TRUNCATION OF THE D2 PROTEIN IN SYNECHOCYSTIS SP PCC-6803 - A ROLE OF THE C-TERMINAL DOMAIN OF D2 IN PHOTOSYSTEM-II FUNCTION AND STABILITY								BIOCHEMISTRY				32	42			11419	11427		10.1021/bi00093a020				OCT 26 1993	1993	Termination and deletion mutations were introduced near the C-terminal end of the D2 protein in the cyanobacterium Synechocystis sp. PCC 6803 in order to determine the role of the large hydrophilic C-terminal domain of D2 in the function and stability of photosystem II (PS II). The loss of 57 residues from the C-terminal end of D2 (most of the hydrophilic tail) resulted in the loss of D2 and PS II reaction centers from thylakoids. Truncation of 16, 15, 14, or 13 amino acid residues from the C-terminus of D2 resulted in a virtual disappearance of oxygen evolution, a loss of photoautotrophic growth, and a decrease in the number of PS II centers in thylakoids. The loss of 11 C-terminal amino acid residues led to a photoautotrophic mutant that grew at one-half the rate of the wild type under photoautotrophic conditions and that showed a progressive loss of oxygen evolution at high light intensity. Truncation of 9 residues from D2 led to a virtual loss of CP43, presumably because of interference of the mutation with the overlapping ribosome-binding site for psbC translation. To delete smaller portions of D2 and yet not interfere with psbC expression, various deletions were made between the tenth and twentieth amino acid residues from the C-terminal end of D2, resulting in the loss of 8, 7, 4, 3, and 2 residues. The deletion of 8 or 7 residues from within the C-terminal end of D2 resulted in photoautotrophic mutants. Surprisingly, the deletion of shorter fragments had more pronounced effects: deletion of 4 residues within the same domain gave rise to a mutant lacking D2 and PS II centers. A mutant with a deletion of 3 residues was an obligate photoheterotroph, containing functional PS II reaction centers but showing rapid photoinhibition. The deletion of 2 residues resulted in an obligate photoheterotrophic mutant with a 10-fold-reduced level of PS II centers. In the mutant lacking the 15 C-terminal residues of D2, fluorescence induction behavior indicated rapid inactivation at the donor side. In this and similar mutants, stable PS II-mediated electron transport between diphenylcarbazide and dichlorophenolindophenol could be observed at rates proportional to their PS II content. These results indicate that the primary effect of the mutations is on the oxygen-evolving complex. We conclude that domains near the C-terminal end of D2 have a role in oxygen evolution and contribute to determining the stability and activity of the PS II complex.									14	0	0	0	11	0	14			0006-2960			WOS:A1993MD71000020	8218208	
J	Li, Yingjie; Zhang, Haichuan; Jiang, Ming; Kuang, Yun; Sun, Xiaoming; Duan, Xue				duan, xue/S-8482-2016; Sun, Xiaoming/Q-4938-2017	Sun, Xiaoming/0000-0002-3831-6233; Zhang, Haichuan/0000-0002-9721-3752; Li, yingjie/0000-0002-5851-7331			Ternary NiCoP nanosheet arrays: An excellent bifunctional catalyst for alkaline overall water splitting								NANO RESEARCH				9	8			2251	2259		10.1007/s12274-016-1112-z				AUG 2016	2016	Exploring bifunctional catalysts for the hydrogen and oxygen evolution reactions (HER and OER) with high efficiency, low cost, and easy integration is extremely crucial for future renewable energy systems. Herein, ternary NiCoP nanosheet arrays (NSAs) were fabricated on 3D Ni foam by a facile hydrothermal method followed by phosphorization. These arrays serve as bifunctional alkaline catalysts, exhibiting excellent electrocatalytic performance and good working stability for both the HER and OER. The overpotentials of the NiCoP NSA electrode required to drive a current density of 50 mA/cm(2) for the HER and OER are as low as 133 and 308 mV, respectively, which is ascribed to excellent intrinsic electrocatalytic activity, fast electron transport, and a unique superaerophobic structure. When NiCoP was integrated as both anodic and cathodic material, the electrolyzer required a potential as low as similar to 1.77 V to drive a current density of 50 mA/cm(2) for overall water splitting, which is much smaller than a reported electrolyzer using the same kind of phosphide-based material and is even better than the combination of Pt/C and Ir/C, the best known noble metal-based electrodes. Combining satisfactory working stability and high activity, this NiCoP electrode paves the way for exploring overall water splitting catalysts.									261	27	0	0	7	0	264			1998-0124	1998-0000		WOS:000380726200005		
J	Yang, LX; Farr, JPG								Development and electrochemical studies of ruthenium based mixed oxide catalyst electrodes for chlorine evolution								CHEMICAL RESEARCH IN CHINESE UNIVERSITIES				18	2			133	138	UNSP 1005-9040(2002)-02-133-06					MAY 2002	2002	Experimental results are presented which allow comparison of the electrochemical performance of RuO2/Ti, Ru0.3Sn0.7O2/Ti and Ru0.3V0.7O2/Ti catalysts prepared on a titanium substrate by thermal decomposition from respective precursors. The highest activity for chlorine evolution is observed on the Ru0.3V0.7O2/Ti electrode, lower on Ru0.3Sn0.7O2/Ti and least on RuO2/Ti. Voltammograms obtained in the polarisable region are used to characterize the different electrodes. Further more an analysis of the catalytic activity and reaction kinetics of the developed electrodes in NaCl are presented.									0	0	0	0	0	0	0			1005-9040			WOS:000176046500011		
J	Liu, Xiong; Ni, Kun; Wen, Bo; Guo, Ruiting; Niu, Chaojiang; Meng, Jiashen; Li, Qi; Wu, Peijie; Zhu, Yanwu; Wu, Xiaojun; Mai, Liqiang				Zhu, Yanwu/C-8979-2012; Mai, Liqiang/B-8299-2014; Niu, Chaojiang/ABD-5185-2021; Wu, Xiaojun/F-1619-2010	Mai, Liqiang/0000-0003-4259-7725; Niu, Chaojiang/0000-0001-8084-9933; Wu, Xiaojun/0000-0003-3606-1211			Deep Reconstruction of Nickel-Based Precatalysts for Water Oxidation Catalysis								ACS ENERGY LETTERS				4	11			2585	2592		10.1021/acsenergylett.9b01922				NOV 2019	2019	Oxygen evolution reaction (OER)-induced reconstruction on precatalysts generally results in surface-reconstructed catalysts with less active species and thus low mass activity. Herein, the deeply reconstructed (DR) catalyst is proposed and derived from a sub-10 nm precatalyst to achieve high-mass-activity catalysis. As a proof-of-concept, the DR-NiOOH with a multilevel nanosheet structure interconnected by sub-5 nm nanoparticles was obtained via a lithiation-induced deep reconstruction strategy. The robust DR-NiOOH with abundant active species enables its significantly enhanced mass activity (170 mV decrease in OER over-potential to achieve 5 mA mg(-1)) and better durability (>10 days) than that of incompletely reconstructed Ni@NiOOH. Its strong corrosion resistance (30 wt % KOH, 72 h) and high thermal stability (52.8 degrees C, >40 h) were also confirmed. Theoretical analyses support that the unsaturated OH coverages on orthorhombic NiOOH endow its good OER-active property. This work highlights the merits of high-utilization DR catalysts toward potential catalytic applications under realistic conditions.									75	5	0	0	4	0	76			2380-8195			WOS:000496040800003		
J	Jadhav, Rohit G.; Singh, Devraj; Mobin, Shaikh M.; Das, Apurba K.				, Mobin/D-1273-2014; SHAIKH, MOBIN M/E-9381-2013	, Mobin/0000-0003-1940-3822; 			Engineering of electrodeposited binder-free organic-nickel hydroxide based nanohybrids for energy storage and electrocatalytic alkaline water splitting								SUSTAINABLE ENERGY & FUELS				4	3			1320	1331		10.1039/c9se00483a				MAR 1 2020	2020	Organic-inorganic nanohybrids are widely used as electrode materials for various applications due to their high conductivity with porosity and tuneable nanostructures. However, the poor stability of organic-inorganic hybrid materials in aqueous alkaline electrolytes and the presence of binders restrict their use in various electrochemical applications such as energy storage and electrocatalytic water splitting. A class of electrodeposited binder-free organic-inorganic hybrid materials based on a benzo[2,1,3]selenadiazole-5-carbonyl N-capped dipeptide (BSeLW) and metal hydroxide (Ni(OH)(2)) are prepared for electrochemical applications. The binder-free electrodeposited nanohybrids grown on carbon paper (CP) ((1 : 20) BSeLW/Ni(OH)(2)/CP) are stable in aqueous 1 M KOH electrolyte solution and exhibit pseudo-capacitive behavior with a high charge storage efficiency of 742 F g(-1) at 1.5 A g(-1). A prominent 71% specific capacitance retention at 10 A g(-1) after 1000 cycles indicates higher stability of dipeptide-based organic-inorganic nanohybrids on the carbon paper-based electrode surface. Additionally, the nanohybrid shows catalytic activity for electrocatalytic water splitting with a low overpotential for the oxygen evolution reaction (OER) and hydrogen evolution reaction (HER) in alkaline aqueous 1 M KOH solution. This work elucidates the rational engineering of organic-inorganic binder-free multi-functional nanohybrid electrodes as a favorable candidate for high-performance energy storage and electrocatalyst for electrocatalytic water splitting.									7	0	0	0	0	0	7			2398-4902			WOS:000518690900032		
J	Zhu, Yuanzhi; Peng, Wenchao; Li, Yang; Zhang, Guoliang; Zhang, Fengbao; Fan, Xiaobin					li, yang/0000-0003-3003-9857			Multiple roles of a heterointerface in two-dimensional van der Waals heterostructures: insights into energy-related applications								JOURNAL OF MATERIALS CHEMISTRY A				7	41			23577	23603		10.1039/c9ta06395a				NOV 7 2019	2019	Constructing two dimensional (2D) van der Waals (vdW) heterostructures is a promising strategy to overcome the shortcomings of individual 2D materials without losing their intrinsic advantages. This review first summarizes the different synthetic strategies for 2D heterostructures. The significant role of 2D heterointerfaces for energy storage and conversion is then discussed, involving charge transfer and redistribution, the 2D space-confined effect and the tunable 2D channel. The recent progress of 2D vdW heterostructures for energy-related electrochemical applications is reviewed, including electrocatalysts (e.g., hydrogen/oxygen evolution reaction and overall water splitting), Li+/Na+ ion batteries and supercapacitors. Advanced studies that highlight the impressive interfacial synergistic effect for improved performance are systematically introduced. Finally, current challenges and prospective solutions of this field for energy-related applications are proposed.									31	2	0	0	1	0	30			2050-7488	2050-7496		WOS:000508175800014		
J	Niu, Kai-Yang; Lin, Feng; Jung, Suho; Fang, Liang; Nordlund, Dennis; McCrory, Charles C. L.; Weng, Tsu-Chien; Ercius, Peter; Doeff, Marca M.; Zheng, Haimei				Nordlund, Dennis/A-8902-2008; Ercius, Peter/AAN-2870-2020; McCrory, Charles/O-4021-2019; Doeff, Marca M/G-6722-2013; Niu, Kaiyang/M-4765-2013	Nordlund, Dennis/0000-0001-9524-6908; Ercius, Peter/0000-0002-6762-9976; McCrory, Charles/0000-0001-9039-7192; Doeff, Marca M/0000-0002-2148-8047; Niu, Kaiyang/0000-0003-3289-1322; Zheng, Haimei/0000-0003-3813-4170			Tuning Complex Transition Metal Hydroxide Nanostructures as Active Catalysts for Water Oxidation by a Laser-Chemical Route								NANO LETTERS				15	4			2498	2503		10.1021/acs.nanolett.5b00026				APR 2015	2015	Diverse transition metal hydroxide nanostructures were synthesized by laser-induced hydrolysis in a liquid precursor solution for alkaline oxygen evolution reaction (OER). Several active OER catalysts with fine control of composition, structure, and valence state were obtained including (Lix)[Ni0.66Mn0.34(OH)(2)](NO3)(CO3) (.) mH(2)O, Lix[Ni0.67Co0.33(OH)(2)](NO3)(0.25)(ORO)(0.35) (.) mH(2)O, etc. An operate overpotential less than 0.34 V at current density of 10 mA cm(-2) was achieved. Such a controllable laser-chemical route for assessing complex nanostructures in liquids opens many opportunities to design novel functional materials for advanced applications.									36	1	0	0	2	0	37			1530-6984	1530-6992		WOS:000352750200043	25723892	
J	Shaikh, Naznin; Mukhopadhyay, Indrajit; Ray, Abhijit					Mukhopadhyay, Indrajit/0000-0003-3756-6131			Heterointerfaces of nickel sulphides and selenides on Ni-foam as efficient bifunctional electrocatalysts in acidic environments								JOURNAL OF MATERIALS CHEMISTRY A				10	23			12733	12746		10.1039/d2ta01630c		MAY 2022		JUN 14 2022	2022	The fulfilment of simultaneous hydrogen and oxygen evolution reactions (HER and OER) in acidic conditions is one of the challenges facing the production of green hydrogen. Herein, robust electrocatalysts using a heterostructure of Ni-sulphide (NiS, NiS2 and Ni3S2) and -selenide (NiSe) supported on Ni-foam (NF) have been developed via the simple single-step thermal diffusion of S and Se. Among the various prepared hierarchical structures, Ni3S2@NiSe/NF shows the best catalytic activity for the HER, with low overpotentials of 103 and 289 mV at current densities of 10 and 50 mA cm(-2), respectively. It shows a promising Tafel slope of 74.2 mV dec(-1) in 0.5 M H2SO4 for the HER. The same structure also shows remarkable OER activity in acidic conditions, with an overpotential of 0.26 V (vs. RHE) at 50 mA cm(-2) and a Tafel slope of 68.9 mV dec(-1). The density functional theory (DFT)-based approach reveals that the Ni3S2@NiSe heterointerface exhibits a very low adsorption free energy for hydrogen at the cathode and strong electron localization across its interface, which facilitates the charge-transfer kinetics at the anode to improve the sluggish OER rate. In addition, its excellent HER performance results from the strong hybridization of the Ni d orbitals with the S and Se p orbitals, destabilizing their antibonding characteristics.									0	0	0	0	0	0	0			2050-7488	2050-7496		WOS:000804202300001		
J	Dutta, Soumen; Han, HyukSu; Je, Minyeong; Choi, Heechae; Kwon, Jiseok; Park, Keemin; Indra, Arindam; Kim, Kang Min; Paik, Ungyu; Song, Taeseup				Dutta, Soumen/AAZ-3836-2021; Choi, Heechae/U-5776-2018; Song, Taeseup/AAU-9753-2020; Choi, Heechae/AFM-0327-2022	Dutta, Soumen/0000-0003-1465-2723; Choi, Heechae/0000-0002-9390-6607; Choi, Heechae/0000-0002-9390-6607			Chemical and structural engineering of transition metal boride towards excellent and sustainable hydrogen evolution reaction								NANO ENERGY				67						104245	10.1016/j.nanoen.2019.104245				JAN 2020	2020	Herein, holey, thin, conductive nickel substituted cobalt molybdenum boride (Ni-CMB) nanosheets have been designed to obtain superior electrochemical HER performance with small overpotential of 69 mV at 10 mA cm(-2) current density and lower Tafel slope of 76.3 mV dec(-1) in alkaline medium. Incorporation of Ni leads to improved conductivity and favorable hydrogen adsorption on Mo sites, which collectively yield efficient electrocatalytic H-2 production from Ni-CMB catalyst. The ultrathin nature (thickness = 5.0 nm) of the designed material expectedly helps to attain high exposure of active sites and facile charge transportation through the nanosheets. Additionally, the decorated mesopores (average size = 3.86 nm) on nanosheets have benefitted towards faster electrolyte diffusion, easy gas escape from catalyst surface to support high electrocatalytic performance. Finally, well-maintained morphology of the sample and evolution of HER active sites in the material have guaranteed long-term, sustainable hydrogen production even at high current densities, which clearly demonstrate its superiority over an expensive electrolyzer (Pt-C) in alkaline water.									46	1	0	0	3	0	46			2211-2855	2211-3282		WOS:000504828100018		
J	Huerta-Flores, Ali M.; Bengasi, Giuseppe; Baba, Kamal; Boscher, Nicolas D.				Flores, Ali Margot Huerta/E-5348-2018; Boscher, Nicolas/D-5462-2015	Flores, Ali Margot Huerta/0000-0001-8304-0590; Boscher, Nicolas/0000-0003-3693-6866; Baba, Kamal/0000-0002-8405-035X; Bengasi, Giuseppe/0000-0002-8679-6024			Fused Porphyrin Thin Films as Heterogeneous Visible-Light Active Photocatalysts with Well-Defined Active Metal Sites for Hydrogen Generation								ACS APPLIED ENERGY MATERIALS				3	10			9848	9855		10.1021/acsaem.0c01545				OCT 26 2020	2020	Metalloporphyrin-based photocatalysts have attracted great interest due to their high extinction coefficient in the visible range coupled to a catalytically active central metal ion surrounded by a highly conjugated heterocyclic macrocycle. In this work, fused copper(II) porphyrin-based conjugated polymer thin films are shown to be active electrocatalysts and photocatalysts for the heterogeneous hydrogen evolution reaction (HER). The fused copper(II) porphyrin thin films notably show a significant reduction of the overpotential required for HER in comparison to the reference nonfused porphyrin thin films. More importantly, in-depth high-resolution mass spectrometry reveals how the porphyrin substituents influence the catalytic performance of the films, with phenyl substituents enabling superior photocatalytic performances over mesityl substituents, providing insights for the engineering of heterogeneous catalysts based on fused metalloporphyrins.									11	1	1	0	0	0	11			2574-0962			WOS:000586710300044		
