PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Kruk, J; Strzalka, K								Redox changes of cytochrome b(559) in the presence of plastoquinones								JOURNAL OF BIOLOGICAL CHEMISTRY				276	1			86	91		10.1074/jbc.M003602200				JAN 5 2001	2001	We have found that short chain plastoquinones effectively stimulated photoreduction of the low potential form of cytochrome b(559) and were also active in dark oxidation of this cytochrome under anaerobic conditions in Triton X-100-solubilized photosystem II (PSII) particles. It is also shown that molecular oxygen competes considerably with the prenylquinones in cytochrome b(559) oxidation under aerobic conditions, indicating that both molecular oxygen and plastoquinones could be electron accepters from cytochrome b(559) in PSII preparations. alpha -Tocopherol quinone was not active in the stimulation of cytochrome photoreduction but efficiently oxidized it in the dark. Both the observed photoreduction and dark oxidation of the cytochrome were not sensitive to 3-(3,4-dichlorophenyl)-1,1-dimethylurea. It was concluded that both quinone-binding sites responsible for the redox changes of cytochrome b(559) are different from either the Q(A) or Q(B) site in PSII and represent new quinone-binding sites in PSII.									71	1	0	0	61	0	72			0021-9258	1083-351X		WOS:000166280700013	11022032	
J	Yang, Mei; Liu, Yijiang; Chen, Hongbiao; Yang, Duanguang; Li, Huaming								Porous N-Doped Carbon Prepared from Triazine-Based Polypyrrole Network: A Highly Efficient Metal-Free Catalyst for Oxygen Reduction Reaction in Alkaline Electrolytes								ACS APPLIED MATERIALS & INTERFACES				8	42			28615	28623		10.1021/acsami.6b09811				OCT 26 2016	2016	Metal-free N-doped carbon (NC) materials have been regarded as one of the most promising catalysts for the oxygen reduction reaction (ORR) in alkaline media because of their outstanding ORR catalytic activity, high stability, and good methanol tolerance. Up to now, only a small minority of such catalysts have been synthesized from triazine-based polymeric networks. Herein, we report the synthesis of such NC catalyst by directly pyrolyzing a nitrogen rich, triazine-based polypyrrole network (TPN). The TPN is fabricated by oxidative polymerization of 2,4,6-tripyrrol-1,3,5-triazine monomer using TfOH as the protonating agent and benzoyl peroxide as the oxidizing agent. The obtained NC-900 (pyrolyzed at 900 degrees C) catalyst exhibits excellent ORR activity in alkaline media with a high ORR onset potential (0.972 V vs RHE), a large kinetic-limiting current density (15.66 mA cm(-2) at 0.60 V), and good Me0H tolerance and durability. The as synthesized NC-900 material is a potential candidate as a highly active, stable, and low-cost ORR catalyst for alkaline fuel cells.									40	4	0	0	1	0	43			1944-8244	1944-8252		WOS:000386540300040	27714991	
J	Lopez-Canut, Violeta; Roca, Maite; Bertran, Juan; Moliner, Vicent; Tunon, Inaki				Tunon, Inaki/F-7973-2012; Moliner, Vicent/D-5499-2015; Roca, Maite/H-1949-2015	Tunon, Inaki/0000-0002-6995-1838; Moliner, Vicent/0000-0002-3665-3391; Roca, Maite/0000-0003-0937-4722			Promiscuity in Alkaline Phosphatase Superfamily. Unraveling Evolution through Molecular Simulations								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				133	31			12050	12062		10.1021/ja2017575				AUG 10 2011	2011	We here present a theoretical study of the alkaline hydrolysis of a phosphodiester (methyl p-nitrophenyl phosphate or MpNPP) in the active site of Escherichia coli alkaline phosphatase (AP), a monoesterase that also presents promiscuous activity as a diesterase. The analysis of our simulations, carried out by means of molecular dynamics (MD) simulations with hybrid quantum mechanics/molecular mechanics (QM/MM) potentials, shows that the reaction takes place through a D(N)A(N) or dissociative mechanism, the same mechanism employed by AP in the hydrolysis of monoesters. The promiscuous activity observed in this superfamily can be then explained on the basis of a conserved reaction mechanism. According to our simulations the specialization in the hydrolysis of phosphomonoesters or phosphodiesters, developed in different members of the superfamily, is a consequence of the interactions established between the protein and the oxygen atoms of the phosphate group and, in particular, with the oxygen atom that bears the additional alkyl group when the substrate is a diester. A water molecule, belonging to the coordination shell of the Mg2+ ion, and residue Lys328 seem to play decisive roles stabilizing a phosphomonoester substrate, but the latter contributes to increase the energy barrier for the hydrolysis of phosphodiesters. Then, mutations affecting the nature or positioning of Lys328 lead to an increased diesterase activity in AP. Finally, the capacity of this enzymatic family to catalyze the reaction of phospho esters having different leaving groups, or substrate promiscuity, is explained by the ability of the enzyme to stabilize different charge distributions in the leaving group using different interactions involving either one of the zinc centers or residues placed on the outer side of the catalytic site.									54	2	0	0	29	0	55			0002-7863			WOS:000293768400049	21609015	
J	Wei, Xiaodong; Hou, Guoliang; An, Yulong; Yang, Pan; Zhao, Xiaoqin; Zhou, Huidi; Chen, Jianmin								Effect of doping CeO2 and Sc2O3 on structure, thermal properties and sintering resistance of YSZ								CERAMICS INTERNATIONAL				47	5			6875	6883		10.1016/j.ceramint.2020.11.032		JAN 2021		MAR 1 2021	2021	6-8 wt% yttria-stabilized zirconia (YSZ) has been widely employed as thermal barrier coating (TBC) to protect the high-temperature components of aero-engine and gas-turbine. However, the phase transition and sintering densification at high temperature seriously limit its application above 1200 degrees C. On account of this, CeO2 and Sc2O3 were doped into the YSZ by solid-state reaction sintering method in this paper. The effects of doping on the crystal structure, phase transition behavior and sintering resistance were investigated on the basis of XRD, Raman and FESEM, and the evolution of thermal properties of the ceramics was also analyzed. The results indicated that doped CeO2 increases the cell volume and tetragonal degree, but doped Sc2O3 was opposite. Co doping caused not only significant difference in atomic mass and radius but also the formation of a large number of oxygen vacancies in the ceramics. Therefore, CeScYSZ showed the lowest thermal conductivity (1.53 W-m(1)K(-1)), which was about 23% lower than that of YSZ (2.00 W-m(1)-K-1). More importantly, the oxygen vacancy also effectively stabilized the octet lattice, while the increase of lattice energy caused by Sc-O bond made it difficult for ions to misplace, which finally well prevented the transformation from t phase to m phase. There was no detrimental m-ZrO2 phase formation in the CeScYSZ after 120 h at 1500 degrees C. Besides, Co-doping could simultaneously overcome the poor sintering resistance caused by single CeO2 doping and the lower thermal expansion coefficient caused by single Sc2O3 doping, thus the CeScYSZ should be an ideal long-acting thermal protection material at higher temperatures.									8	0	0	0	0	0	8			0272-8842	1873-3956		WOS:000615135500003		
J	O'Donnell, Shaun; Chung, Ching-Chang; Carbone, Abigail; Broughton, Rachel; Jones, Jacob L.; Maggard, Paul A.					Maggard, Paul/0000-0002-3909-1590; Jones, Jacob/0000-0002-9182-0957			Pushing the Limits of Metastability in Semiconducting Perovskite Oxides for Visible-Light-Driven Water Oxidation								CHEMISTRY OF MATERIALS				32	7			3054	3064		10.1021/acs.chemmater.0c00044				APR 14 2020	2020	A synthetic route has been discovered to thermodynamically unstable, i.e., metastable, Sn(II)-perovskite oxides that have been highly sought after as lead-free dielectrics and small bandgap semiconductors. A highly facile exchange of Sn(II) is found by using a low melting SnCl2/SnF2 peritectic flux, yielding mixed A-site (Ba1-xSnx)ZrO3 and mixed A- and B-site (Ba1-xSnx)(Zr1-yTiy)O-3 solid solutions that exhibit a very high metastability, with up to 60% Sn(II) cations and a calculated reaction energy for decomposition of up to -0.3 eV atom(-1). Kinetic stabilization of the higher Sn(II) concentrations is achieved by the high cohesive energy of the perovskite compositions containing Zr(IV) and mixed Zr(IV)/Ti(IV) cations. Significantly red-shifted bandgaps are found with increasing Sn(II) substitution, enabling the optical absorption edge to be broadly tuned from similar to 3.90 to similar to 1.95 eV. Percolation pathways are calculated to occur for BSZT compositions with >12.5% Sn(II) and >25% Ti(IV) cations. High photocatalytic rates are found for molecular oxygen production for compositions which exceed the percolation thresholds, wherein extended diffusion pathways should "open up" across the structure and the charge carriers become delocalized rather than trapped. These results establish the critical importance of synthetically accessing metastable semiconductors for the discovery of advanced optical and photocatalytic properties.									11	0	0	0	0	0	11			0897-4756	1520-5002		WOS:000526394000035		
J	Wu, Tianze; Han, Ming-Yong; Xu, Zhichuan J.				XU, Jason/GPW-9039-2022; Xu, Zhichuan/D-1661-2013; Xu, Jason/GRR-9638-2022	Xu, Zhichuan/0000-0001-7746-5920; Han, Ming-Yong/0000-0002-7519-6779			Size Effects of Electrocatalysts: More Than a Variation of Surface Area								ACS NANO				16	6			8531	8539		10.1021/acsnano.2c04603		JUN 2022		JUN 15 2022	2022	The efficiency of electrocatalytic reactions has been continuously improved in recent years due to the great effort in the development of electrocatalysts. A popular strategy is engineering the size of electrocatalysts for better electrochemical performance and lower cost. Nanosized electrocatalysts with high specific surface area have been widely used in state-of-the-art electrochemical devices such as fuel cells. From an engineering aspect, nanosizing electrocatalysts increases the surface area of the electrode and improves the electrode/device performance. Beyond an engineering scope, this perspective highlights the size effects of certain scientific fundamentals in electrocatalytic reactions. The paper summarizes the representative examples in studying the size effects of electrocatalysts and sheds light on the change of intrinsic properties of electrocatalysts caused by the size variation. The size effects of electrocatalysts should be investigated in terms of both engineering and fundamental aspects; that is, the observed activity change is more than a result of surface area variation, and it is interesting to investigate the link between the intrinsic activity and the properties of the catalysts.									1	0	0	0	0	0	1			1936-0851	1936-086X		WOS:000819592000001	35704873	
J	Noh, Jung-Hun; Ko, Dong-Shin; Lee, Seung-Jong; Hur, Deog-Jae					Noh, Jung-Hun/0000-0003-0703-2147; Hur, Deog-Jae/0000-0001-5978-7715			Numerical Modeling and Performance Prediction of COS Hydrolysis Reactor in an Integrated Gasification Fuel Cell in terms of Thermo-Chemical Transport Phenomena								APPLIED SCIENCES-BASEL				8	7					1196	10.3390/app8071196				JUL 2018	2018	During the recent decades, global warming by greenhouse gas evolution has attracted worldwide attention and ever increasing strict regulations thereon have become institutionalized as international policies. In the process, more environment-friendly power generation technologies have been developed utilizing fossil fuels with a view to timely commercialization. As one such "clean coal" technology, an Integrated Gasification Fuel Cell system is a promising power generation means where a carbonyl sulfide (COS) hydrolysis reactor is installed downstream of coal syngas to remove acidic gas constituents such as H2S and COS. The most significant design parameters affecting performance of the COS hydrolysis reactor were selected to be gas hourly space velocity (GHSV), reaction temperature, and length ratio, and numerical modeling was performed considering heat and fluid flow transfer as well as chemical reaction kinetics. Effect of the selected design parameters on the variation of conversion rate and reactant gas mixture concentration were comprehensively investigated to predict performance of the COS hydrolysis reactor. Stochastic modeling of reactor performance was finally performed using Monte Carlo simulation and linear regression fitting.									1	0	0	0	0	0	1				2076-3417		WOS:000441814300186		
J	Hahn, Robert; Gabler, Andreas; Thoma, Axel; Glaw, Fabian; Lang, K. -D.					Hahn, Robert/0000-0002-0868-5628			Small fuel cell system with cartridges for controlled hydrogen generation								INTERNATIONAL JOURNAL OF HYDROGEN ENERGY				40	15			5340	5345		10.1016/j.ijhydene.2014.11.080				APR 27 2015	2015	Galvanic cells are investigated which can be used as a hydrogen source for small fuel cell systems. Hydrogen is produced by the reaction of zinc and water in a cell which consist of zinc powder as negative electrode and a hydrogen evolution cathode in form of a gas diffusion electrode. In comparison to a zinc air primary battery the KOH electrolyte contains additional water and the ingress of oxygen is prevented. Therefore, the large energy density of the zinc air battery can be maintained to a great extend while the life time of the system is considerably higher. This is achieved by complete separation of the cell from ambient air.Based on the material improvements of Zn powders and separation membranes demountable cells of 70 Ah capacity were designed and tested in combination with micro fuel cells. A control algorithm for the hydrogen generation rate were developed and tested, to achieve stable fuel cell performance at lowest possible hydrogen consumption.The system can be miniaturized and is well suited for mobile and portable power supplies. Copyright (C) 2014, Hydrogen Energy Publications, LLC. Published by Elsevier Ltd. All rights reserved.					European Hydrogen Energy Conference (EHEC)European Hydrogen Energy Conference (EHEC)	20142014		Seville, SPAINSeville, SPAIN	2	0	0	0	0	0	2			0360-3199	1879-3487		WOS:000353177700038		
J	Li, Zhaorui; Wang, Jianbin; Tong, Yuanjian; Xiao, Shijie; Xu, Lianghua				Tong, Yuanjian/AAE-7004-2020				Microstructural evolution during oxidative ablation in air for polyacrylonitrile based carbon fibers with different graphite degrees								SURFACE AND INTERFACE ANALYSIS				45	4			787	792		10.1002/sia.4833				APR 2013	2013	Polyacrylonitrile-based carbon fibers with different graphite degrees were oxidative ablated at 500 and 600 degrees C in air. By Thermal gravimetric (TG), Raman spectroscopy, X-ray diffraction, and SEM, the mass loss, microstructure, and surface morphology of carbon fibers were investigated. The mass loss of carbon fiber increases linearly with increasing oxidative ablated time under 500 and 600 degrees C. The carbon fiber with higher graphite degree shows higher oxidative resistance, and the surface roughness increases gradually because of chemical ablation during the whole oxidation. A gloss morphology appears on the surface primarily because of physical denudation for carbon fibers with lower graphite degree and then burn off according to carbon and oxygen reaction. The crystallite size (La) decreases significantly, while interlayer spacing(d(002)) remains nearly unchanged. SEM observation suggests the two kinds of ablation mechanisms for carbon fibers with different graphite degrees indicating that CC band in sp(3) hybridization prefers to be attacked by oxygen molecule more than that in sp(2) hybridization during oxidation ablation in air. Copyright (C) 2012 John Wiley & Sons, Ltd.									9	0	0	0	4	0	9			0142-2421			WOS:000319051100002		
J	Wu, Yanyu; Veleta, Jose M.; Tang, Diya; Price, Alex D.; Botez, Cristian E.; Villagran, Dino				; Villagran, Dino/N-8343-2013	Veleta, Jose/0000-0002-5272-2131; Villagran, Dino/0000-0002-5798-3584			Efficient electrocatalytic hydrogen gas evolution by a cobalt-porphyrin-based crystalline polymer								DALTON TRANSACTIONS				47	26			8801	8806		10.1039/c8dt00302e				JUL 14 2018	2018	Herein, we report a crystalline CoTcPP-based [TcPP = the anion of meso-tetra(4-carboxyphenyl)porphyrin] polymeric system, 1, as a hydrogen evolution reaction (HER) electrocatalyst in acidic aqueous media. The material was characterized by powder X-ray diffraction (p-XRD), Fourier transform infrared (FT-IR) spectroscopy, and energy dispersive X-ray (EDX) analysis and its morphology was probed by scanning electron microscopy (SEM) and transmission electron microscopy (TEM). Polymer 1 shows a surface area of 441.74 m(3) g(-1), while the discrete CoTcPP molecule (2) shows a surface area of 3.44 m(3) g(-1). The HER catalytic performance was evaluated by means of linear sweep voltammetry in the presence of 0.5 M H2SO4 aqueous solution. To achieve 10 mA cm(-2) cathodic current density, 1 and 2 respectively require an overpotential of 0.475 V and 0.666 V, providing strong evidence that the extended network of cobalt-based porphyrin leads to enhanced HER efficiency. The polymer also shows great tolerance for HER electrolysis in the presence of an acid remaining active over 10 hours.									10	1	0	0	1	0	10			1477-9226	1477-9234		WOS:000437317700037	29922804	
