PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
S	Poznyak, S. K.; Kharton, V. V.; Frade, J. R.; Yaremchenko, A. A.; Tsipis, E. V.; Marozau, I. P.; Ferreira, M. G. S.				Marozau, Ivan/AGF-1340-2022; Yaremchenko, Aleksey A./H-2977-2013; Ferreira, Mario G S/D-5869-2014; Kharton, Vladislav V./P-6306-2014; Poznyak, Syargei K/H-7882-2016; Tsipis, Ekaterina V/A-3590-2015	Yaremchenko, Aleksey A./0000-0002-3837-5946; Ferreira, Mario G S/0000-0002-2071-9851; Poznyak, Syargei K/0000-0003-1752-0670; Frade, Jorge/0000-0001-8445-2562; Tsipis, Ekaterina/0000-0002-1458-484X; Kharton, Vladislav/0000-0002-8691-174X	Vilarinho, PM		Electrocatalytic behavior of perovskite-related cobaltites and nickelates in alkaline MediA								ADVANCED MATERIALS FORUM III, PTS 1 AND 2		Materials Science Forum		514-516				1391	1395		10.4028/www.scientific.net/MSF.514-516.1391				2006	2006	Dense ceramic anodes of perovskite-type La1-x-ySrxCo1-zAlzO3-delta (x = 0.45-0.70; y = 0-0.05; z = 0-0.20) and K2NiF4-type La(2)Ni(1-x)MexO(4+delta) (Me = Co, Cu; x = 0-0.20), synthesized by the glycine-nitrate technique, were assessed for oxygen evolution in alkaline media. The lowest overpotentials are observed for (La0.3Sr0.7)(0.97)CoO3-delta, which exhibits a significant oxygen deficiency in combination with high conductivity associated with the A-site cation nonstoichiometry compensation mechanism via Co4+ formation. Perovskite-type cobaltite anodes are essentially stable in alkaline solutions, whilst La2NiO4-based electrodes exhibit degradation at the potentials where the oxygen evolution occurs, probably due to the electrochemical oxygen intercalation in the lattice.					3rd International Materials Symposium/12th Meeting of the Sociedad-Portuguesa-da-Materials (Materials 2005/SPM)3rd International Materials Symposium/12th Meeting of the Sociedad-Portuguesa-da-Materials (Materials 2005/SPM)	MAR 20-23, 2005MAR 20-23, 2005	Portuguese Mat Soc; Mat Network Atlantic Arc; CiCECO; BPI; Bayer Mat Sci; DURIT; IZASA; GIC; Novagres; Rauschert; CRIOLAB CRYOGENICS Vacuum Syst Vacuum Chambers; FCT; NTI EUROPE; Fdn Calouste Gulbenkian; ScienTec; ThermoLab; Papelave; cienciapt net; Air LiquidePortuguese Mat Soc; Mat Network Atlantic Arc; CiCECO; BPI; Bayer Mat Sci; DURIT; IZASA; GIC; Novagres; Rauschert; CRIOLAB CRYOGENICS Vacuum Syst Vacuum Chambers; FCT; NTI EUROPE; Fdn Calouste Gulbenkian; ScienTec; ThermoLab; Papelave; cienciapt net; Air Liquide	Univ Aveiro, Aveiro, PORTUGALUniv Aveiro, Aveiro, PORTUGAL	0	0	0	0	0	0	0			0255-5476		*************	WOS:000238056400276		
J	Duan, Sibin; Lv, Yuepeng; Yin, Peng; Zhu, Yuchen; Wang, Rongming				Wang, Rongming/B-2163-2010; lv, yuepeng/AAS-9151-2021; Duan, Sibin/E-6396-2019	Wang, Rongming/0000-0003-4075-6956; Duan, Sibin/0000-0001-8636-9236; Lv, Yuepeng/0000-0003-0221-4881			Constructing the Au-CoNi2S4 core-shell heterostructure to promote the catalytic performance for oxygen evolution								JOURNAL OF PHYSICS D-APPLIED PHYSICS				54	42					425501	10.1088/1361-6463/ac0de7				OCT 21 2021	2021	Designing low-cost, highly efficient, and stable electrocatalysts for oxygen evolution reactions is of great significance for water splitting, which is a green and sustainable method of producing hydrogen. Herein, a series of transition metal sulphide-based nanostructures, including Au-CoNi2S4 core-shell, Au-NiS core-shell, Au-Co3S4 core-shell, and bare CoNi2S4 nanoparticles (NPs), have been rationally designed. Among them, the Au-CoNi2S4 core-shell NPs exhibit superior electrocatalytic properties for oxygen evolution. It requires an overpotential of only 264 mV to reach a current density of 10 mA cm(-2), while the Tafel slope (35.6 mV dec(-1)) is also the lowest among the as-prepared nanostructures. X-ray photoelectron spectra and electrochemical impedance spectra demonstrate that the electronic structure and chemical state of Au-CoNi2S4 core-shell heterostructure are regulated by the delicate structural design. The enhanced electrocatalytic performance of the Au-CoNi2S4 core-shell heterostructure can be attributed to the combined effects of constructing bimetallic sulphide instead of its monometallic counterparts and forming metal-sulphide core-shell interface. It provides a way to develop a superior electrocatalyst by constructing a metal-bimetallic sulphide core-shell heterostructure.									1	0	0	0	0	0	1			0022-3727	1361-6463		WOS:000682152500001		
J	Zhang, Yingjie; Liu, Zhuo; Guo, Fei; Li, Mian; Bo, Xiangjie								Morphological modulation of iron carbide embedded nitrogen-doped hierarchically porous carbon by manganese doping as highly efficient bifunctional electrocatalysts for overall water splitting								JOURNAL OF COLLOID AND INTERFACE SCIENCE				618				149	160		10.1016/j.jcis.2022.03.045				JUL 15 2022	2022	In the development of water splitting, the sluggish electrocatalytic kinetics of the hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) have restricted their energy conversion efficiencies. Along with the continuous rise in the prices of noble metals and transition metals (such as cobalt and nickel), constructing high-efficiency HER/OER catalysts based on low cost transition metals, such as iron and manganese, is becoming more meaningful in developing industrialized water splitting devices. In this paper, in the absence of a template or active agent, three-dimensional, hierarchically porous FexMny nanoparticles (NPs) were embedded and nitrogen-doped carbon materials (denoted as Fe(x)Mny@NC; x: y, representing the molar ratio of Fe:Mn) were successfully prepared via pyrolysis of corresponding precursors containing different metallic salt components. Various morphological, structural, and chemical characterization analysis demonstrate that at an Fe:Mn molar ratio of 3:1, the optimal Fe3Mn1@NC material shows high graphitization degree, rich mesoporous structures, a large surface area, and abundant carbon defects/edges, which promote the uniform dispersion of pyridinic-N (pyridinic-N-metal), graphitic N, carbon oxygen bonds (CAO), manganese oxide (MnO) nanocrystals, and Fe3C NPs-embedded, N-doped carbon sheet (Fe3C@NC) active sites. In alkaline conditions, the HER onset potentials (Eonset) and potentials recorded at 10 mA cm-2 (E10) of the optimal Fe3Mn1@NC are just 84.8 and 156 mV more negative than those of 20 wt% platinum carbon (Pt/C). Meanwhile, the OER Eonset and E10 values of the optimal Fe(3)Mn1@NC are just 8 and 18.7 mV more positive than those of RuO2. Furthermore, optimized Fe3Mn1@NC catalysts were assembled into a water splitting cell, where the catalytic current density achieves 10 mA cm(-2) at a low voltage of 1.6287 V (with superior catalytic stability), which is just 24.9 mV higher than that of the (-) 20 wt% Pt/C||RuO2 (+) benchmark (1.6038 V) under the same conditions. This work describes the regulating efficiency of Mn toward growing mesopores and opens new possibilities for the development of novel carbonaceous catalysts with excellent hydroxide catalytic efficiencies based on low cost Mn/Fe elements. (C) 2022 Elsevier Inc. All rights reserved.									4	0	0	0	1	0	4			0021-9797	1095-7103		WOS:000796822300006	35338922	
J	Zhao, Y.D.; Huang, P.; Chen, Z.; Liu, C.; Li, H.T.; Ma, W.J.; Gao, B.; Liu, X.Y.; Kang, J.F.								Understanding the underlying physics of superior endurance in Bi-layered TaOX-RRAM								2015 Silicon Nanoelectronics Workshop (SNW)								1	2						2015	2015	A comprehensive physical model is introduced to account for the superior endurance characteristics of TaOX-based RRAM with bi-layered Ta2O5-X/TaO2-X stack by considering the influence of oxygen content in TaO2-X layer. In the physical model, the TaO2-X layer acts as an oxygen reservoir to store and release oxygen ions (O2-) during switching cycles and different oxygen contents in TaO2-X layer correspond to different capabilities to take redox reactions with O2-. The proposed model is implemented into an atomic Monte-Carlo simulator involving the evolution of oxygen distribution in Ta2O5-X/TaO2-X stack to reproduce the impacts of different TaO2-X layers on endurance performance. Results reveal that the optimized TaO2-X layer with the feature of easily storing O2- as lattice oxygen (LO) during SET and decomposing to release O2- during RESET is beneficial to enhance the endurance property.					2015 Silicon Nanoelectronics Workshop (SNW)2015 Silicon Nanoelectronics Workshop (SNW)	14-15 June 201514-15 June 2015	IEEE Electron Dev. Soc.IEEE Electron Dev. Soc.	Kyoto, JapanKyoto, Japan	0	0	0		0	0	0						INSPEC:15487274		
J	Qian, Qingyi; Wang, Fan; Zhang, Xingkai; Zhao, Qiuping					Zhang, Xingkai/0000-0003-3416-9966			Direct electro-phosphorization of nickel and cobalt films in hypophosphite solution for efficient hydrogen evolution								INORGANIC CHEMISTRY COMMUNICATIONS				127						108555	10.1016/j.inoche.2021.108555		MAR 2021		MAY 2021	2021	The electrodeposited nickel and cobalt films are directly phosphorized in alkaline hypophosphite solution under the action of electric current. After the electro-phosphorization process, the morphology of nickel and cobalt films change obviously, and phosphorus element can be detected in the phosphorized films according to the EDS and XPS tests. The electrocatalytic performance of nickel and cobalt films for hydrogen evolution reaction are obviously enhanced by the electro-phosphorization treatment. Especially, the phosphorized nickel film has an overpotential of 57 mV at the current density of 10 mA.cm(-2).									6	0	0	0	0	0	6			1387-7003	1879-0259		WOS:000637704700014		
J	Braun, A				Braun, Artur/A-1154-2009	Braun, Artur/0000-0002-6992-7774			Some comments on "Soot surface area evolution during air oxidation as evaluated by small angle X-ray scattering and CO2 adsorption"								CARBON				44	7			1313	1315		10.1016/j.carbon.2005.12.034				JUN 2006	2006										3	0	0	0	1	0	3			0008-6223			WOS:000236689000030		
J	Zhu, Lili; Cai, Qian; Liao, Fan; Sheng, Minqi; Wu, Bin; Shao, Mingwang				Zhu, Li/GXH-9801-2022				Ru-modified silicon nanowires as electrocatalysts for hydrogen evolution reaction								ELECTROCHEMISTRY COMMUNICATIONS				52				29	33		10.1016/j.elecom.2015.01.012				MAR 2015	2015	Ruthenium nanoparticles modified on silicon nanowires (Ru/SiNWs) were prepared by directly reducing Ru ions with Si-H bonds. The composites with different contents of Ru (denoted as Ru/SiNW-x, x means the relative molar ratio of Ru to SiNW) were evaluated as electrocatalysts for the hydrogen evolution reaction (HER). Ru/SiNW-42.9 showed an excellent electrocatalytic activity in the oxygen-free 0.5 M H2SO4 medium. The Tafel slope of Ru/SiNW-42.9 was 81 mV/decade, indicating that its catalytic effect was even better than pure Ru particles. SiNWs modified with proper content of Ru may be a promising electrocatalyst for HER. (C) 2015 Elsevier B.V. All rights reserved.									47	4	0	0	0	0	48			1388-2481	1873-1902		WOS:000352850700009		
J	Qi, Jing; Lin, Yang-Peng; Chen, Dandan; Zhou, Tianhua; Zhang, Wei; Cao, Rui				Chen, Dan/GRY-2691-2022; Zhou, Tianhua/ABK-7516-2022	Chen, Dan/0000-0002-1570-9034; Zhou, Tianhua/0000-0002-7858-0047			Autologous Cobalt Phosphates with Modulated Coordination Sites for Electrocatalytic Water Oxidation								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				59	23			8917	8921		10.1002/anie.202001737		MAR 2020		JUN 2 2020	2020	The correlation between metal coordination and electrocatalytic water oxidation performance is elusive in many cobalt-based materials. Herein, we designed an ideal Co phosphate-based platform to explore the effect of coordination environment on oxygen evolution reaction (OER) activity. The cobalt geometry was modulated from octahedral to tetrahedral by simple removal of water ligands in Co-3(PO4)(2).8 H2O. Other features except the coordination structure in the two autologous materials remain similar. The two analogues display the same OER kinetics, but the anhydrous Co-3(PO4)(2) exhibits a greatly enhanced OER activity. On the basis of Raman and operando XAS results, the higher intrinsic activity of the Co tetrahedral sites is because they facilitate the formation of active high valent cobalt (hydr)oxide intermediates during OER. This work not only brings insights of OER on Co-based electrocatalysts but also provides a reference system to study the effect of metal geometry on electrocatalysis.									48	6	0	0	2	0	49			1433-7851	1521-3773		WOS:000521800300001	32112670	
J	Huang, Yuan; Jiang, Li-Wen; Liu, Hong; Wang, Jian-Jun								Electronic structure regulation and polysulfide bonding of Co-doped (Ni, Fe)(1+x)S enable highly efficient and stable electrocatalytic overall water splitting								CHEMICAL ENGINEERING JOURNAL				441						136121	10.1016/j.cej.2022.136121				AUG 1 2022	2022	The durability of electrocatalysts is comparably as important as the efficiency for practical applications. Transition metal sulfides usually undergo phase evolution during the oxygen evolution reaction (OER), making the resulting electrocatalysts unstable. Here we report the synthesis of Co-doped (Ni, Fe)1+xS (denoted as FeCoNiS), and that its derived electrocatalyst exhibited remarkably high OER activity and excellent stability with an overpotential of 164 mV for 10 mA cm-2 and a steady-state current density of 100 mA cm-2 for up to 2200 h. The impressive OER performance can be attributed to the electronic structure regulation of (Ni, Fe)1+xS via Co doping and the formation of polysulfides (Sn2-). Promisingly, a device assembled using FeCoNiS and MoNi4/MoO2 two electrodes delivered a current density of 100 mA cm-2 at a low potential of 1.60 V for overall water splitting and worked stably for 1200 h at a current density of 200 mA cm-2. This work provides a new strategy to explore transition metal sulfides as efficient and stable catalysts for large-scale hydrogen production.									2	0	0	0	1	0	2			1385-8947	1873-3212		WOS:000795645400001		
J	Zhang, Ruoyu; Wei, Hehe; Si, Wenjie; Ou, Gang; Zhao, Chunsong; Song, Mingjun; Zhang, Cheng; Wu, Hui				Wu, Hui/I-7288-2012	Wei, Hehe/0000-0002-0480-8280			Enhanced Electrocatalytic Activity for Water Splitting on NiO/Ni/Carbon Fiber Paper								MATERIALS				10	1					15	10.3390/ma10010015				JAN 2017	2017	Large-scale growth of low-cost, efficient, and durable non-noble metal-based electrocatalysts for water splitting is crucial for future renewable energy systems. Atomic layer deposition (ALD) provides a promising route for depositing uniform thin coatings of electrocatalysts, which are useful in many technologies, including the splitting of water. In this communication, we report the growth of a NiO/Ni catalyst directly on carbon fiber paper by atomic layer deposition and report subsequent reduction and oxidation annealing treatments. The 10-20 nm NiO/Ni nanoparticle catalysts can reach a current density of 10 mA.cm(-2) at an overpotential of 189 mV for hydrogen evolution reactions and 257 mV for oxygen evolution reactions with high stability. We further successfully achieved a water splitting current density of 10 mA.cm(-2) at 1.78 V using a typical NiO/Ni coated carbon fiber paper two-electrode setup. The results suggest that nanoparticulate NiO/Ni is an active, stable, and noble-metal-free electrocatalyst, which facilitates a method for future water splitting applications.									18	2	0	0	0	0	18			1996-1944			WOS:000394838800015	28772376	
