PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Ju, Jeong-Hun; Ryu, Kwang-Sun								Synthesis and electrochemical performance of Li(Ni0.8Co0.15Al0.05)(0.8)(Ni0.5Mn0.5)(0.2)O-2 with core-shell structure as cathode material for Li-ion batteries								JOURNAL OF ALLOYS AND COMPOUNDS				509	30			7985	7992		10.1016/j.jallcom.2011.05.060				JUL 28 2011	2011	The core-shell structure cathode material Li(Ni0.8Co0.15Al0.05)(0.8)(Ni0.5Mn0.5)(0.2)O-2 (LNCANMO) was synthesized via a co-precipitation method. Its applicability as a cathode material for lithium ion batteries was investigated. The core-shell particle consists of LiNi0.8Co0.15Al0.05O2 (LNCAO) as the core and a LiNi0.5Mn0.5O2 as the shell. The thickness of the LiNi0.5Mn0.5O2 layer is approximately 1.25 mu m, as estimated by field emission scanning electron microscopy (FE-SEM). The cycling behavior between 2.8 and 4.3 V at a current rate of 18 mA g(-1) shows a reversible capacity of about 195 mAh g(-1) with little capacity loss after 50 cycles. High-rate capability testing shows that even at a rate of 5 C, a stable capacity of approximately 127 mAh g(-1) is retained. In contrast, the capacity of LNCAO rapidly decreases in cyclic and high rate tests. The observed higher current rate capability and cycle stability of LNCANMO can be attributed to the lower impedance including charge transfer resistance and surface film resistance. Differential scanning calorimetry (DSC) indicates that LNCANMO had a much improved oxygen evolution onset temperature of approximately 251 degrees C, and a much lower level of exothermic-heat release compared to LNCAO. The improved thermal stability of the LNCANMO can be ascribed to the thermally stable outer shell of LiNi0.5Mn0.5O2, which suppresses oxygen release from the host lattice and not directly come into contact with the electrolyte solution. In particular, LNCANMO is shown to exhibit improved electrochemical performance and is a safe material for use as an electrode for lithium ion batteries. (C) 2011 Elsevier B.V. All rights reserved.									60	15	2	0	0	0	75			0925-8388			WOS:000292030600031		
J	Johnson, Grant E.; Colby, Robert; Engelhard, Mark; Moon, Daewon; Laskin, Julia				Laskin, Julia/H-9974-2012; Engelhard, Mark/F-1317-2010; Johnson, Grant E./AAE-3289-2021	Laskin, Julia/0000-0002-4533-9644; Engelhard, Mark/0000-0002-5543-0812; Johnson, Grant E./0000-0003-3352-4444			Soft landing of bare PtRu nanoparticles for electrochemical reduction of oxygen								NANOSCALE				7	29			12379	12391		10.1039/c5nr03154k				2015	2015	Magnetron sputtering of two independent Pt and Ru targets coupled with inert gas aggregation in a modified commercial source has been combined with soft landing of mass-selected ions to prepare bare 4.5 nm diameter PtRu nanoparticles on glassy carbon electrodes with controlled size and morphology for electrochemical reduction of oxygen in solution. Employing atomic force microscopy (AFM) it is shown that the nanoparticles bind randomly to the glassy carbon electrode at a relatively low coverage of 7 x 10(4) ions mu m(-2) and that their average height is centered at 4.5 nm. Scanning transmission electron microscopy images obtained in the high-angle annular dark field mode (HAADF-STEM) further confirm that the soft-landed PtRu nanoparticles are uniform in size. Wide-area scans of the electrodes using X-ray photoelectron spectroscopy (XPS) reveal the presence of both Pt and Ru in atomic concentrations of similar to 9% and similar to 33%, respectively. Deconvolution of the high energy resolution XPS spectra in the Pt 4f and Ru 3d regions indicates the presence of both oxidized Pt and Ru. The substantially higher loading of Ru compared to Pt and enrichment of Pt at the surface of the nanoparticles is confirmed by wide-area analysis of the electrodes using time-of-flight medium energy ion scattering (TOF-MEIS) employing both 80 keV He+ and O+ ions. The activity of electrodes containing 7 x 10(4) ions mu m-2 of bare 4.5 nm PtRu nanoparticles toward the electrochemical reduction of oxygen was evaluated employing cyclic voltammetry (CV) in 0.1 M HClO4 and 0.5 M H2SO4 solutions. In both electrolytes a pronounced reduction peak was observed during O-2 purging of the solution that was not evident during purging with Ar. Repeated electrochemical cycling of the electrodes revealed little evolution in the shape or position of the voltammograms indicating high stability of the nanoparticles supported on glassy carbon. The reproducibility of the nanoparticle synthesis and deposition was evaluated by employing the same experimental parameters to prepare nanoparticles on glassy carbon electrodes on three occasions separated by several days. Surfaces with almost identical electrochemical behavior were observed with CV, demonstrating the highly reproducible preparation of bare nanoparticles using physical synthesis in the gas-phase combined with soft landing of mass-selected ions.									26	0	0	0	2	0	26			2040-3364	2040-3372		WOS:000358207700019	26148814	
J	Trafela, Spela; Sturm, Saso; Rozman, Kristina Zuzek								Surface modification for the enhanced electrocatalytic HCHO oxidation performance of Ni-thin-film-based catalysts								APPLIED SURFACE SCIENCE				537						147822	10.1016/j.apsusc.2020.147822				JAN 30 2021	2021	The main challenge with electrocatalysis is finding low-cost electrocatalysts that can work efficiently to oxidize the HCHO. Here, we propose a mechanism for the voltammetric formation of a highly active, structurally disordered beta-Ni(OH)(2)/beta-NiOOH redox pair on the surface of electrodeposited Ni thin films to achieve an extraordinary catalytic performance with respect to HCHO oxidation in alkaline media. We report electrochemical, XRD and FT-IR measurements on as-deposited and voltammetrically treated (i.e., KOH-modified) Ni thin films, and calculations based on the electrical charge to investigate the changes in the surface composition, crystal structure and related HCHO oxidation activity. We found that the KOH-modification process plays a crucial role in the formation of surface highly active, disordered beta-Ni(OH)(2)/beta-NiOOH. The KOH-modified Ni film with the largest amount of the structurally disordered beta-Ni(OH)(2)/beta-NiOOH resulted in improved catalytic performance, i.e., an onset overpotential reduced by 400 mV and a catalytic rate increased by 69 mV dec(-1). The presented technique has a wide range of applications and provides advances with a novel design idea and a new synthesis strategy for the preparation of highly active, structurally disordered Ni(OH)(2)/NiOOH redox systems on the surface of Ni thin films and other Ni-based nanostructured electrocatalysts for HCHO oxidation.									2	0	0	0	1	0	2			0169-4332	1873-5584		WOS:000582798700002		
J	Song, Kai; He, Fang; Zhou, Ergang; Wang, Lin; Hou, Huilin; Yang, Weiyou				Hou, Huilin/AAM-5733-2020; Yang, Wei/GWV-4107-2022; Yang, Weiyou/O-9781-2019	Yang, Weiyou/0000-0002-3607-3514			Boosting solar water oxidation activity of BiVO4 photoanode through an efficient in-situ selective surface cation exchange strategy								JOURNAL OF ENERGY CHEMISTRY				68				49	59		10.1016/j.jechem.2021.11.024				MAY 2022	2022	The sluggish kinetics for water oxidation is recognized as one of the major problems for the unsatisfied photoelectrochemical (PEC) performance. Herein, we developed a feasible strategy based on in-situ selective surface cation exchange, for activating surface water oxidation reactivity toward boosted PEC water oxidation of BiVO4 photoanodes with fundamentally improved surface charge transfer. The asconstructed Co/BiVO4 photoanodes exhibit 2.6 times increase in photocurrent density with superior stability, in comparison to those of pristine counterpart. Moreover, the faradaic efficiency of as-fabricated photoanode can be up to similar to 95% at 1.23 V (vs. RHE). The unique selective replacement of Bi by Co on the surface could modify the electronic structure of BiVO4 with reduced energy barrier of the deprotonation of OH* to O, thus favoring the overall excellent PEC performance of Co/BiVO4 photoanode. (C) 2021 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by ELSEVIER B.V. and Science Press. All rights reserved.									8	0	0	0	0	0	7			2095-4956			WOS:000820066500007		
J	Setzler, Brian P.; Zhuang, Zhongbin; Wittkopf, Jarrid A.; Yan, Yushan				Yan, Yushan/Y-2847-2019	Setzler, Brian/0000-0001-7414-8372			Activity targets for nanostructured platinum group-metal-free catalysts in hydroxide exchange membrane fuel cells								NATURE NANOTECHNOLOGY				11	12			1020	1025		10.1038/NNANO.2016.265				DEC 2016	2016	Fuel cells are the zero-emission automotive power source that best preserves the advantages of gasoline automobiles: low upfront cost, long driving range and fast refuelling. To make fuel-cell cars a reality, the US Department of Energy has set a fuel cell system cost target of US$30 kW(-1) in the long-term, which equates to US$2,400 per vehicle, excluding several major powertrain components (in comparison, a basic, but complete, internal combustion engine system costs approximately US$3,000). To date, most research for automotive applications has focused on proton exchange membrane fuel cells (PEMFCs), because these systems have demonstrated the highest power density. Recently, however, an alternative technology, hydroxide exchange membrane fuel cells (HEMFCs), has gained significant attention, because of the possibility to use stable platinum-group-metal free catalysts, with inherent, long-term cost advantages. In this Perspective, we discuss the cost profile of PEMFCs and the advantages offered by HEMFCs. In particular, we discuss catalyst development needs for HEMFCs and set catalyst activity targets to achieve performance parity with state-of-the-art automotive PEMFCs. Meeting these targets requires careful optimization of nanostructures to pack high surface areas into a small volume, while maintaining high area-specific activity and favourable pore-transport properties.									181	13	0	0	11	0	183			1748-3387	1748-3395		WOS:000389962500008	27920439	
J	Jose, J; Hernanz, M				Hernanz, Margarita/K-1770-2014	Hernanz, Margarita/0000-0002-8651-7910			Classical nova explosions: nuclear physics laboratories in the universe								REVISTA MEXICANA DE FISICA				50	2			47	53					S	DEC 2004	2004	One of the observational evidences in support of the thermonuclear runaway model for the classical nova outburst relies on the accompanying nucleosynthesis. In this paper, we stress the relevant role played by nucleosynthesis in our understanding of the nova phenomenon by constraining models through a comparison with both the atomic abundance determinations from the ejecta and the isotopic ratios measured in presolar grains of a likely nova origin. We discuss first the interplay between nova outbursts and the Galactic chemical abundances: Classical nova outbursts are expected to be the major source of (13)C, (15)N and (17)O in the Galaxy, and to contribute to the abundances of other species with A < 40, such as (7)Li or (26)Al. We describe the main nuclear path during the course of the explosion, with special emphasis on the synthesis of radioactive species, of particular interest for the gamma-ray output predicted from novae ((7)Li, (18)F, (22)Na, (26)Al).					27th Symposium on Nuclear Physics27th Symposium on Nuclear Physics	JAN 05-08, 2004JAN 05-08, 2004		Taxco, MEXICOTaxco, MEXICO	0	0	0	0	0	0	0			0035-001X			WOS:000227329600010		
P	DAI H; FANG D; LI J; GAO L; ZHANG S; YI H; ZHENG X; YAN J								Preparation of thermosensitized thyroglobulin electrochemiluminescence immunoassay for thyroglobulin detection, by using amino-functionalized p-nickel cobaltite-nanosheets/single-walled carbon nanotubes suspension and bovine serum albumin					CN110031529-A; CN110031529-B	UNIV FUJIAN																			NOVELTY - Preparation of thermosensitized thyroglobulin electrochemiluminescence immunoassay based on nickel cobaltite nanosheets involves: (1) mechanically grinding and polishing a glassy carbon electrode (GCE) on a suede layer paved with aluminum oxide powder, washing the surface residual powder with secondary water, then moving the mixture into an ultrasonic water bath for cleaning until the mixture is cleaned, and sequentially and thoroughly washing with ethanol, dilute acid and water; (2) adding 3 mu l amino-functionalized p-nickel cobaltite-nanosheets (NSs)/single-walled carbon nanotubes (SWCNTs) suspension with a concentration of 4 mg/ml to the surface of cleaned GCE, drying under infrared light, and cooling to room temperature to prepare a p-nickel cobaltite-NSs/SWCNTs modified electrode; and (3) adding 3 mu l 1 wt.% glutaraldehyde to the electrode interface prepared in the step (2), and reacting at room temperature for 40 minutes. USE - The method is useful for preparing a thermosensitized thyroglobulin electrochemiluminescence immunoassay based on nickel cobaltite nanosheets, which is useful for Tg detection (claimed) in clinical application. ADVANTAGE - The thermosensitized thyroglobulin electrochemiluminescence immunoassay based on nickel cobaltite nanosheets has high sensitivity, wide linear range and strong specificity, excellent oxygen evolution reaction (OER) catalytic performance, increased concentration of oxygen in solution and increased luminescence intensity of luminol. DETAILED DESCRIPTION - Preparation of thermosensitized thyroglobulin electrochemiluminescence immunoassay based on nickel cobaltite nanosheets involves: (1) mechanically grinding and polishing a glassy carbon electrode (GCE) on a suede layer paved with aluminum oxide powder, washing the surface residual powder with secondary water, then moving the mixture into an ultrasonic water bath for cleaning until the mixture is cleaned, and sequentially and thoroughly washing with ethanol, dilute acid and water; (2) adding 3 mu l amino-functionalized p-nickel cobaltite-nanosheets (NSs)/single-walled carbon nanotubes (SWCNTs) suspension with a concentration of 4 mg/ml to the surface of cleaned GCE, drying under infrared light, and cooling to room temperature to prepare a p-nickel cobaltite-NSs/SWCNTs modified electrode; (3) adding 3 mu l 1 wt.% glutaraldehyde to the electrode interface prepared in the step (2), and reacting at room temperature for 40 minutes; (4) adding 3 mu l 50 ng/ml thyroglobulin antibodies (Ab) the surface of the electrode obtained in the step (3), heat preserving at room temperature for 40 minutes, and washing with deionized water to remove physical adsorption to obtain Ab/p-nickel cobaltite-NSs/SWCNTs modified electrode; (5) adding 3 mu l 1 wt.% bovine serum albumin (BSA) to the modified electrode interface obtained in the step (4), heat preserving at room temperature for 40 minutes to close non-specific active sites on the surface of the electrode, rinsing the electrode surface with deionized water to remove physical adsorption and storing in a refrigerator at 4 degrees C; and (6) immersing the modified electrode obtained in the step (5) in different concentrations of thyroglobulin (Tg) standard solution and reacting at room temperature for 50 minutes, rinsing the electrode surface with deionized water to obtain Tg/Ab/p-nickel cobaltite-NSs/SWCNTs modified electrode and storing in a refrigerator at 4 degrees C. INDEPENDENT CLAIMS are included for the following:(1) the thermosensitized thyroglobulin electrochemiluminescence immunoassay based on nickel cobaltite nanosheets prepared by the above method; and(2) use of the thermosensitized thyroglobulin electrochemiluminescence immunoassay based on nickel cobaltite nanosheets for Tg detection, where the detection method involves (1) using an electrochemical workstation and a three-electrode system to carry out measurement, using the thermosensitized thyroglobulin electrochemiluminescence immunoassay based on nickel cobaltite nanosheets as a working electrode, silver/silver chloride as a reference electrode, and a platinum wire electrode as an auxiliary electrode to carry out test in a 0.1 mol/ml buffer solution with pH value of 9, (2) detecting Tg standard solution with different concentrations by using an electrogenerated chemiluminescence equipment photomultiplier tube 800V with a potential window having a potential range of 0-1 V and a scanning speed of 0.1 V/s, collecting an enhanced chemiluminescent signal intensity of -0.5 V by using the electrogenerated chemiluminescence equipment, using the relationship between the enhanced chemiluminescent signal intensity and the concentration of the Tg standard solution to draw a working curve, and (3) using the sample solution to-be-detected for replacing the TG standard solution for detection, and obtaining the detection result through the working curve.															0						DIIDW:2019650688		
J	Berenguer, R.; Valdes-Solis, T.; Fuertes, A. B.; Quijada, C.; Morallon, E.				Berenguer, Raul/F-5381-2016; Valdes-Solis, Teresa/L-6238-2014; Quijada, Cesar/D-2129-2010; Fuertes, Antonio B/H-6905-2015; Morallon, Emilia/A-7632-2013	Berenguer, Raul/0000-0002-8627-4939; Valdes-Solis, Teresa/0000-0003-0822-2292; Fuertes, Antonio B/0000-0002-5931-1669; Morallon, Emilia/0000-0003-4748-8747; Quijada, Cesar/0000-0002-9965-9651			Cyanide and phenol oxidation on nanostructured Co(3)O(4) electrodes prepared by different methods								JOURNAL OF THE ELECTROCHEMICAL SOCIETY				155	7			K110	K115		10.1149/1.2917210				2008	2008	Nanostructured cobalt oxide (Co(3)O(4)) electrodes were prepared by two different methods. The first one involved the synthesis of Co(3)O(4) nanoparticles through a nanocasting route using commercial silica gel as a sacrificial template, and in the second one, the Co(3)O(4) electrodes were prepared by thermal decomposition. The electrodes were characterized by different techniques, such as scanning electron microscopy, energy-dispersive X-ray analysis (EDX), X-ray diffraction (XRD), transmission electron microscopy, X-ray photoelectron spectroscopy (XPS), and cyclic voltammetry. EDX, XRD, and XPS show a characteristic spinel-type structure and a similar chemical composition for the two nanostructured cobalt oxides. However, the surface morphology is different. The electrochemical oxidation of cyanide and phenol in alkaline medium were used as test reactions. The electrocatalytic activity of the nanocrystalline Co(3)O(4) electrodes for cyanide and phenol oxidation turned out to be highly dependent on the electrode preparation method. (C) 2008 The Electrochemical Society.									28	1	0	0	1	1	30			0013-4651			WOS:000256198900076		
J	Green, Alice E.; Schaller, Sascha; Meizyte, Gabriele; Rhodes, Benjamin J.; Kealy, Sean P.; Gentleman, Alexander S.; Schoellkopf, Wieland; Fielicke, Andre; Mackenzie, Stuart R.				Schöllkopf, Wieland/AAI-2477-2019; Fielicke, Andre/A-5298-2009; Mackenzie, stuart/U-4609-2018; Gentleman, Alexander/G-2780-2013	Fielicke, Andre/0000-0003-0400-0932; Mackenzie, stuart/0000-0002-3166-8631; Schollkopf, Wieland/0000-0003-0564-203X; Green, Alice/0000-0002-6897-1247; Gentleman, Alexander/0000-0003-3830-2488; Rhodes, Benjamin/0000-0002-6133-6531			Infrared Study of OCS Binding and Size-Selective Reactivity with Gold Clusters, Au-n(+) (n=1-10)								JOURNAL OF PHYSICAL CHEMISTRY A				124	26			5389	5401		10.1021/acs.jpca.0c03813				JUL 2 2020	2020	OCS binding to and reactivity with isolated gold cluster cations, Au-n(+) (n = 1-10), has been studied by infrared multiple photon dissociation (IR-MPD) spectroscopy in conjunction with quantum chemical calculations. The distribution of complexes AunSx(OCS)(m)(+) formed reflects the relative reactivity of different cluster sizes with OCS, under the multiple collision conditions of our ablation source. The IR-MPD spectra of Au-n(OCS)(+) (n = 3-10) clusters are interpreted in terms of either mu(1) or mu(2) S binding motifs. Analysis of the fragmentation products following infrared excitation of parent Au-n(OCS)(+) clusters reveals strongly size-selective (odd-even) branching ratios for OCS and CO loss, respectively. CO loss signifies infrared-driven OCS decomposition on the cluster surface and is observed to occur predominantly on even n clusters (i.e., those with odd electron counts). The experimental data, including fragmentation branching ratios, are consistent with calculated potential energy landscapes, in which the initial species trapped are molecularly bound entrance channel complexes, rather than global minimum inserted structures. Attempts to generate Rh-n(OCS)(+) and Pt-n(OCS)(+) equivalents failed; only sulfide reaction products were observed in the mass spectrum, even after cooling the cluster source to -100 degrees C.									7	0	0	0	0	0	7			1089-5639	1520-5215		WOS:000547461000015	32491870	
J	Dang, Xinyu; Xie, Mingsen; Dai, Fangfang; Guo, Jinna; Liu, Jia; Lu, Xiaoquan								Ultrathin 2D/2D ZnIn2S4/g-C3N4 Nanosheet Heterojunction with Atomic-Level Intimate Interface for Photocatalytic Hydrogen Evolution under Visible Light								ADVANCED MATERIALS INTERFACES				8	10					2100151	10.1002/admi.202100151		MAR 2021		MAY 2021	2021	Designation of high-efficiency water splitting photocatalyst is still a challenge in converting solar energy into chemical fuels. Heterojunction can inhibit recombination of carriers which is considered to be a reliable strategy to improve photocatalytic performance on water splitting. In this work, a "face-to-face" 2D tight heterostructure is constructed by growing ZnIn2S4 nanosheets on g-C3N4 nanosheets. Due to the ultrathin 2D structure and large amounts of N-S bonds forming at the interface of heterojunction affording charge transferring tunnel, the synthesized 2D heterojunction photocatalysts successfully accelerate the carrier migration rate and decrease recombination probability of photogenerated electrons and holes. As a result, the optimized ZISCN-50 sample has excellent photocatalytic H-2 production activity (10.92 mmol h(-1) g(-1)) under visible light, which is approximate to 5.2 times of ZnIn2S4 (2.09 mmol h(-1) g(-1)) and 136.5 times of pure g-C3N4 nanosheets (0.08 mmol h(-1) g(-1)). Cycle experiments show that the composite material has excellent stability and recyclability. This work provides fresh insights into atomic-level structure and interface design in order to synthesize high-efficiency 2D/2D heterojunction photocatalysts.									20	0	0	0	3	0	20			2196-7350			WOS:000633509800001		
