PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Wang, Jing; Sun, Youcai; Fu, Lijun; Sun, Zhuang; Ou, Man; Zhao, Shulin; Chen, Yuhui; Yu, Fengjiao; Wu, Yuping				Wu, Yuping/H-1593-2011; Yu, Fengjiao/ABD-7875-2021; Chen, Yuhui/ABD-7407-2021; Chen, Yuhui/ABD-7887-2021	Wu, Yuping/0000-0002-0833-1205; Yu, Fengjiao/0000-0003-3319-0405; Chen, Yuhui/0000-0002-3498-0057; Chen, Yuhui/0000-0002-3498-0057; Ou, Man/0000-0003-3705-0813			A defective g-C3N4/RGO/TiO2 composite from hydrogen treatment for enhanced visible-light photocatalytic H-2 production								NANOSCALE				12	43			22030	22035		10.1039/d0nr05141a				NOV 21 2020	2020	Photocatalytic H-2 evolution is a clean technology to alleviate energy and environmental issues. The limited light absorption and the separation efficiency of photogenerated charge carriers are the major hurdles constraining the application of numerous photocatalysts. Herein, we report a simple and effective strategy, a multistep heat-treatment method, to synthesise a defective g-C3N4/RGO/TiO2 composite to increase its rate of activity for H-2 production. The defects, nitrogen and oxygen vacancies, are simultaneously introduced on the surface of the g-C3N4/RGO/TiO2 composite. The vacancy defects essentially endow g-C3N4/RGO/TiO2 with a boosted photocatalytic H-2 evolution rate (4760 mu mol h(-1) g(-1)) under visible-light irradiation, which is higher than that of the most of g-C3N4/TiO2 composites. This is attributed to the improved visible-light absorption as well as the separation and transfer rate of photogenerated charge carriers arising from vacancy defects. This study may provide an avenue for preparing defective photocatalysts for efficient H-2 evolution.									18	1	0	0	1	0	18			2040-3364	2040-3372		WOS:000589051700007	33146195	
J	JABLONSKI, PP; ANDERSON, JW								LIGHT-DEPENDENT REDUCTION OF DEHYDROASCORBATE BY RUPTURED PEA-CHLOROPLASTS								PLANT PHYSIOLOGY				67	6			1239	1244		10.1104/pp.67.6.1239				1981	1981										56	22	0	0	53	0	77			0032-0889			WOS:A1981LV91200034	16661843	
J	Yoon, Seon Hye; Kim, Jin Young; Park, Yong Joon								Carbon-free Polymer Air Electrode based on Highly Conductive PEDOT Micro-Particles for Li-O-2 Batteries								JOURNAL OF ELECTROCHEMICAL SCIENCE AND TECHNOLOGY				9	3			220	228		10.33961/JECST.2018.9.3.220				SEP 2018	2018	This study introduced a carbon-free electrode for Li-O-2 cells with the aim of suppressing the side reactions activated by carbon material. Micro-particles of poly(3,4-ethylenedioxythiophene) (PEDOT), a conducting polymer, were used as the base material for the air electrode of Li-O-2 cells. The PEDOT micro-particles were treated with H2SO4 to improve their electronic conductivity, and LiBr and CsBr were used as the redox mediators to facilitate the dissociation of there action products in the electrode and reduce the over-potential of the Li-O-2 cells. The capacity of the electrode employing PEDOT micro-particles was significantly enhanced via H(2)SO(4 )treatment, which is attributed to the increased electronic conductivity. The considerable capacity enhancement and relatively low over-potential of the electrode employing H2SO4-treated PEDOT micro-particles indicate that the treated PEDOT micro-particles can act as reaction sites and provide storage space for the reaction products. The cyclic performance of the electrode employing H2SO4-treated PEDOT micro-particles was superior to that of a carbon electrode. The results of the Fourier-transform infrared spectroscopic analysis showed that the accumulation of residual reaction products during cycling was significantly reduced by introducing the carbon-free electrode based on H2SO4-treated PEDOT micro-particles, compared with that of the carbon electrode. The cycle life was improved owing to the effect of the redox mediators. The refore, the use of the carbon -free electrode combined with redox mediators could realize excellent cyclic performance and low over-potential simultaneously.									2	0	0	0	1	0	2			2093-8551			WOS:000448343900008		
J	Sun, Xiaodong; Huang, Hongwei; Zhao, Qin; Ma, Tianyi; Wang, Lianzhou				Wang, Lianzhou/J-2140-2014; Huang, Hongwei/AAT-7732-2020; Ma, Tianyi/J-1868-2019	Wang, Lianzhou/0000-0002-5947-306X; Ma, Tianyi/0000-0002-1042-8700; Sun, xiaodong/0000-0003-2905-9826; Zhao, Qin/0000-0002-8307-6320			Thin-Layered Photocatalysts								ADVANCED FUNCTIONAL MATERIALS				30	22					1910005	10.1002/adfm.201910005				MAY 2020	2020	Semiconductor photocatalysis, a green and sustainable technology, is of great significance for solving environmental pollution and energy shortages. However, the common problems of inefficient light harvesting, rapid recombination of electron-hole pairs, and low surface reactive reaction sites for photocatalysts urgently need to be solved. In this regard, thin-layered photocatalysts are considered to be one of the most promising candidates for addressing these issues, due to their unique surface and electronic properties. In this review, the various strategies for constructing thin-layered photocatalysts are summarized, and emphasis is given to approaches for optimizing the photocatalytic performance of the thin-layered materials, which can be classified into surface engineering and junction construction. In addition, the photocatalytic applications of thin-layered materials, i.e., water splitting, CO2 reduction, nitrogen fixation, and molecule oxygen activation, are summarized. Finally, based on current achievements in thin-layered photocatalysts, their future development and challenges are discussed.									48	1	0	0	5	0	48			1616-301X	1616-3028		WOS:000537167400014		
J	IWASAKI, N; SASAKI, Y; NISHINA, Y								AG ELECTRODE-REACTION IN NAOH SOLUTION STUDIED BY INSITU RAMAN-SPECTROSCOPY								SURFACE SCIENCE				198	3			524	540		10.1016/0039-6028(88)90382-2				MAY 1988	1988										75	1	0	0	2	0	75			0039-6028			WOS:A1988N420900018		
J	Ying, Yiran; Fan, Ke; Qiao, Jinli; Huang, Haitao				Ying, Yiran/O-7320-2018; Huang, Haitao/F-9697-2010	Ying, Yiran/0000-0002-5229-6726; Huang, Haitao/0000-0002-3861-2702			Rational Design of Atomic Site Catalysts for Electrocatalytic Nitrogen Reduction Reaction: One Step Closer to Optimum Activity and Selectivity								ELECTROCHEMICAL ENERGY REVIEWS				5	3					6	10.1007/s41918-022-00164-4				SEP 2022	2022	The electrocatalytic nitrogen reduction reaction (NRR) has been one of the most intriguing catalytic reactions in recent years, providing an energy-saving and environmentally friendly alternative to the conventional Haber-Bosch process for ammonia production. However, the activity and selectivity issues originating from the activation barrier of the NRR intermediates and the competing hydrogen evolution reaction result in the unsatisfactory NH3 yield rate and Faradaic efficiency of current NRR catalysts. Atomic site catalysts (ASCs), an emerging group of heterogeneous catalysts with a high atomic utilization rate, selectivity, and stability, may provide a solution. This article undertakes an exploration and systematic review of a highly significant research area: the principles of designing ASCs for the NRR. Both the theoretical and experimental progress and state-of-the-art techniques in the rational design of ASCs for the NRR are summarized, and the topic is extended to double-atom catalysts and boron-based metal-free ASCs. This review provides guidelines for the rational design of ASCs for the optimum activity and selectivity for the electrocatalytic NRR.									0	0	0	0	0	0	0			2520-8489	2520-8136		WOS:000840098100001		
J	Yan, Yaotian; Lin, Jinghuang; Xu, Tianxiong; Liu, Baishen; Huang, Keke; Qiao, Liang; Liu, Shude; Cao, Jian; Jun, Seong Chan; Yamauchi, Yusuke; Qi, Junlei				Lin, Jinghuang/ABD-3623-2022; Yamauchi, Yusuke/D-2780-2015	Yamauchi, Yusuke/0000-0001-7854-927X			Atomic-Level Platinum Filling into Ni-Vacancies of Dual-Deficient NiO for Boosting Electrocatalytic Hydrogen Evolution								ADVANCED ENERGY MATERIALS				12	24					2200434	10.1002/aenm.202200434		APR 2022		JUN 2022	2022	Developing low-cost and high-efficiency catalysts for sustainable hydrogen production through electrocatalytic hydrogen evolution reaction (HER) is crucial yet remains challenging. Here, a strategy is proposed to fill Ni-vacancy (Ni-v) sites of dual-deficient NiO (D-NiO-Pt) deliberately created by Ar plasma with homogeneously distributed Pt atoms driven by oxygen vacancies (O-v). The incorporated Pt atoms filling the Ni-v reduce the formation energy to increase crystal stability, and subsequently combine with additional O-v to tune the electronic structure of the surrounding Ni sites. Thus, a more ideal hydrogen adsorption free energy (Delta G(H*)) closer to 0 of Ni sites and Pt sites can be achieved. As a result, the D-NiO-Pt electrode achieves superior mass activity of approximate to 1600 mA mg(-1) (normalized by platinum) and nearly negligible loss of activity during long-term operation, which is much better than as-prepared Pt-containing NiO catalysts without plasma treatment. A low overpotential of 20 mV is required for the D-NiO-Pt at 10 mA cm(-2) in alkaline HER, outperforming that of the commercial Pt/C. In addition, the universal access to the other Ni-based compounds including nickel phosphide (Ni2P), nickel sulfide (Ni0.96S), and nickel selenide (NiSe2) is also demonstrated by employing a vacancy-driven Pt filling mechanism.									17	0	0	0	0	0	16			1614-6832	1614-6840		WOS:000785582000001		
J	Koverga, Andrey A.; Gomez-Marin, Ana M.; Florez, Elizabeth					Gomez Marin, Ana Maria/0000-0001-5975-4657			Not a Mere Decoration: Impact of Submonolayer Coverages of Nickel on Fundamental Properties of Platinum								JOURNAL OF PHYSICAL CHEMISTRY C				126	24			10167	10180		10.1021/acs.jpcc.2c01083				JUN 23 2022	2022	Theoretical insights have been gained into nickel adatom interaction with model platinum basal planes, and evolution of their fundamental properties with growing nickel surface coverage has been analyzed. Calculations have been performed using density functional theory with the Perdew-Burke-Ernzerhof exchange correlation functional and dipole corrections. The presence of a single Ni atom appreciably affects the Pt surface, lowering the work function and shifting the d-band center position away from the Fermi level of Pt atoms in contact with Ni. At increasing coverage, Ni bonding strength with Pt increases and plain structures are formed on all considered surfaces, although the initial tendencies, seen for the Pt fundamental properties upon Ni adsorption, do not change. Compared to reported experimental data, results suggest that lowering of the work function, Phi, of Pt(111) upon Ni adsorption may facilitate charge transfer through the electric double layer, improving the rate of the hydrogen evolution reaction in alkaline media on Ni-modified Pt(111) surfaces. Hence, this rate-promoting effect would be expected to be lower for Pt(110) and (100) because of the lower impact of Ni adatoms on Phi for these two surfaces. Results of the present study improve the current understanding of adatoms' electronic effects on the substrate and contribute to the scientific basis for the systematic design and development of Pt-based catalysts.									0	0	0	0	0	0	0			1932-7447	1932-7455		WOS:000818007900001		
J	Liu, Yanyan; Min, Zhaorui; Jiang, Jianchun; Sun, Kang; Gao, Jie; Shang, Yuan; Li, Baojun				Liu, Yanyan/AAD-2504-2022; Li, Baojun/H-6254-2018	Li, Baojun/0000-0001-8325-3772; Liu, Yanyan/0000-0003-1857-6377			Molybdenum, Cobalt Sulfide-Modified N-, S-Doped Graphene from Low-Temperature Molecular Pyrolysis: Mutual Activation Effect for Hydrogen Evolution								ACS SUSTAINABLE CHEMISTRY & ENGINEERING				7	24			19442	19452		10.1021/acssuschemeng.9b04219				DEC 16 2019	2019	Construction of tightly bonded interfaces is an indispensable and critical strategy for promoting the catalytic performances of composite structures. In this study, a novel two-dimensional (2D) composite was successfully fabricated through the simultaneous formation of cobalt sulfide (Co9S8) nanosheets and N-, S-doped graphene (NSG). Cobalt-thiourea with graphene oxide was used as the precursor for a low-temperature and one-step pyrolysis. The optimal Co9S8/NSG-220 achieved a small onset overpotential of 147 mV, a low Tafel slope of 97 mV.dec(-1), superior long-term durability after 16 h, and high faradic efficiency (nearly 100%) for the hydrogen evolution reaction (HER) in an acid electrolyte. The tightly bound sheet-on-sheet structure significantly enhanced the intrinsic catalytic activity due to the mutual activation effects between the components. Based on the experimental investigation and density functional theory calculations, the mutual activation effects induced by the electron transfer across the active interface constructed between NSG and Co9S8 was proposed as a key factor in the origin of superior catalytic activity. The HER catalytic activities were further improved by doping Mo into the composites. This design inspires new thoughts for exploring 2D composites prepared using molecular precursors with controlled compositions and morphologies as performance-enhanced electrocatalysts for future sustainable clean energy conversion.									9	0	0	0	1	0	9			2168-0485			WOS:000503330400014		
J	Demir, Faruk; Erdogmus, Ali; Koca, Atif				KOCA, ATIF/W-8671-2019; Erdoğmuş, Ali/V-7213-2019	KOCA, ATIF/0000-0003-0141-5817; 			Oxygen reduction reaction catalyzed with titanyl phthalocyanines in nonaqueous and aqueous media								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				15	38			15926	15934		10.1039/c3cp51719e				2013	2013	Electrochemical and in situ spectroelectrochemical behaviors and electrocatalytic reduction of molecular oxygen with titanyl phthalocyanines (TiPc) bearing 3,4-(methylenedioxy)-phenoxy substituents were performed in aprotic solvents. Multi electrons and metal-based and ring-based redox processes of TiPcs indicate their possible electrocatalytic activity toward many target species. Different numbers and positions of the substituents of the complexes affect the peaks' character and assignment of the processes. The presence of O-2 in the electrolyte system influences the electrochemical and spectral responses of TiPcs. Electrochemical and in situ spectroelectrochemical analysis indicates interaction of molecular oxygen with TiPcs and these interaction mechanisms depend on both the substituent environments of the complexes and the electrolyte system. Langmuir-Blodgett films of the complexes also catalyze molecular oxygen in aqueous media, which is a desired property for their practical application.									9	0	0	0	1	0	9			1463-9076	1463-9084		WOS:000324412300030	23949120	
